TIMESTAMP,UNIBTC_OPEN_PRICE_USD,UNIBTC_HIGH_PRICE_USD,UNIBTC_LOW_PRICE_USD,UNIBTC_CLOSE_PRICE_USD,UNIBTC_VOLUME_USD,UNIBTC_DIVIDENDS_USD,UNIBTC_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,81398.1640625,84926.859375,81398.1640625,84724.7265625,183607,0.0,0.0
2025-04-02 00:00:00+00:00,84724.7265625,85386.2734375,83765.5625,83766.6875,0,0.0,0.0
2025-04-03 00:00:00+00:00,83766.6875,83938.265625,82634.9765625,82824.8359375,21558,0.0,0.0
2025-04-04 00:00:00+00:00,82824.8359375,83469.890625,81136.25,82884.5390625,24382,0.0,0.0
2025-04-05 00:00:00+00:00,82884.5390625,82884.7265625,81436.046875,81825.921875,745,0.0,0.0
2025-04-06 00:00:00+00:00,81825.921875,82410.21875,77811.578125,77811.578125,16868,0.0,0.0
2025-04-07 00:00:00+00:00,77811.578125,78168.4765625,74872.625,76959.75,12230,0.0,0.0
2025-04-08 00:00:00+00:00,76959.75,80446.265625,75902.015625,75902.015625,12722,0.0,0.0
2025-04-09 00:00:00+00:00,75902.015625,78159.4453125,74410.5234375,78131.625,13822,0.0,0.0
2025-04-10 00:00:00+00:00,78131.625,80998.671875,78131.625,78476.59375,0,0.0,0.0
2025-04-11 00:00:00+00:00,78476.59375,82618.203125,78062.203125,82488.921875,10654,0.0,0.0
2025-04-12 00:00:00+00:00,82488.921875,84182.140625,82135.7109375,84109.8984375,17958,0.0,0.0
2025-04-13 00:00:00+00:00,84109.8984375,84233.390625,82606.8125,82898.4140625,166,0.0,0.0
2025-04-14 00:00:00+00:00,82898.4140625,84636.796875,82898.3984375,83727.125,0,0.0,0.0
2025-04-15 00:00:00+00:00,83727.125,84562.2578125,83004.15625,83012.2734375,0,0.0,0.0
2025-04-16 00:00:00+00:00,83012.2734375,83205.5234375,81563.8515625,82989.46875,2986,0.0,0.0
2025-04-17 00:00:00+00:00,82989.46875,83730.9140625,82955.734375,83653.5859375,3137,0.0,0.0
2025-04-18 00:00:00+00:00,83653.5859375,83840.4453125,83439.890625,83575.9375,0,0.0,0.0
2025-04-19 00:00:00+00:00,83575.9375,84451.828125,83545.796875,84451.828125,18650,0.0,0.0
2025-04-20 00:00:00+00:00,84451.828125,84534.65625,82749.5546875,84060.7578125,0,0.0,0.0
2025-04-21 00:00:00+00:00,84060.7578125,87449.171875,84060.3046875,86290.3359375,28423,0.0,0.0
2025-04-22 00:00:00+00:00,86290.3359375,91201.796875,86290.3359375,91201.7890625,415906,0.0,0.0
2025-04-23 00:00:00+00:00,91201.7890625,92941.6796875,90496.6171875,92474.859375,198935,0.0,0.0
2025-04-24 00:00:00+00:00,92474.859375,92671.796875,90561.265625,91892.296875,0,0.0,0.0
2025-04-25 00:00:00+00:00,91892.296875,93813.8125,91685.2578125,93326.453125,27414,0.0,0.0
2025-04-26 00:00:00+00:00,93326.453125,93640.75,92565.40625,93223.546875,192146,0.0,0.0
2025-04-27 00:00:00+00:00,93223.546875,93331.3125,92669.1484375,92917.0625,58545,0.0,0.0
2025-04-28 00:00:00+00:00,92917.0625,94164.2265625,92528.390625,93454.203125,2032,0.0,0.0
2025-04-29 00:00:00+00:00,93454.203125,94443.640625,93315.375,93315.375,113198,0.0,0.0
2025-04-30 00:00:00+00:00,93315.375,94633.609375,93314.5234375,93482.484375,35726,0.0,0.0
2025-05-01 00:00:00+00:00,93482.484375,95943.6171875,93479.078125,95297.7578125,21276,0.0,0.0
2025-05-02 00:00:00+00:00,95297.7578125,96693.5546875,95297.34375,96691.4296875,0,0.0,0.0
2025-05-03 00:00:00+00:00,96691.4296875,96691.4296875,94680.171875,95312.9140625,16,0.0,0.0
2025-05-04 00:00:00+00:00,95312.9140625,95312.9140625,94275.671875,94528.1875,0,0.0,0.0
2025-05-05 00:00:00+00:00,94528.1875,94528.1875,92834.7109375,93939.125,0,0.0,0.0
2025-05-06 00:00:00+00:00,93939.125,94306.8125,92917.359375,93128.7734375,8127,0.0,0.0
2025-05-07 00:00:00+00:00,93128.7734375,95899.6171875,93128.7734375,95653.703125,8905,0.0,0.0
2025-05-08 00:00:00+00:00,95653.703125,101209.9140625,95627.2578125,101209.9140625,37358,0.0,0.0
2025-05-09 00:00:00+00:00,101209.9140625,103254.9609375,101167.0234375,101613.9375,171175,0.0,0.0
2025-05-10 00:00:00+00:00,101613.9375,102722.609375,99837.609375,102650.9765625,405007,0.0,0.0
2025-05-11 00:00:00+00:00,102650.9765625,103929.9296875,102179.1796875,102185.375,0,0.0,0.0
2025-05-12 00:00:00+00:00,102185.375,103140.4140625,100324.890625,101455.4375,134555,0.0,0.0
2025-05-13 00:00:00+00:00,101455.4375,103172.5,100872.8125,103113.2421875,155907,0.0,0.0
