TIMESTAMP,UNIBTC_OPEN_PRICE_USD,UNIBTC_HIGH_PRICE_USD,UNIBTC_LOW_PRICE_USD,UNIBTC_CLOSE_PRICE_USD,UNIBTC_VOLUME_USD,UNIBTC_DIVIDENDS_USD,UNIBTC_STOCK_SPLITS_USD
2025-05-14 00:00:00+00:00,103113.2421875,103157.3671875,102118.8828125,102202.171875,15120,0.0,0.0
2025-05-15 00:00:00+00:00,102202.171875,102278.75,100184.3125,101327.3046875,139,0.0,0.0
2025-05-16 00:00:00+00:00,101327.3046875,102719.9375,101327.3046875,101995.5703125,54453,0.0,0.0
2025-05-17 00:00:00+00:00,101995.5703125,102376.2734375,101434.421875,101434.9609375,0,0.0,0.0
2025-05-18 00:00:00+00:00,101434.9609375,103957.546875,101433.265625,102672.28125,732,0.0,0.0
2025-05-19 00:00:00+00:00,102672.28125,103651.4609375,101569.046875,103651.4609375,62968,0.0,0.0
2025-05-20 00:00:00+00:00,103651.4609375,104933.6796875,103067.703125,104931.1015625,99594,0.0,0.0
2025-05-21 00:00:00+00:00,104931.1015625,106317.84375,104370.1796875,106056.015625,30242,0.0,0.0
2025-05-22 00:00:00+00:00,106056.015625,110227.8828125,105687.796875,109075.6328125,0,0.0,0.0
2025-05-23 00:00:00+00:00,109075.6328125,109788.578125,106765.515625,106765.515625,76216,0.0,0.0
2025-05-24 00:00:00+00:00,106765.515625,107499.5703125,106181.921875,106846.765625,0,0.0,0.0
2025-05-25 00:00:00+00:00,106846.765625,106846.765625,105214.7265625,106773.015625,22266,0.0,0.0
2025-05-26 00:00:00+00:00,106773.015625,108443.3125,106773.015625,107091.28125,60825,0.0,0.0
2025-05-27 00:00:00+00:00,107091.28125,108882.8984375,106501.390625,108664.21875,231497,0.0,0.0
2025-05-28 00:00:00+00:00,108664.21875,108679.2421875,105675.828125,106033.4609375,85428,0.0,0.0
2025-05-29 00:00:00+00:00,106033.4609375,108342.25,105732.234375,105732.234375,81171,0.0,0.0
2025-05-30 00:00:00+00:00,105732.234375,105732.234375,103461.8046875,104667.4375,0,0.0,0.0
2025-05-31 00:00:00+00:00,104667.4375,104772.03125,101591.359375,103112.8359375,0,0.0,0.0
2025-06-01 00:00:00+00:00,103112.8359375,104113.4921875,102444.84375,103288.140625,41575,0.0,0.0
