TIMESTAMP,INSUR_OPEN_PRICE_USD,INSUR_HIGH_PRICE_USD,INSUR_LOW_PRICE_USD,INSUR_CLOSE_PRICE_USD,INSUR_VOLUME_USD,INSUR_DIVIDENDS_USD,INSUR_STOCK_SPLITS_USD
2021-03-18 00:00:00+00:00,6.000271797180176,6.009154796600342,5.200479030609131,5.521113872528076,22055,0.0,0.0
2021-03-19 00:00:00+00:00,5.5207037925720215,8.41626262664795,5.285982131958008,7.948125839233398,371818,0.0,0.0
2021-03-20 00:00:00+00:00,7.946938991546631,8.652909278869629,7.251637935638428,7.352612018585205,261969,0.0,0.0
2021-03-21 00:00:00+00:00,7.351586818695068,7.834764003753662,6.018750190734863,6.556212902069092,345471,0.0,0.0
2021-03-22 00:00:00+00:00,6.556943893432617,7.310143947601318,5.963839054107666,6.5357160568237305,299992,0.0,0.0
2021-03-23 00:00:00+00:00,6.536236763000488,6.553402900695801,5.337985038757324,5.618442058563232,311159,0.0,0.0
2021-03-24 00:00:00+00:00,5.619640827178955,6.0482048988342285,5.159121990203857,5.203286170959473,307273,0.0,0.0
2021-03-25 00:00:00+00:00,5.203394889831543,5.538097858428955,4.63840389251709,5.013521194458008,308871,0.0,0.0
2021-03-26 00:00:00+00:00,5.013290882110596,5.699371814727783,4.820176124572754,5.16084623336792,335522,0.0,0.0
2021-03-27 00:00:00+00:00,5.145709037780762,5.647614002227783,5.1139631271362305,5.178729057312012,296816,0.0,0.0
2021-03-28 00:00:00+00:00,5.179224967956543,5.90493106842041,5.096438884735107,5.652706146240234,351803,0.0,0.0
2021-03-29 00:00:00+00:00,5.6520771980285645,6.166499137878418,5.371732234954834,5.849621772766113,399636,0.0,0.0
2021-03-30 00:00:00+00:00,5.849621772766113,8.189712524414062,5.380003929138184,7.1198039054870605,522882,0.0,0.0
2021-03-31 00:00:00+00:00,7.1204729080200195,9.984258651733398,7.108023166656494,9.258071899414062,636353,0.0,0.0
2021-04-01 00:00:00+00:00,9.257651329040527,16.841203689575195,7.6356329917907715,11.320890426635742,40200498,0.0,0.0
2021-04-02 00:00:00+00:00,11.321555137634277,11.739095687866211,8.195033073425293,8.504969596862793,27684644,0.0,0.0
2021-04-03 00:00:00+00:00,8.511783599853516,9.016729354858398,7.757284164428711,7.757284164428711,12112506,0.0,0.0
