TIMESTAMP,LUCYAI_OPEN_PRICE_USD,LUCYAI_HIGH_PRICE_USD,LUCYAI_LOW_PRICE_USD,LUCYAI_CLOSE_PRICE_USD,Adj Close,LUCYAI_VOLUME_USD,LUCYAI_DIVIDENDS_USD,LUCYAI_STOCK_SPLITS_USD
,0.0013973864261060953,0.0015294791664928198,0.0006041256710886955,0.0007413040730170906,,13752.0,0.0,0.0
