TIMESTAMP,LCAT_OPEN_PRICE_USD,LCAT_HIGH_PRICE_USD,LCAT_LOW_PRICE_USD,LCAT_CLOSE_PRICE_USD,LCAT_VOLUME_USD,LCAT_DIVIDENDS_USD,LCAT_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.04736199975013733,0.061145998537540436,0.039420001208782196,0.04002099856734276,233646,0.0,0.0
2025-04-02 00:00:00+00:00,0.04002099856734276,0.04068800061941147,0.03245599940419197,0.033799998462200165,151420,0.0,0.0
2025-04-03 00:00:00+00:00,0.033799998462200165,0.03381999954581261,0.029783999547362328,0.03006099909543991,103859,0.0,0.0
2025-04-04 00:00:00+00:00,0.03006099909543991,0.030069999396800995,0.028214000165462494,0.028402000665664673,104199,0.0,0.0
2025-04-05 00:00:00+00:00,0.028402000665664673,0.03495100140571594,0.028271999210119247,0.030347999185323715,133317,0.0,0.0
2025-04-06 00:00:00+00:00,0.03038799948990345,0.03290100023150444,0.029248999431729317,0.02950499951839447,123183,0.0,0.0
2025-04-07 00:00:00+00:00,0.02945300005376339,0.04794299975037575,0.028396999463438988,0.04111199826002121,204632,0.0,0.0
2025-04-08 00:00:00+00:00,0.041088998317718506,0.05078300088644028,0.03479800000786781,0.03564300015568733,245104,0.0,0.0
2025-04-09 00:00:00+00:00,0.03564300015568733,0.046337999403476715,0.03447600081562996,0.03887299820780754,217310,0.0,0.0
2025-04-10 00:00:00+00:00,0.03885199874639511,0.04565399885177612,0.03872400149703026,0.04126700013875961,180321,0.0,0.0
2025-04-11 00:00:00+00:00,0.04126700013875961,0.06345299631357193,0.04090699926018715,0.04686199873685837,488545,0.0,0.0
2025-04-12 00:00:00+00:00,0.04686199873685837,0.058462999761104584,0.04518299922347069,0.04725699871778488,257141,0.0,0.0
2025-04-13 00:00:00+00:00,0.04730299860239029,0.05401099845767021,0.04673299938440323,0.04781400039792061,258086,0.0,0.0
2025-04-14 00:00:00+00:00,0.04781400039792061,0.05643799901008606,0.046904001384973526,0.05215200036764145,302948,0.0,0.0
2025-04-15 00:00:00+00:00,0.05215099826455116,0.06496500223875046,0.04667799919843674,0.04707999899983406,311673,0.0,0.0
2025-04-16 00:00:00+00:00,0.04707999899983406,0.05437999963760376,0.04468400031328201,0.04903599992394447,274707,0.0,0.0
2025-04-17 00:00:00+00:00,0.049035001546144485,0.05037099868059158,0.04768700152635574,0.04841899871826172,260880,0.0,0.0
