TIMESTAMP,BITCOIN27962_OPEN_PRICE_USD,BITCOIN27962_HIGH_PRICE_USD,BITCOIN27962_LOW_PRICE_USD,BITCOIN27962_CLOSE_PRICE_USD,BITCOIN27962_VOLUME_USD,BITCOIN27962_DIVIDENDS_USD,BITCOIN27962_STOCK_SPLITS_USD
2023-09-01 00:00:00+00:00,,,,0.0,226870,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,62360,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,49865,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,12436,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,79580,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,49170,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,12575,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,5236,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,16571,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,4232,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,4322,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,4378,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,8393,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,8291,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,3226,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,3253,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,1295,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,980,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,1041,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,328,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,1076,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,1156,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,826,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,1622,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,421,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,1321,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,903,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,818,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,510,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,1929,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,622,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,1276,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,1591,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,962,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,3160,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,245,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,844,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,26,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,704,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,1372,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,1229,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,993,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,958,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,464,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,540,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,560,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,532,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,657,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,6254,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,1656,0.0,0.0
2023-10-24 00:00:00+00:00,,,,0.0,225,0.0,0.0
2023-10-25 00:00:00+00:00,,,,0.0,1263,0.0,0.0
2023-10-26 00:00:00+00:00,,,,0.0,845,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,1503,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,234,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,970,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,817,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,94,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,902,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,728,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,782,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,151,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,1890,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,204,0.0,0.0
2023-11-08 00:00:00+00:00,,,,0.0,1890,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,776,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,1012,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,375,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,483,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,682,0.0,0.0
2023-11-14 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,216,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,928,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,263,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,271,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,256,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,1270,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,148,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,64,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,112,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,7,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,91,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,117,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,57,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,610,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,156,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,262,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,1670,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,18,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,48,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,1001,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,1535,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,5865,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,689,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,604,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,1291,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,425,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,208,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,488,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,279,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,334,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,2253,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,673,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,950,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,788,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,110,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,880,0.0,0.0
