TIMESTAMP,ALGO_OPEN_PRICE_USD,ALGO_HIGH_PRICE_USD,ALGO_LOW_PRICE_USD,ALGO_CLOSE_PRICE_USD
2020-03-17,0.1263,0.1463,0.1244,0.1392
2020-03-18,0.1392,0.1444,0.1281,0.1404
2020-03-19,0.1404,0.1701,0.1393,0.158
2020-03-20,0.158,0.1848,0.1451,0.158
2020-03-21,0.158,0.1654,0.1442,0.1532
2020-03-22,0.1532,0.1693,0.1438,0.146
2020-03-23,0.146,0.1636,0.1419,0.1611
2020-03-24,0.1611,0.1725,0.154,0.1596
2020-03-25,0.1596,0.1632,0.1514,0.1539
2020-03-26,0.1539,0.1606,0.1508,0.159
2020-03-27,0.159,0.1692,0.1538,0.1538
2020-03-28,0.1538,0.155,0.1433,0.1502
2020-03-29,0.1502,0.1524,0.1432,0.1439
2020-03-30,0.1439,0.157,0.1433,0.1553
2020-03-31,0.1553,0.1574,0.1516,0.1542
2020-04-01,0.1542,0.1564,0.1488,0.1544
2020-04-02,0.1544,0.1638,0.1522,0.1583
2020-04-03,0.1583,0.1619,0.1548,0.1583
2020-04-04,0.1583,0.1795,0.1583,0.1788
2020-04-05,0.1788,0.1844,0.1675,0.172
2020-04-06,0.172,0.1897,0.1698,0.1879
2020-04-07,0.1879,0.1995,0.1794,0.1857
2020-04-08,0.1857,0.2063,0.1843,0.2045
2020-04-09,0.2045,0.2108,0.1954,0.1992
2020-04-10,0.1992,0.2013,0.1712,0.1795
2020-04-11,0.1795,0.1864,0.173,0.1785
2020-04-12,0.1785,0.1888,0.1743,0.1841
2020-04-13,0.1841,0.1856,0.1688,0.174
2020-04-14,0.174,0.1829,0.1712,0.1792
2020-04-15,0.1792,0.1837,0.1693,0.1725
2020-04-16,0.1725,0.1882,0.1641,0.1875
2020-04-17,0.1875,0.1928,0.1834,0.1887
2020-04-18,0.1887,0.2018,0.188,0.1986
2020-04-19,0.1986,0.2017,0.1862,0.1904
2020-04-20,0.1904,0.1942,0.1742,0.1776
2020-04-21,0.1776,0.1813,0.1748,0.1789
2020-04-22,0.1789,0.1882,0.1765,0.1867
2020-04-23,0.1867,0.1965,0.1809,0.1965
2020-04-24,0.1965,0.2173,0.1932,0.2082
2020-04-25,0.2082,0.224,0.2026,0.212
2020-04-26,0.212,0.2383,0.2103,0.2234
2020-04-27,0.2234,0.2275,0.2059,0.2155
2020-04-28,0.2155,0.2246,0.2093,0.2148
2020-04-29,0.2148,0.2314,0.2141,0.2307
2020-04-30,0.2307,0.2334,0.2025,0.2127
2020-05-01,0.2127,0.2221,0.21,0.217
2020-05-02,0.217,0.2229,0.2129,0.2198
2020-05-03,0.2198,0.222,0.2034,0.2077
2020-05-04,0.2077,0.2113,0.1893,0.2086
2020-05-05,0.2086,0.212,0.2026,0.2078
2020-05-06,0.2078,0.2107,0.2031,0.2054
2020-05-07,0.2054,0.2063,0.1951,0.203
2020-05-08,0.203,0.2296,0.2022,0.2187
2020-05-09,0.2187,0.2245,0.2114,0.2189
2020-05-10,0.2189,0.2201,0.18,0.1923
2020-05-11,0.1923,0.2001,0.1763,0.1847
2020-05-12,0.1847,0.1988,0.1835,0.1909
2020-05-13,0.1912,0.1969,0.1896,0.1969
2020-05-14,0.1969,0.2056,0.1932,0.1994
2020-05-15,0.1994,0.2019,0.1912,0.1936
2020-05-16,0.1936,0.2004,0.1905,0.1983
2020-05-17,0.1983,0.2041,0.1974,0.2011
2020-05-18,0.2011,0.204,0.1972,0.1993
2020-05-19,0.1993,0.2018,0.1963,0.2004
2020-05-20,0.2004,0.2143,0.1989,0.2044
2020-05-21,0.2044,0.2097,0.1844,0.1934
2020-05-22,0.1932,0.209,0.1885,0.2047
2020-05-23,0.2047,0.2131,0.2,0.2039
2020-05-24,0.2039,0.2113,0.1995,0.205
2020-05-25,0.205,0.2124,0.1937,0.2121
2020-05-26,0.2121,0.2227,0.2058,0.2157
2020-05-27,0.2157,0.2261,0.2147,0.2183
2020-05-28,0.2183,0.2264,0.2127,0.2239
2020-05-29,0.2239,0.2351,0.2226,0.2268
2020-05-30,0.2268,0.243,0.225,0.2389
2020-05-31,0.2389,0.259,0.2358,0.2358
2020-06-01,0.2358,0.2562,0.2291,0.2551
2020-06-02,0.2551,0.2567,0.2325,0.2461
2020-06-03,0.2461,0.2461,0.238,0.2435
2020-06-04,0.2435,0.2491,0.2397,0.2408
2020-06-05,0.2408,0.2426,0.2322,0.2331
2020-06-06,0.2331,0.2384,0.2286,0.2383
2020-06-07,0.2383,0.2389,0.2248,0.2304
2020-06-08,0.2304,0.235,0.2297,0.2319
2020-06-09,0.2319,0.2405,0.2304,0.2396
2020-06-10,0.2396,0.2485,0.2373,0.2451
2020-06-11,0.2448,0.2506,0.2259,0.233
2020-06-12,0.233,0.2387,0.2262,0.2306
2020-06-13,0.2306,0.2357,0.2286,0.2345
2020-06-14,0.2345,0.2461,0.231,0.2314
2020-06-15,0.2314,0.234,0.2102,0.2288
2020-06-16,0.2288,0.2403,0.2255,0.2331
2020-06-17,0.2331,0.2465,0.2305,0.2414
2020-06-18,0.2412,0.2513,0.2378,0.2412
2020-06-19,0.2412,0.2415,0.2308,0.2328
2020-06-20,0.2328,0.2346,0.2265,0.2304
2020-06-21,0.2305,0.2404,0.2297,0.2341
2020-06-22,0.2338,0.2402,0.2317,0.2391
2020-06-23,0.2391,0.2513,0.2359,0.2497
2020-06-24,0.2497,0.2562,0.2315,0.2355
2020-06-25,0.2355,0.2399,0.225,0.2376
2020-06-26,0.2376,0.2377,0.2206,0.2249
2020-06-27,0.2249,0.2269,0.1971,0.2033
2020-06-28,0.2032,0.2122,0.1988,0.2062
2020-06-29,0.2062,0.2152,0.2049,0.2144
2020-06-30,0.2144,0.2147,0.2072,0.2083
2020-07-01,0.2081,0.2183,0.2076,0.2134
2020-07-02,0.2133,0.2179,0.2015,0.206
2020-07-03,0.206,0.2081,0.2031,0.2068
2020-07-04,0.2068,0.2172,0.2027,0.2156
2020-07-05,0.2156,0.2191,0.2086,0.2124
2020-07-06,0.2124,0.2311,0.2121,0.2252
2020-07-07,0.2252,0.2359,0.2235,0.231
2020-07-08,0.231,0.2522,0.2299,0.249
2020-07-09,0.249,0.2546,0.2346,0.2407
2020-07-10,0.2407,0.2467,0.2287,0.2435
2020-07-11,0.2435,0.2943,0.2434,0.2795
2020-07-12,0.2795,0.2857,0.2619,0.2739
2020-07-13,0.274,0.2919,0.2613,0.2674
2020-07-14,0.2674,0.272,0.2521,0.2696
2020-07-15,0.2697,0.2917,0.2611,0.2917
2020-07-16,0.2915,0.3798,0.2648,0.3481
2020-07-17,0.3478,0.3865,0.3324,0.3483
2020-07-18,0.3505,0.3665,0.3322,0.3543
2020-07-19,0.3544,0.3885,0.3406,0.3805
2020-07-20,0.3813,0.3996,0.3451,0.3566
2020-07-21,0.3567,0.377,0.3364,0.3421
2020-07-22,0.342,0.3599,0.342,0.3517
2020-07-23,0.3517,0.353,0.3359,0.3369
2020-07-24,0.3369,0.339,0.3163,0.3207
2020-07-25,0.3207,0.3379,0.3112,0.3216
2020-07-26,0.3212,0.3321,0.3053,0.3147
2020-07-27,0.3147,0.3248,0.2702,0.2844
2020-07-28,0.2838,0.317,0.2777,0.3089
2020-07-29,0.3093,0.3278,0.3081,0.3149
2020-07-30,0.3152,0.3461,0.3039,0.3334
2020-07-31,0.3334,0.3481,0.3177,0.3233
2020-08-01,0.3232,0.3344,0.3214,0.3327
2020-08-02,0.3327,0.3376,0.2739,0.3017
2020-08-03,0.3019,0.3231,0.2991,0.31
2020-08-04,0.3084,0.3314,0.3076,0.3231
2020-08-05,0.3232,0.3464,0.3215,0.3372
2020-08-06,0.3372,0.3738,0.3291,0.3524
2020-08-07,0.3524,0.3804,0.3406,0.3618
2020-08-08,0.3615,0.4552,0.3615,0.4432
2020-08-09,0.4434,0.4718,0.4115,0.4273
2020-08-10,0.4272,0.4874,0.4104,0.4716
2020-08-11,0.4718,0.4884,0.3974,0.427
2020-08-12,0.4274,0.4948,0.4078,0.4824
2020-08-13,0.4834,0.6996,0.4834,0.6063
2020-08-14,0.6061,0.7614,0.5852,0.6482
2020-08-15,0.6476,0.7093,0.6,0.6223
2020-08-16,0.6232,0.6643,0.6158,0.6468
2020-08-17,0.6469,0.6931,0.5855,0.6071
2020-08-18,0.6082,0.6125,0.518,0.5807
2020-08-19,0.5803,0.6248,0.5119,0.5764
2020-08-20,0.5764,0.6653,0.5761,0.6232
2020-08-21,0.6239,0.6348,0.5245,0.5389
2020-08-22,0.5384,0.5874,0.5121,0.5557
2020-08-23,0.5549,0.5998,0.5445,0.598
2020-08-24,0.5974,0.6656,0.5954,0.6206
2020-08-25,0.623,0.6386,0.5319,0.5598
2020-08-26,0.5582,0.5892,0.5299,0.5546
2020-08-27,0.555,0.558,0.4914,0.5178
2020-08-28,0.5189,0.5626,0.5128,0.5288
2020-08-29,0.5288,0.5483,0.5217,0.5391
2020-08-30,0.5391,0.55,0.5102,0.5118
2020-08-31,0.5123,0.5262,0.5051,0.5059
2020-09-01,0.5052,0.5519,0.4921,0.5185
2020-09-02,0.5185,0.5265,0.4317,0.4707
2020-09-03,0.4709,0.4754,0.3805,0.4054
2020-09-04,0.4056,0.4103,0.3358,0.3842
2020-09-05,0.3845,0.3999,0.3161,0.3354
2020-09-06,0.3354,0.3882,0.319,0.3794
2020-09-07,0.3787,0.3845,0.3312,0.359
2020-09-08,0.359,0.3761,0.3368,0.3499
2020-09-09,0.3493,0.4393,0.3379,0.4175
2020-09-10,0.4167,0.4507,0.4014,0.4106
2020-09-11,0.4105,0.4176,0.3903,0.4018
2020-09-12,0.4019,0.4178,0.3978,0.4048
2020-09-13,0.4048,0.4157,0.3592,0.3722
2020-09-14,0.3722,0.3899,0.3654,0.382
2020-09-15,0.3821,0.388,0.354,0.3614
2020-09-16,0.3614,0.3623,0.3376,0.3523
2020-09-17,0.3523,0.3758,0.3461,0.3653
2020-09-18,0.3653,0.3658,0.3284,0.3392
2020-09-19,0.3392,0.3455,0.3258,0.3383
2020-09-20,0.3383,0.3587,0.3128,0.3205
2020-09-21,0.3205,0.3303,0.2778,0.297
2020-09-22,0.2969,0.3143,0.2767,0.3072
2020-09-23,0.3072,0.3101,0.264,0.2722
2020-09-24,0.2719,0.3024,0.2638,0.2972
2020-09-25,0.2975,0.3264,0.2887,0.3264
2020-09-26,0.3266,0.3421,0.3133,0.3228
2020-09-27,0.3225,0.3272,0.3037,0.3124
2020-09-28,0.3123,0.35,0.3123,0.3383
2020-09-29,0.3383,0.3432,0.3194,0.336
2020-09-30,0.3362,0.3555,0.3198,0.3398
2020-10-01,0.3398,0.3732,0.327,0.3309
2020-10-02,0.3309,0.3394,0.2923,0.3103
2020-10-03,0.3109,0.3294,0.3109,0.3214
2020-10-04,0.3215,0.3216,0.3063,0.3137
2020-10-05,0.3137,0.3219,0.308,0.3167
2020-10-06,0.3167,0.3216,0.2829,0.2864
2020-10-07,0.2861,0.3106,0.2773,0.3073
2020-10-08,0.3073,0.315,0.2886,0.3071
2020-10-09,0.3071,0.3324,0.3009,0.3322
2020-10-10,0.3319,0.3395,0.3203,0.338
2020-10-11,0.338,0.338,0.3168,0.3253
2020-10-12,0.325,0.3628,0.3236,0.3519
2020-10-13,0.3519,0.3567,0.3321,0.3417
2020-10-14,0.3417,0.3477,0.3203,0.3231
2020-10-15,0.323,0.331,0.3067,0.3151
2020-10-16,0.3145,0.3171,0.2958,0.3006
2020-10-17,0.3005,0.3176,0.2993,0.3104
2020-10-18,0.3099,0.3167,0.3093,0.3119
2020-10-19,0.3119,0.3173,0.3053,0.31
2020-10-20,0.31,0.3103,0.2816,0.2888
2020-10-21,0.2888,0.313,0.2856,0.3078
2020-10-22,0.3078,0.3257,0.301,0.3184
2020-10-23,0.3184,0.3245,0.3017,0.3082
2020-10-24,0.3082,0.3135,0.3038,0.3075
2020-10-25,0.3075,0.3122,0.2978,0.3007
2020-10-26,0.3007,0.3068,0.285,0.2934
2020-10-27,0.2934,0.3007,0.2836,0.2864
2020-10-28,0.2864,0.2918,0.2676,0.2746
2020-10-29,0.2746,0.284,0.2546,0.2546
2020-10-30,0.2545,0.259,0.237,0.2557
2020-10-31,0.2553,0.2643,0.252,0.2525
2020-11-01,0.2523,0.262,0.2445,0.259
2020-11-02,0.2589,0.2623,0.2437,0.247
2020-11-03,0.247,0.2484,0.2261,0.2346
2020-11-04,0.2347,0.2444,0.2226,0.2403
2020-11-05,0.2403,0.2543,0.2341,0.2481
2020-11-06,0.2481,0.2822,0.2466,0.2791
2020-11-07,0.2792,0.2976,0.2423,0.2551
2020-11-08,0.2551,0.276,0.2543,0.2659
2020-11-09,0.2659,0.273,0.2544,0.2613
2020-11-10,0.2616,0.2934,0.2564,0.2901
2020-11-11,0.2901,0.295,0.2769,0.2802
2020-11-12,0.2802,0.2803,0.2607,0.2652
2020-11-13,0.2653,0.2824,0.2632,0.2781
2020-11-14,0.2781,0.2808,0.2631,0.2664
2020-11-15,0.2666,0.2725,0.2497,0.2546
2020-11-16,0.2546,0.2733,0.2541,0.27
2020-11-17,0.27,0.2792,0.2687,0.2729
2020-11-18,0.2728,0.2788,0.2551,0.267
2020-11-19,0.267,0.2718,0.2551,0.2642
2020-11-20,0.2642,0.2889,0.2629,0.2855
2020-11-21,0.2855,0.3248,0.2829,0.3124
2020-11-22,0.3129,0.3245,0.2812,0.3106
2020-11-23,0.3061,0.3418,0.2935,0.3351
2020-11-24,0.3351,0.3755,0.3272,0.3516
2020-11-25,0.3511,0.4211,0.3384,0.3484
2020-11-26,0.3479,0.357,0.2806,0.3013
2020-11-27,0.3015,0.3164,0.2855,0.2954
2020-11-28,0.2956,0.3243,0.2954,0.3142
2020-11-29,0.3141,0.3237,0.3009,0.3154
2020-11-30,0.3153,0.3349,0.313,0.327
2020-12-01,0.327,0.3473,0.305,0.3114
2020-12-02,0.3116,0.3493,0.3002,0.3371
2020-12-03,0.337,0.3576,0.337,0.3444
2020-12-04,0.3442,0.3737,0.3219,0.3241
2020-12-05,0.3252,0.3515,0.3181,0.339
2020-12-06,0.339,0.3492,0.328,0.333
2020-12-07,0.333,0.3434,0.3235,0.3303
