,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.0245489040305951,0.1566808987419817,0.1266637383964468,0.3165443844231321,21898.102755897937,147.98007553687063,119.62983366586045,0.5021905171940428,0.9358925457173958
1,0.008827842777004,0.0939566004972722,0.076506710264102,0.2756605944532048,7874.609127699764,88.73899440324847,72.25813373830168,0.5071607816723475,0.8941921482185277
2,0.0142572663604418,0.1194037954189138,0.0983624460932958,1.0315428692790098,12717.760861784143,112.77305024598805,92.9001727679328,0.6126409550822518,0.8640055156009009
3,0.0413920383269413,0.2034503338088717,0.1745297415708191,0.4217167359127666,36922.5067854696,192.15230101528732,164.83773263412374,2.9643602042306707,0.88233763621022
4,0.0139205580219158,0.117985414445667,0.1004065004181265,0.324222882188094,12417.409773229145,111.43343202661016,94.83071315823668,0.6821506529921156,0.879053444693445
5,0.041010577270921,0.2025106843376937,0.165859979321922,0.4947667929585636,36582.23658324744,191.2648336293095,156.6494228329966,0.8632024050870939,0.864116798961763
6,0.0187675059841177,0.1369945472787796,0.1220299543086326,0.8224319728674758,22757.63145939618,150.85632721034997,134.37754165206957,0.8203123897695739,0.9061341240364348
7,0.0045366410540365,0.0673545919298493,0.0577491196155381,0.1344251491156328,16423.08291949223,128.15257671811452,109.8766731680904,6.007490608561677,0.6755723419051829
8,0.003672714069899,0.0606029212983913,0.0484310565687452,0.1082517561590887,26260.13819882915,162.049801600709,129.50271824467677,1.051488934538827,0.9134921866430892
9,0.0029516961172083,0.054329514236816,0.0407113093192956,0.0798949966958438,21104.814144225664,145.27496048605784,108.86042206546942,0.8329270307870661,0.7748201321681354
10,0.0021207386782159,0.046051478567099,0.0387595291819788,0.0772942354537509,15163.416713769264,123.13982586380924,103.64144248718672,0.7566090098408084,0.8830424155617439
11,0.0016854048164709,0.0410536821304858,0.0353629504028314,0.0673355078688405,12050.752289753673,109.77591853295364,94.55912701982602,0.6735303171017806,0.9147929805299212
Mean,0.01480765729231394,0.10836453855765178,0.09044775295514451,0.3461739897812836,20181.038467732847,138.63267477244236,115.1603277862309,1.3561719839048545,0.8656210225205633
