TIMESTAMP,RPD_OPEN_PRICE_USD,RPD_HIGH_PRICE_USD,RPD_LOW_PRICE_USD,RPD_CLOSE_PRICE_USD,RPD_VOLUME_USD,RPD_DIVIDENDS_USD,RPD_STOCK_SPLITS_USD
2018-10-11 00:00:00+00:00,1.8999999156221747e-05,2.499999936844688e-05,1.8999999156221747e-05,2.499999936844688e-05,1471,0.0,0.0
2018-10-12 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,2.499999936844688e-05,2.5999999706982635e-05,697,0.0,0.0
2018-10-13 00:00:00+00:00,2.5999999706982635e-05,3.7999998312443495e-05,2.5999999706982635e-05,3.7000001611886546e-05,1258,0.0,0.0
2018-10-14 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,3.099999958067201e-05,3.7999998312443495e-05,330,0.0,0.0
2018-10-15 00:00:00+00:00,3.7999998312443495e-05,4.3000000005122274e-05,3.7999998312443495e-05,3.9999998989515007e-05,1653,0.0,0.0
2018-10-16 00:00:00+00:00,4.600000102072954e-05,4.8000001697801054e-05,3.9999998989515007e-05,4.8000001697801054e-05,398,0.0,0.0
2018-10-17 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,4.3000000005122274e-05,4.600000102072954e-05,649,0.0,0.0
2018-10-18 00:00:00+00:00,4.600000102072954e-05,5.199999941396527e-05,4.600000102072954e-05,5.199999941396527e-05,626,0.0,0.0
2018-10-19 00:00:00+00:00,5.199999941396527e-05,6.0999998822808266e-05,5.199999941396527e-05,5.999999848427251e-05,1770,0.0,0.0
2018-10-20 00:00:00+00:00,5.999999848427251e-05,0.0001289999927394092,5.6000000768108293e-05,0.0001289999927394092,1761,0.0,0.0
2018-10-21 00:00:00+00:00,0.0001289999927394092,0.0001289999927394092,6.900000153109431e-05,7.899999764049426e-05,1139,0.0,0.0
2018-10-22 00:00:00+00:00,7.79999973019585e-05,8.900000102585182e-05,7.000000186963007e-05,8.299999899463728e-05,976,0.0,0.0
