TIMESTAMP,MUBARAKAH_OPEN_PRICE_USD,MUBARAKAH_HIGH_PRICE_USD,MUBARAKAH_LOW_PRICE_USD,MUBARAKAH_CLOSE_PRICE_USD,MUBARAKAH_VOLUME_USD,MUBARAKAH_DIVIDENDS_USD,MUBARAKAH_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.002309999894350767,0.0023320000618696213,0.001706999959424138,0.0017790000420063734,3774506,0.0,0.0
2025-04-02 00:00:00+00:00,0.0017790000420063734,0.0017849999712780118,0.0010079999919980764,0.0010319999419152737,5049293,0.0,0.0
2025-04-03 00:00:00+00:00,0.0010319999419152737,0.0013099999632686377,0.000965000013820827,0.0010580000234767795,3924166,0.0,0.0
2025-04-04 00:00:00+00:00,0.0010580000234767795,0.0014349999837577343,0.000965000013820827,0.0014230000087991357,5957311,0.0,0.0
2025-04-05 00:00:00+00:00,0.0014230000087991357,0.0014639999717473984,0.0010979999788105488,0.001183000043965876,2849693,0.0,0.0
2025-04-06 00:00:00+00:00,0.001183000043965876,0.0012130000395700336,0.0009519999730400741,0.0009689999860711396,4306658,0.0,0.0
2025-04-07 00:00:00+00:00,0.0009689999860711396,0.0010819999733939767,0.0008329999982379377,0.0010389999952167273,9991940,0.0,0.0
2025-04-08 00:00:00+00:00,0.0010389999952167273,0.0011569999624043703,0.0008740000193938613,0.0009130000253207982,4418484,0.0,0.0
2025-04-09 00:00:00+00:00,0.0009130000253207982,0.0009619999909773469,0.0008219999726861715,0.0008929999894462526,6415649,0.0,0.0
2025-04-10 00:00:00+00:00,0.0008929999894462526,0.0009059999720193446,0.0007089999853633344,0.0007280000136233866,3615021,0.0,0.0
2025-04-11 00:00:00+00:00,0.0007280000136233866,0.0007849999819882214,0.0006389999762177467,0.0006980000180192292,3369713,0.0,0.0
2025-04-12 00:00:00+00:00,0.0006980000180192292,0.0007379999733529985,0.0006360000115819275,0.0007040000054985285,3362769,0.0,0.0
2025-04-13 00:00:00+00:00,0.0007040000054985285,0.0008340000058524311,0.0006830000202171504,0.0007070000283420086,3450973,0.0,0.0
2025-04-14 00:00:00+00:00,0.0007070000283420086,0.0008559999987483025,0.0007009999826550484,0.0007539999787695706,3925557,0.0,0.0
2025-04-15 00:00:00+00:00,0.0007539999787695706,0.0009110000100918114,0.0007280000136233866,0.000818000000435859,3357628,0.0,0.0
2025-04-16 00:00:00+00:00,0.000818000000435859,0.0011439999798312783,0.0006590000120922923,0.0009250000002793968,4225987,0.0,0.0
2025-04-17 00:00:00+00:00,0.0009250000002793968,0.0010839999886229634,0.0008870000019669533,0.000957000011112541,3051470,0.0,0.0
2025-04-18 00:00:00+00:00,0.0009580000187270343,0.0010519999777898192,0.0008379999781027436,0.0008379999781027436,2808996,0.0,0.0
2025-04-19 00:00:00+00:00,0.0008379999781027436,0.0009360000258311629,0.0008060000254772604,0.0008079999824985862,2449699,0.0,0.0
2025-04-20 00:00:00+00:00,0.0008079999824985862,0.000999000039882958,0.0008060000254772604,0.0009069999796338379,3009161,0.0,0.0
2025-04-21 00:00:00+00:00,0.0009069999796338379,0.0010100000072270632,0.0009069999796338379,0.0009420000133104622,3369323,0.0,0.0
2025-04-22 00:00:00+00:00,0.0009420000133104622,0.0009889999637380242,0.0009120000177063048,0.0009679999784566462,4400503,0.0,0.0
2025-04-23 00:00:00+00:00,0.0009679999784566462,0.0012969999806955457,0.0009459999855607748,0.001184999942779541,5685602,0.0,0.0
