TIMESTAMP,KING30607_OPEN_PRICE_USD,KING30607_HIGH_PRICE_USD,KING30607_LOW_PRICE_USD,KING30607_CLOSE_PRICE_USD,KING30607_VOLUME_USD,KING30607_DIVIDENDS_USD,KING30607_STOCK_SPLITS_USD
2024-04-12 00:00:00+00:00,,,,0.0,14949,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,7964,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,5299,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,3014,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,3006,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,2644,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,2075,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,983,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,1413,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,3402,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,3663,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,4446,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,3239,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,2511,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,1270,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,672,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,4221,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,744,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,250,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,6403,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,2107,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,419,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,4574,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,6757,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,1293,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,1254,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,793,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,94,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,132,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,64,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,609,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,487,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,242,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,125,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,294,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,217,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,528,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,55,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,89,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,1866,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,274,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,141,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,135,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,63,0.0,0.0
2024-05-26 00:00:00+00:00,0.0,1.9999999949504854e-06,0.0,9.999999974752427e-07,936463,0.0,0.0
2024-05-27 00:00:00+00:00,9.999999974752427e-07,7.999999979801942e-06,9.999999974752427e-07,4.999999873689376e-06,2430635,0.0,0.0
2024-05-28 00:00:00+00:00,4.999999873689376e-06,7.999999979801942e-06,3.999999989900971e-06,3.999999989900971e-06,1818806,0.0,0.0
2024-05-29 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,1.9999999949504854e-06,1.9999999949504854e-06,1116916,0.0,0.0
2024-05-30 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,1.9999999949504854e-06,3.999999989900971e-06,1118986,0.0,0.0
2024-05-31 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,435698,0.0,0.0
2024-06-01 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,348586,0.0,0.0
2024-06-02 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,299067,0.0,0.0
2024-06-03 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,166211,0.0,0.0
2024-06-04 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,166143,0.0,0.0
2024-06-05 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,137562,0.0,0.0
2024-06-06 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,136786,0.0,0.0
