,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.0292067477805769,0.1708998179653124,0.1416126928291503,0.0732937622525096,8629032.25939736,2937.521448329758,2434.1180052083337,0.0692797359581944,-0.5716371480218005
1,0.0349850018217621,0.1870427807261272,0.1582030985765393,0.0877160511333191,10336199.968226084,3214.9961070312484,2719.2838104838715,0.0825895347640709,-0.080489799317386
2,0.0204516096581526,0.1430091243877558,0.1219811012570398,0.0470824867544243,6042361.890321431,2458.1216182934136,2096.67995967742,0.0451323106605554,0.4126694901089244
3,0.0723015779355301,0.2688895273816555,0.2208234055791647,0.0896165645448736,21361247.75741329,4621.82299070543,3795.6354166666656,0.0857218550223905,-1.240316640879322
4,0.0427240204010676,0.2066978964601905,0.1740961354157077,0.0516103176575124,12622675.949780991,3552.840546630399,2992.463009072581,0.0499505254296496,0.4893462859833744
5,0.0292742196494759,0.1710971059061957,0.1393716397329088,0.0486336377503998,13148684.205908293,3626.111444220695,2953.7443541666667,0.0471424028991634,-0.0188420181893791
6,0.0147283094319988,0.1213602465060074,0.1070786496121539,0.0854807483791978,22022781.58531776,4692.843656602866,4140.592696572579,0.0822200346485714,-2.0992881795870604
7,0.0040230099375358,0.063427201873769,0.0502703317476378,0.0517941061513611,6015485.348430501,2452.6486394162744,1943.8891985887103,0.0492555923420784,0.4841684036751077
8,0.0022297966768222,0.0472207229595462,0.039723825415566,0.0587489631735952,6866962.070233839,2620.488899086168,2204.4527287946435,0.0558857454896354,-0.0999128317993731
9,0.002535443604812,0.0503531886260646,0.0403659457733711,0.0574231121838275,8908134.446088774,2984.649802923079,2392.6630342741937,0.0548875527873317,-0.064300089770996
10,0.0011707740586798,0.0342165757883496,0.0242234453726692,0.0361393400761796,4451362.964248056,2109.825339749254,1493.6397656250003,0.0345311384251284,0.2881197287356876
11,0.0046934335042541,0.0685086381725268,0.0519346101663554,0.0994501823091276,17844744.808743555,4224.304062060822,3202.334480846775,0.0937998806899127,-0.5700278737554694
Mean,0.021526995371722327,0.1277269022294584,0.10580707345652202,0.06558243936386063,11520806.104509162,3291.3478795874507,2697.4580383314537,0.06253302575972353,-0.2558758894014744
