TIMESTAMP,MARSH_OPEN_PRICE_USD,MARSH_HIGH_PRICE_USD,MARSH_LOW_PRICE_USD,MARSH_CLOSE_PRICE_USD,MARSH_VOLUME_USD,MARSH_DIVIDENDS_USD,MARSH_STOCK_SPLITS_USD
2021-03-30 00:00:00+00:00,10.89271354675293,11.93179702758789,5.933769226074219,7.265944957733154,49596331,0.0,0.0
2021-03-31 00:00:00+00:00,7.2642669677734375,7.829883098602295,4.70662784576416,6.225784778594971,18000205,0.0,0.0
2021-04-01 00:00:00+00:00,6.210601806640625,7.164341926574707,5.2930707931518555,6.097010135650635,5593676,0.0,0.0
2021-04-02 00:00:00+00:00,6.131968975067139,6.5131378173828125,4.775069236755371,6.430882930755615,6391949,0.0,0.0
2021-04-03 00:00:00+00:00,6.447115898132324,6.447115898132324,5.198409080505371,6.109467029571533,2348910,0.0,0.0
2021-04-04 00:00:00+00:00,6.089169025421143,6.753489971160889,5.255650997161865,5.8727240562438965,4652829,0.0,0.0
2021-04-05 00:00:00+00:00,5.866617202758789,8.60476303100586,5.367839813232422,7.81171989440918,10734978,0.0,0.0
2021-04-06 00:00:00+00:00,7.81765079498291,9.452797889709473,7.150341033935547,8.975937843322754,6722486,0.0,0.0
2021-04-07 00:00:00+00:00,8.975932121276855,9.74902057647705,7.472757816314697,8.809235572814941,8427090,0.0,0.0
2021-04-08 00:00:00+00:00,8.780364990234375,9.463638305664062,7.2818498611450195,7.489429950714111,4551087,0.0,0.0
2021-04-09 00:00:00+00:00,7.488390922546387,8.118388175964355,6.538043022155762,6.821331977844238,3098320,0.0,0.0
2021-04-10 00:00:00+00:00,6.822391986846924,8.178520202636719,6.304990768432617,6.684761047363281,2673882,0.0,0.0
2021-04-11 00:00:00+00:00,6.686560153961182,6.814414024353027,5.6298980712890625,5.819457054138184,2468274,0.0,0.0
2021-04-12 00:00:00+00:00,5.821106910705566,6.470344066619873,5.417784214019775,5.771678924560547,2058605,0.0,0.0
2021-04-13 00:00:00+00:00,5.772522926330566,6.195180892944336,5.399404048919678,5.627494812011719,2025059,0.0,0.0
2021-04-14 00:00:00+00:00,5.63627815246582,5.739344120025635,4.82509708404541,5.150115013122559,2036176,0.0,0.0
2021-04-15 00:00:00+00:00,5.151080131530762,5.791707992553711,5.0343828201293945,5.324131965637207,979577,0.0,0.0
2021-04-16 00:00:00+00:00,5.320765018463135,5.365006923675537,3.872931957244873,4.07296895980835,2604944,0.0,0.0
2021-04-17 00:00:00+00:00,4.074148178100586,4.643476963043213,3.929158926010132,4.4191718101501465,2599817,0.0,0.0
2021-04-18 00:00:00+00:00,4.414866924285889,4.555895805358887,3.664616107940674,4.543923854827881,1947008,0.0,0.0
2021-04-19 00:00:00+00:00,4.547719955444336,4.846695899963379,4.409876823425293,4.6595988273620605,1930068,0.0,0.0
2021-04-20 00:00:00+00:00,4.670432090759277,5.814570903778076,4.374316215515137,5.585708141326904,2190228,0.0,0.0
2021-04-21 00:00:00+00:00,5.59321403503418,6.0713419914245605,5.04069185256958,5.681850910186768,2279689,0.0,0.0
2021-04-22 00:00:00+00:00,5.686975955963135,6.032029151916504,4.750026226043701,4.969009876251221,2715698,0.0,0.0
2021-04-23 00:00:00+00:00,4.968763828277588,4.972607135772705,3.8865160942077637,4.444211006164551,2135681,0.0,0.0
2021-04-24 00:00:00+00:00,4.444077014923096,5.455134868621826,4.132297039031982,4.4847331047058105,2228580,0.0,0.0
2021-04-25 00:00:00+00:00,4.4850029945373535,4.4985527992248535,3.9877939224243164,4.16402006149292,1026184,0.0,0.0
2021-04-26 00:00:00+00:00,4.1657280921936035,5.798545837402344,4.1657280921936035,5.406968116760254,4823965,0.0,0.0
2021-04-27 00:00:00+00:00,5.406460762023926,5.719658851623535,4.955422878265381,5.426578998565674,3176892,0.0,0.0
2021-04-28 00:00:00+00:00,5.42643404006958,5.587430953979492,4.874604225158691,4.949377059936523,2134169,0.0,0.0
