TIMESTAMP,CATE9656_OPEN_PRICE_USD,CATE9656_HIGH_PRICE_USD,CATE9656_LOW_PRICE_USD,CATE9656_CLOSE_PRICE_USD,CATE9656_VOLUME_USD,CATE9656_DIVIDENDS_USD,CATE9656_STOCK_SPLITS_USD
2021-05-12 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,0,0.0,0.0
2021-05-13 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2021-05-14 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2021-05-15 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2021-05-16 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2021-05-17 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,320678,0.0,0.0
2021-05-18 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,170,0.0,0.0
2021-05-19 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,170,0.0,0.0
2021-05-20 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,170,0.0,0.0
2021-05-21 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,170,0.0,0.0
2021-05-24 00:00:00+00:00,,,,0.0,2352257,0.0,0.0
2021-05-25 00:00:00+00:00,,,,0.0,10859,0.0,0.0
2021-05-26 00:00:00+00:00,,,,0.0,10023,0.0,0.0
2021-05-27 00:00:00+00:00,,,,0.0,17309,0.0,0.0
2021-05-28 00:00:00+00:00,,,,0.0,18140,0.0,0.0
2021-05-29 00:00:00+00:00,,,,0.0,11732,0.0,0.0
2021-05-30 00:00:00+00:00,,,,0.0,757852,0.0,0.0
2021-05-31 00:00:00+00:00,,,,0.0,2495484,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,2310402,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,2698674,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,3340518,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,3012366,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,2327499,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,2370171,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,2157895,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,1929272,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,1984423,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,1770921,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,1670576,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,1389811,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,1344985,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,1403568,0.0,0.0
