TIMESTAMP,COM23281_OPEN_PRICE_USD,COM23281_HIGH_PRICE_USD,COM23281_LOW_PRICE_USD,COM23281_CLOSE_PRICE_USD,COM23281_VOLUME_USD,COM23281_DIVIDENDS_USD,COM23281_STOCK_SPLITS_USD
2023-01-19 00:00:00+00:00,,,,0.0,230061,0.0,0.0
2023-01-20 00:00:00+00:00,,,,0.0,109055,0.0,0.0
2023-01-21 00:00:00+00:00,,,,0.0,54550,0.0,0.0
2023-01-22 00:00:00+00:00,,,,0.0,38107,0.0,0.0
2023-01-23 00:00:00+00:00,,,,0.0,69539,0.0,0.0
2023-01-24 00:00:00+00:00,,,,0.0,27164,0.0,0.0
2023-01-25 00:00:00+00:00,,,,0.0,11848,0.0,0.0
2023-01-26 00:00:00+00:00,,,,0.0,18213,0.0,0.0
2023-01-27 00:00:00+00:00,,,,0.0,23400,0.0,0.0
2023-01-28 00:00:00+00:00,,,,0.0,23567,0.0,0.0
2023-01-29 00:00:00+00:00,,,,0.0,9560,0.0,0.0
2023-01-30 00:00:00+00:00,,,,0.0,22195,0.0,0.0
2023-01-31 00:00:00+00:00,,,,0.0,89068,0.0,0.0
2023-02-01 00:00:00+00:00,,,,0.0,48113,0.0,0.0
2023-02-02 00:00:00+00:00,,,,0.0,16843,0.0,0.0
2023-02-03 00:00:00+00:00,,,,0.0,37872,0.0,0.0
2023-02-04 00:00:00+00:00,,,,0.0,67526,0.0,0.0
2023-02-05 00:00:00+00:00,,,,0.0,9569,0.0,0.0
2023-02-06 00:00:00+00:00,,,,0.0,13174,0.0,0.0
2023-02-07 00:00:00+00:00,,,,0.0,12782,0.0,0.0
2023-02-08 00:00:00+00:00,,,,0.0,7592,0.0,0.0
2023-02-09 00:00:00+00:00,,,,0.0,25121,0.0,0.0
2023-02-10 00:00:00+00:00,,,,0.0,6240,0.0,0.0
2023-02-11 00:00:00+00:00,,,,0.0,6428,0.0,0.0
2023-02-12 00:00:00+00:00,,,,0.0,3061,0.0,0.0
2023-02-13 00:00:00+00:00,,,,0.0,8587,0.0,0.0
2023-02-14 00:00:00+00:00,,,,0.0,7560,0.0,0.0
2023-02-15 00:00:00+00:00,,,,0.0,14200,0.0,0.0
2023-02-16 00:00:00+00:00,,,,0.0,7509,0.0,0.0
2023-02-17 00:00:00+00:00,,,,0.0,17563,0.0,0.0
2023-02-18 00:00:00+00:00,,,,0.0,27424,0.0,0.0
2023-02-19 00:00:00+00:00,,,,0.0,15198,0.0,0.0
2023-02-20 00:00:00+00:00,,,,0.0,38628,0.0,0.0
2023-02-21 00:00:00+00:00,,,,0.0,11324,0.0,0.0
2023-02-22 00:00:00+00:00,,,,0.0,21659,0.0,0.0
2023-02-23 00:00:00+00:00,,,,0.0,17361,0.0,0.0
2023-02-24 00:00:00+00:00,,,,0.0,8735,0.0,0.0
2023-02-25 00:00:00+00:00,,,,0.0,3792,0.0,0.0
2023-02-26 00:00:00+00:00,,,,0.0,9593,0.0,0.0
2023-02-27 00:00:00+00:00,,,,0.0,32245,0.0,0.0
2023-02-28 00:00:00+00:00,,,,0.0,2064,0.0,0.0
2023-03-01 00:00:00+00:00,,,,0.0,18153,0.0,0.0
2023-03-02 00:00:00+00:00,,,,0.0,5880,0.0,0.0
2023-03-03 00:00:00+00:00,,,,0.0,6725,0.0,0.0
2023-03-04 00:00:00+00:00,,,,0.0,3388,0.0,0.0
2023-03-05 00:00:00+00:00,,,,0.0,5847,0.0,0.0
2023-03-06 00:00:00+00:00,,,,0.0,8050,0.0,0.0
2023-03-07 00:00:00+00:00,,,,0.0,7621,0.0,0.0
2023-03-08 00:00:00+00:00,,,,0.0,8434,0.0,0.0
2023-03-09 00:00:00+00:00,,,,0.0,6124,0.0,0.0
