,ETH
XRP,0.00427882706827005
XMR,0.00550030698557725
FIRO,0.0069960998230055
ETC,0.01067590120171275
GNO,0.013720290796915651
XEM,0.017610106329205698
BTC,0.017868047259665
RLC,0.02314045699130795
SC,0.02821755863470375
DOGE,0.0316382961025284
BAT,0.05536438712393645
DGB,0.1084906868248575
LSK,0.12762228602041845
ZEN,0.14863220860684714
GAS,0.16766915962656426
QTUM,0.22621052376494116
BTS,0.26221396703043015
WAVES,0.28613355880744945
PIVX,0.3138966904678727
DASH,0.3255687693471655
XLM,0.3264968373338262
LTC,0.39409208487105335
DCR,0.46713206187141676
KMD,0.46777134671932014
ARK,0.5039004724226857
MIOTA,0.5502937890836472
STEEM,0.6277524628542412
ANT,0.6814991136737545
LUNC,0.6828038423478655
ZEC,0.698101092650555
SYS,0.8541238973005543
