,ETH
XEM,0.015626859113080416
XMR,0.02325525160197566
ETC,0.028388816388830354
GNO,0.029704712573068674
DOGE,0.03723944435543511
SC,0.04867506419206794
XRP,0.061960520921631845
BTC,0.06903638544977399
FIRO,0.07302980314303567
LSK,0.12124115701217288
BAT,0.14080813233409112
ZEN,0.1488181025630171
DGB,0.15776388192709637
GAS,0.17170541400368203
RLC,0.18864430942895236
WAVES,0.2618588624611238
BTS,0.29175531548751477
QTUM,0.2938868987354235
DASH,0.33468725352095513
PIVX,0.35505850358615715
XLM,0.3721505459508629
LTC,0.4126497058495359
KMD,0.4306275866012885
DCR,0.4961894675322768
MIOTA,0.5027949772144323
ARK,0.5398766951095408
LUNC,0.5846111219038393
ANT,0.649671728977842
ZEC,0.6695719141841319
STEEM,0.6915262229342196
SYS,0.8013067996306397
