TIMESTAMP,YAFA_OPEN_PRICE_USD,YAFA_HIGH_PRICE_USD,YAFA_LOW_PRICE_USD,YAFA_CLOSE_PRICE_USD,YAFA_VOLUME_USD,YAFA_DIVIDENDS_USD,YAFA_STOCK_SPLITS_USD
2024-08-02 00:00:00+00:00,0.0047240001149475574,0.004871999844908714,0.00407399982213974,0.004124999977648258,300977,0.0,0.0
2024-08-03 00:00:00+00:00,0.004124999977648258,0.004701999947428703,0.003384999930858612,0.0043390002101659775,291901,0.0,0.0
2024-08-04 00:00:00+00:00,0.0043390002101659775,0.004484000150114298,0.0041069998405873775,0.0043739997781813145,155332,0.0,0.0
2024-08-05 00:00:00+00:00,0.004224999807775021,0.0043310001492500305,0.0034839999862015247,0.0040779998525977135,31683,0.0,0.0
2024-08-06 00:00:00+00:00,0.0040779998525977135,0.004666999913752079,0.004064999986439943,0.0045079998672008514,76560,0.0,0.0
2024-08-07 00:00:00+00:00,0.004486999940127134,0.004999000113457441,0.004408000037074089,0.004869000054895878,243693,0.0,0.0
2024-08-08 00:00:00+00:00,0.004869000054895878,0.006047000177204609,0.004738999996334314,0.0059710000641644,224953,0.0,0.0
2024-08-09 00:00:00+00:00,0.005969999823719263,0.006147000007331371,0.00573199987411499,0.006130000110715628,217035,0.0,0.0
2024-08-10 00:00:00+00:00,0.006130000110715628,0.006275999825447798,0.005963999778032303,0.006192999891936779,237825,0.0,0.0
2024-08-11 00:00:00+00:00,0.006192999891936779,0.0064690001308918,0.005950999911874533,0.006062000058591366,347990,0.0,0.0
2024-08-12 00:00:00+00:00,0.006062000058591366,0.006533000152558088,0.006047999951988459,0.0064050001092255116,253156,0.0,0.0
2024-08-13 00:00:00+00:00,0.0064050001092255116,0.00698600010946393,0.006209000013768673,0.006887999828904867,431013,0.0,0.0
2024-08-14 00:00:00+00:00,0.006887999828904867,0.007166000083088875,0.006765000056475401,0.006951000075787306,145609,0.0,0.0
2024-08-15 00:00:00+00:00,0.006963999941945076,0.007182000204920769,0.00661499984562397,0.006965000182390213,332777,0.0,0.0
2024-08-16 00:00:00+00:00,0.006868999917060137,0.007110999897122383,0.006690000183880329,0.00698600010946393,164502,0.0,0.0
