TIMESTAMP,BULLY_OPEN_PRICE_USD,BULLY_HIGH_PRICE_USD,BULLY_LOW_PRICE_USD,BULLY_CLOSE_PRICE_USD,BULLY_VOLUME_USD,BULLY_DIVIDENDS_USD,BULLY_STOCK_SPLITS_USD
2025-01-18 00:00:00+00:00,0.056363001465797424,0.05877000093460083,0.037608999758958817,0.04717100039124489,20433121,0.0,0.0
2025-01-19 00:00:00+00:00,0.04706599935889244,0.06263899803161621,0.035241998732089996,0.03966600075364113,24814147,0.0,0.0
2025-01-20 00:00:00+00:00,0.03940099850296974,0.04826899990439415,0.0340999998152256,0.044877998530864716,22071527,0.0,0.0
2025-01-21 00:00:00+00:00,0.044877998530864716,0.05793600156903267,0.038447000086307526,0.04788000136613846,11926984,0.0,0.0
2025-01-22 00:00:00+00:00,0.0478769987821579,0.061976999044418335,0.046234000474214554,0.048333000391721725,8403669,0.0,0.0
2025-01-23 00:00:00+00:00,0.04838300123810768,0.05297299847006798,0.04455899819731712,0.046358998864889145,9177727,0.0,0.0
2025-01-24 00:00:00+00:00,0.046379998326301575,0.04880300164222717,0.03618000075221062,0.03657799959182739,5588113,0.0,0.0
2025-01-25 00:00:00+00:00,0.03657799959182739,0.046980999410152435,0.036421000957489014,0.04418500140309334,4730994,0.0,0.0
2025-01-26 00:00:00+00:00,0.04418500140309334,0.048197999596595764,0.040015000849962234,0.041443999856710434,5566998,0.0,0.0
2025-01-27 00:00:00+00:00,0.04142500087618828,0.04155899956822395,0.028251999989151955,0.033555999398231506,10156797,0.0,0.0
2025-01-28 00:00:00+00:00,0.033555999398231506,0.0336420014500618,0.02027600072324276,0.021121999248862267,7114886,0.0,0.0
2025-01-29 00:00:00+00:00,0.021118000149726868,0.026760999113321304,0.018230000510811806,0.02522899955511093,7867077,0.0,0.0
2025-01-30 00:00:00+00:00,0.02522999979555607,0.030208000913262367,0.02200400084257126,0.022019000723958015,4309287,0.0,0.0
2025-01-31 00:00:00+00:00,0.022005999460816383,0.023252999410033226,0.017969999462366104,0.01953200064599514,5564161,0.0,0.0
