,XRP
XEM,1.9443232548103844e-10
STEEM,2.004184901049139e-10
SC,1.0559517464159515e-09
QTUM,6.881998756596773e-08
ARK,7.085886915167982e-08
ETH,3.1178054745612436e-07
LSK,3.2518188244868347e-07
ETC,4.027858931140868e-07
DOGE,3.7891042419347973e-06
DGB,1.259489186645005e-05
BTC,2.2091622657666156e-05
MONA,9.371802708460165e-05
GNO,0.000188240801313
KMD,0.0003575992651882
ZEN,0.0010989142939791
BTS,0.00381510046700435
USDT,0.00392260887275505
SYS,0.00465881051728025
DCR,0.0060693790093793
RLC,0.0070481379265943
MAID,0.01597340100032685
ANT,0.17705679374862832
FIRO,0.20453242978826505
XWC,0.3001919786197786
VERI,0.4823104459817357
CON,0.5411624361051797
