,XRP
ETC,5.6067371689287566e-06
QTUM,9.430319472610244e-05
XEM,0.0005266550669488278
ARK,0.0007315003217601701
LSK,0.0014624746409873648
STEEM,0.002664462030269337
MONA,0.004589781073343712
USDT,0.005134200254361584
DGB,0.007400640919076486
KMD,0.010113984015019053
ZEN,0.01457919015825853
BTC,0.02130299861281863
DOGE,0.023797995958585012
ETH,0.0272889795768849
SC,0.03554905061956166
GNO,0.049812507884290584
DCR,0.07541090239359723
RLC,0.07564323858712613
BTS,0.09887263934476827
SYS,0.10531087112614088
MAID,0.11754971217709605
FIRO,0.26866196501395284
ANT,0.2891472141287498
XWC,0.3561097762445909
VERI,0.4892941984103596
CON,0.5787718876965917
