TIMESTAMP,FLAPPY31913_OPEN_PRICE_USD,FLAPPY31913_HIGH_PRICE_USD,FLAPPY31913_LOW_PRICE_USD,FLAPPY31913_CLOSE_PRICE_USD,FLAPPY31913_VOLUME_USD,FLAPPY31913_DIVIDENDS_USD,FLAPPY31913_STOCK_SPLITS_USD
2024-06-22 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,169039,0.0,0.0
2024-06-23 00:00:00+00:00,9.999999974752427e-07,3.999999989900971e-06,9.999999974752427e-07,1.9999999949504854e-06,764550,0.0,0.0
2024-06-24 00:00:00+00:00,1.9999999949504854e-06,6.000000212225132e-06,1.9999999949504854e-06,4.999999873689376e-06,1476215,0.0,0.0
2024-06-25 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,980080,0.0,0.0
2024-06-26 00:00:00+00:00,4.999999873689376e-06,9.000000318337698e-06,3.999999989900971e-06,9.000000318337698e-06,1315304,0.0,0.0
2024-06-27 00:00:00+00:00,9.000000318337698e-06,1.1000000085914508e-05,6.000000212225132e-06,7.999999979801942e-06,1378990,0.0,0.0
2024-06-28 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,3.000000106112566e-06,4.999999873689376e-06,1081393,0.0,0.0
2024-06-29 00:00:00+00:00,3.999999989900971e-06,7.999999979801942e-06,3.999999989900971e-06,6.000000212225132e-06,903705,0.0,0.0
2024-06-30 00:00:00+00:00,6.000000212225132e-06,9.000000318337698e-06,4.999999873689376e-06,6.000000212225132e-06,1092496,0.0,0.0
2024-07-01 00:00:00+00:00,6.000000212225132e-06,9.000000318337698e-06,3.999999989900971e-06,7.999999979801942e-06,879039,0.0,0.0
2024-07-02 00:00:00+00:00,7.999999979801942e-06,2.2000000171829015e-05,7.000000096013537e-06,1.8000000636675395e-05,5849747,0.0,0.0
2024-07-03 00:00:00+00:00,1.8999999156221747e-05,2.499999936844688e-05,1.4000000192027073e-05,1.9999999494757503e-05,3725630,0.0,0.0
2024-07-04 00:00:00+00:00,1.9999999494757503e-05,2.300000051036477e-05,1.4000000192027073e-05,1.8000000636675395e-05,1572012,0.0,0.0
2024-07-05 00:00:00+00:00,1.8000000636675395e-05,2.099999983329326e-05,1.2999999853491317e-05,1.8999999156221747e-05,795099,0.0,0.0
2024-07-06 00:00:00+00:00,1.8999999156221747e-05,2.300000051036477e-05,1.5999999959603883e-05,1.8000000636675395e-05,1528827,0.0,0.0
2024-07-07 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.4000000192027073e-05,1.4999999621068127e-05,1453028,0.0,0.0
2024-07-08 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,1.2999999853491317e-05,1.5999999959603883e-05,1275822,0.0,0.0
2024-07-09 00:00:00+00:00,1.700000029813964e-05,2.5999999706982635e-05,1.4999999621068127e-05,2.4000000848900527e-05,2059732,0.0,0.0
2024-07-10 00:00:00+00:00,2.4000000848900527e-05,2.5999999706982635e-05,1.5999999959603883e-05,2.099999983329326e-05,1910127,0.0,0.0
2024-07-11 00:00:00+00:00,2.099999983329326e-05,2.4000000848900527e-05,1.700000029813964e-05,2.4000000848900527e-05,2203212,0.0,0.0
2024-07-12 00:00:00+00:00,2.4000000848900527e-05,3.400000059627928e-05,1.9999999494757503e-05,2.9000000722589903e-05,6799447,0.0,0.0
2024-07-13 00:00:00+00:00,2.9000000722589903e-05,3.099999958067201e-05,2.099999983329326e-05,2.2000000171829015e-05,4464683,0.0,0.0
2024-07-14 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,1.8000000636675395e-05,1.8999999156221747e-05,1676018,0.0,0.0
2024-07-15 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.4000000192027073e-05,1.4999999621068127e-05,1532754,0.0,0.0
2024-07-16 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,9.999999747378752e-06,1.2999999853491317e-05,1815808,0.0,0.0
2024-07-17 00:00:00+00:00,1.2999999853491317e-05,1.5999999959603883e-05,7.999999979801942e-06,7.999999979801942e-06,1394276,0.0,0.0
2024-07-18 00:00:00+00:00,7.999999979801942e-06,1.2000000424450263e-05,7.999999979801942e-06,9.999999747378752e-06,1138252,0.0,0.0
2024-07-19 00:00:00+00:00,9.999999747378752e-06,1.2999999853491317e-05,9.000000318337698e-06,1.2000000424450263e-05,899494,0.0,0.0
2024-07-20 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,7.999999979801942e-06,9.000000318337698e-06,694584,0.0,0.0
2024-07-21 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.999999979801942e-06,9.000000318337698e-06,528032,0.0,0.0
2024-07-22 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.000000096013537e-06,7.999999979801942e-06,709193,0.0,0.0
2024-07-23 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,7.000000096013537e-06,9.999999747378752e-06,591366,0.0,0.0
2024-07-24 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,6.000000212225132e-06,7.000000096013537e-06,695933,0.0,0.0
2024-07-25 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,6.000000212225132e-06,7.999999979801942e-06,765103,0.0,0.0
2024-07-26 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,3.999999989900971e-06,7.000000096013537e-06,520671,0.0,0.0
2024-07-27 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,499895,0.0,0.0
2024-07-28 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,6.000000212225132e-06,665216,0.0,0.0
2024-07-29 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,608219,0.0,0.0
2024-07-30 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,1.9999999949504854e-06,3.000000106112566e-06,639006,0.0,0.0
2024-07-31 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,581964,0.0,0.0
2024-08-01 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,448919,0.0,0.0
2024-08-02 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,574929,0.0,0.0
2024-08-03 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,475953,0.0,0.0
2024-08-04 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,440195,0.0,0.0
2024-08-05 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,921203,0.0,0.0
2024-08-06 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,547679,0.0,0.0
2024-08-07 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,534963,0.0,0.0
2024-08-08 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,530205,0.0,0.0
2024-08-09 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,514226,0.0,0.0
2024-08-10 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,362245,0.0,0.0
2024-08-11 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,309767,0.0,0.0
2024-08-12 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,214944,0.0,0.0
2024-08-13 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,52061,0.0,0.0
2024-08-14 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,160775,0.0,0.0
2024-08-15 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,74736,0.0,0.0
2024-08-16 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,35822,0.0,0.0
2024-08-17 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,28168,0.0,0.0
2024-08-18 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,64821,0.0,0.0
2024-08-19 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,27696,0.0,0.0
2024-08-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12500,0.0,0.0
2024-08-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,25351,0.0,0.0
2024-08-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,29814,0.0,0.0
2024-08-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,45584,0.0,0.0
