TIMESTAMP,GINOA_OPEN_PRICE_USD,GINOA_HIGH_PRICE_USD,GINOA_LOW_PRICE_USD,GINOA_CLOSE_PRICE_USD,GINOA_VOLUME_USD,GINOA_DIVIDENDS_USD,GINOA_STOCK_SPLITS_USD
2022-02-28 00:00:00+00:00,1.544442057609558,2.867598056793213,1.544402003288269,2.3898720741271973,885430,0.0,0.0
2022-03-01 00:00:00+00:00,2.3898088932037354,2.42706298828125,1.5378689765930176,1.8924109935760498,1411801,0.0,0.0
2022-03-02 00:00:00+00:00,1.8924269676208496,2.2469730377197266,1.3677209615707397,1.6435879468917847,1605786,0.0,0.0
2022-03-03 00:00:00+00:00,1.6435600519180298,2.0808639526367188,1.2796050310134888,1.7485719919204712,1886381,0.0,0.0
2022-03-04 00:00:00+00:00,1.7486480474472046,1.811000943183899,1.2353609800338745,1.2915829420089722,1942982,0.0,0.0
2022-03-05 00:00:00+00:00,1.2916200160980225,1.6832250356674194,1.1824899911880493,1.5482219457626343,1323995,0.0,0.0
2022-03-06 00:00:00+00:00,1.5482929944992065,1.7499849796295166,1.306920051574707,1.4308860301971436,743663,0.0,0.0
2022-03-07 00:00:00+00:00,1.4308689832687378,1.811792016029358,1.2876540422439575,1.640421986579895,658960,0.0,0.0
2022-03-08 00:00:00+00:00,1.6403030157089233,1.6839690208435059,1.3496750593185425,1.576843023300171,473764,0.0,0.0
2022-03-09 00:00:00+00:00,1.576861023902893,1.648481011390686,1.3778070211410522,1.5353779792785645,553894,0.0,0.0
2022-03-10 00:00:00+00:00,1.5353670120239258,1.6310900449752808,1.420356035232544,1.5179179906845093,525818,0.0,0.0
2022-03-11 00:00:00+00:00,1.5179239511489868,1.6743940114974976,1.483031988143921,1.5112910270690918,380172,0.0,0.0
2022-03-12 00:00:00+00:00,1.511273980140686,1.8562270402908325,1.4723650217056274,1.512997031211853,484991,0.0,0.0
2022-03-13 00:00:00+00:00,1.5130430459976196,1.7352110147476196,1.4320440292358398,1.5524380207061768,494245,0.0,0.0
2022-03-14 00:00:00+00:00,1.5524319410324097,1.626235008239746,1.2703089714050293,1.3330849409103394,394558,0.0,0.0
2022-03-15 00:00:00+00:00,1.3330609798431396,1.4679239988327026,1.0776610374450684,1.2390220165252686,404542,0.0,0.0
2022-03-16 00:00:00+00:00,1.239022970199585,1.4015439748764038,1.2110049724578857,1.3490040302276611,288081,0.0,0.0
2022-03-17 00:00:00+00:00,1.3489910364151,1.4453309774398804,1.1528270244598389,1.207942008972168,174698,0.0,0.0
2022-03-18 00:00:00+00:00,1.207900047302246,1.5111759901046753,1.1817339658737183,1.3766189813613892,256863,0.0,0.0
2022-03-19 00:00:00+00:00,1.3765610456466675,1.6226509809494019,1.202815055847168,1.4242370128631592,454352,0.0,0.0
2022-03-20 00:00:00+00:00,1.4242589473724365,1.6279250383377075,1.202180027961731,1.3134609460830688,437394,0.0,0.0
2022-03-21 00:00:00+00:00,1.3134820461273193,1.4027730226516724,1.0372999906539917,1.1864670515060425,360696,0.0,0.0
2022-03-22 00:00:00+00:00,1.186445951461792,1.506538987159729,1.1213840246200562,1.2928320169448853,365420,0.0,0.0
2022-03-23 00:00:00+00:00,1.2928279638290405,1.681128978729248,1.205981969833374,1.3852579593658447,374312,0.0,0.0
2022-03-24 00:00:00+00:00,1.385256052017212,1.5915470123291016,1.2841949462890625,1.3821439743041992,455956,0.0,0.0
2022-03-25 00:00:00+00:00,1.382148027420044,1.5002750158309937,1.1541320085525513,1.254593014717102,528255,0.0,0.0
2022-03-26 00:00:00+00:00,1.254652976989746,1.3049869537353516,1.011680006980896,1.077970027923584,313130,0.0,0.0
2022-03-27 00:00:00+00:00,1.0779750347137451,1.0902379751205444,0.822272002696991,0.9086049795150757,116024,0.0,0.0
2022-03-28 00:00:00+00:00,0.9086080193519592,1.0336339473724365,0.834102988243103,0.959430992603302,80204,0.0,0.0
