TIMESTAMP,BRWL_OPEN_PRICE_USD,BRWL_HIGH_PRICE_USD,BRWL_LOW_PRICE_USD,BRWL_CLOSE_PRICE_USD,BRWL_VOLUME_USD,BRWL_DIVIDENDS_USD,BRWL_STOCK_SPLITS_USD
2022-03-30 00:00:00+00:00,0.10188800096511841,0.12883900105953217,0.09204000234603882,0.11199100315570831,19944026,0.0,0.0
2022-03-31 00:00:00+00:00,0.11184000223875046,0.16468499600887299,0.10003499686717987,0.1217769980430603,8345573,0.0,0.0
2022-04-01 00:00:00+00:00,0.12176699936389923,0.81837397813797,0.11297900229692459,0.47616100311279297,88850403,0.0,0.0
2022-04-02 00:00:00+00:00,0.473675012588501,0.7232900261878967,0.44328299164772034,0.5429959893226624,134445647,0.0,0.0
2022-04-03 00:00:00+00:00,0.5433310270309448,0.6098060011863708,0.4901599884033203,0.5850809812545776,47746137,0.0,0.0
2022-04-04 00:00:00+00:00,0.5780329704284668,0.5796729922294617,0.3469470143318176,0.419046014547348,42236407,0.0,0.0
2022-04-05 00:00:00+00:00,0.42002400755882263,0.42526599764823914,0.2686249911785126,0.275970995426178,15825236,0.0,0.0
2022-04-06 00:00:00+00:00,0.2750360071659088,0.37730899453163147,0.2631329894065857,0.31049200892448425,19739998,0.0,0.0
2022-04-07 00:00:00+00:00,0.3072580099105835,0.3357599973678589,0.2781659960746765,0.29182499647140503,8070441,0.0,0.0
2022-04-08 00:00:00+00:00,0.29277101159095764,0.38536399602890015,0.289559006690979,0.3111349940299988,14686303,0.0,0.0
2022-04-09 00:00:00+00:00,0.31196799874305725,0.3841249942779541,0.3116779923439026,0.37526801228523254,12882257,0.0,0.0
2022-04-10 00:00:00+00:00,0.376460999250412,0.4153040051460266,0.32582399249076843,0.32758399844169617,18570087,0.0,0.0
2022-04-11 00:00:00+00:00,0.3242720067501068,0.3295910060405731,0.28661099076271057,0.3028840124607086,9570028,0.0,0.0
2022-04-12 00:00:00+00:00,0.30290699005126953,0.30469200015068054,0.25199300050735474,0.27811598777770996,7391758,0.0,0.0
2022-04-13 00:00:00+00:00,0.2779340147972107,0.31421801447868347,0.27476099133491516,0.2888909876346588,5526835,0.0,0.0
2022-04-14 00:00:00+00:00,0.28891700506210327,0.3024980127811432,0.26865899562835693,0.27775299549102783,4154285,0.0,0.0
2022-04-15 00:00:00+00:00,0.2777029871940613,0.2779799997806549,0.23232200741767883,0.23955999314785004,4820377,0.0,0.0
2022-04-16 00:00:00+00:00,0.2407349944114685,0.2418449968099594,0.20765100419521332,0.21796199679374695,5073879,0.0,0.0
2022-04-17 00:00:00+00:00,0.21812200546264648,0.24442200362682343,0.20149199664592743,0.21896100044250488,5360691,0.0,0.0
2022-04-18 00:00:00+00:00,0.21823400259017944,0.2276960015296936,0.19019000232219696,0.2100130021572113,6893233,0.0,0.0
2022-04-19 00:00:00+00:00,0.21004299819469452,0.22744999825954437,0.20423099398612976,0.2211039960384369,4671232,0.0,0.0
2022-04-20 00:00:00+00:00,0.2205449938774109,0.22113199532032013,0.18958500027656555,0.19219499826431274,3649513,0.0,0.0
2022-04-21 00:00:00+00:00,0.19210200011730194,0.20081299543380737,0.16970500349998474,0.17149600386619568,3652874,0.0,0.0
2022-04-22 00:00:00+00:00,0.171641007065773,0.17961899936199188,0.14695100486278534,0.1498270034790039,4047541,0.0,0.0
2022-04-23 00:00:00+00:00,0.150178000330925,0.1535310000181198,0.11632700264453888,0.11829999834299088,3398850,0.0,0.0
2022-04-24 00:00:00+00:00,0.11803299933671951,0.20595699548721313,0.118026003241539,0.19252799451351166,21133835,0.0,0.0
2022-04-25 00:00:00+00:00,0.19317400455474854,0.19320200383663177,0.1453700065612793,0.15916599333286285,9969107,0.0,0.0
2022-04-26 00:00:00+00:00,0.15938599407672882,0.16252699494361877,0.12373799830675125,0.12499299645423889,5795443,0.0,0.0
2022-04-27 00:00:00+00:00,0.1250009983778,0.15266400575637817,0.12492000311613083,0.1353520005941391,5735412,0.0,0.0
2022-04-28 00:00:00+00:00,0.13538199663162231,0.13550199568271637,0.11924900114536285,0.12362899631261826,3630428,0.0,0.0
2022-04-29 00:00:00+00:00,0.1234230026602745,0.12355899810791016,0.09865699708461761,0.09923700243234634,3384179,0.0,0.0
2022-04-30 00:00:00+00:00,0.09925200045108795,0.10167700052261353,0.07258199900388718,0.07298500090837479,2824370,0.0,0.0
2022-05-01 00:00:00+00:00,0.0728129968047142,0.10106799751520157,0.07259900122880936,0.08263900130987167,5359247,0.0,0.0
2022-05-02 00:00:00+00:00,0.08256600052118301,0.09167499840259552,0.07689499855041504,0.08709900081157684,2993628,0.0,0.0
2022-05-03 00:00:00+00:00,0.08639699965715408,0.08927399665117264,0.07739999890327454,0.07804200053215027,1793434,0.0,0.0
2022-05-04 00:00:00+00:00,0.07813899964094162,0.08350899815559387,0.07399400323629379,0.08270999789237976,2063140,0.0,0.0
2022-05-05 00:00:00+00:00,0.08250100165605545,0.08295899629592896,0.06528700143098831,0.06766899675130844,1889779,0.0,0.0
2022-05-06 00:00:00+00:00,0.0679280012845993,0.07235100120306015,0.05958700180053711,0.06165799871087074,1628490,0.0,0.0
2022-05-07 00:00:00+00:00,0.06163400039076805,0.0674080029129982,0.05762400105595589,0.058364998549222946,2020659,0.0,0.0
2022-05-08 00:00:00+00:00,0.058455999940633774,0.05910399928689003,0.05299999937415123,0.05400099977850914,1411307,0.0,0.0
2022-05-09 00:00:00+00:00,0.05429600179195404,0.05496300011873245,0.034129999577999115,0.034129999577999115,2732485,0.0,0.0
2022-05-10 00:00:00+00:00,0.034102000296115875,0.03908799961209297,0.02807999961078167,0.029402999207377434,3721349,0.0,0.0
2022-05-11 00:00:00+00:00,0.029340000823140144,0.03149800002574921,0.011401000432670116,0.012140000239014626,2658525,0.0,0.0
2022-05-12 00:00:00+00:00,0.012113000266253948,0.012116000056266785,0.006378000136464834,0.007546999957412481,1873869,0.0,0.0
2022-05-13 00:00:00+00:00,0.007526000030338764,0.05762200057506561,0.007526000030338764,0.037898000329732895,14175064,0.0,0.0
2022-05-14 00:00:00+00:00,0.037905000150203705,0.05787700042128563,0.021879000589251518,0.031235000118613243,8018047,0.0,0.0
2022-05-15 00:00:00+00:00,0.031115999445319176,0.031115999445319176,0.0238489992916584,0.02741999924182892,1705756,0.0,0.0
2022-05-16 00:00:00+00:00,0.02745399996638298,0.027536999434232712,0.019231000915169716,0.025105999782681465,1504779,0.0,0.0
