,XRP,Lag
ETC,4.770370124164674e-12,11
IOTA,8.496122808686008e-12,26
BTC,3.359419105726991e-11,26
DOGE,5.4689000126633576e-11,26
XMR,4.771710092560491e-10,17
LTC,8.286829233570294e-10,26
BAT,1.0536222752588435e-09,9
ETH,9.893727832761618e-09,27
QTUM,3.576879284622621e-07,1
DASH,1.0934775802836038e-05,8
ZEC,1.7098426528163813e-05,1
XLM,0.000141913372164,18
DCR,0.001721517315076,9
USDT,0.0211381015279459,11
GNO,0.0313322466161596,5
