TIMESTAMP,DFUND_OPEN_PRICE_USD,DFUND_HIGH_PRICE_USD,DFUND_LOW_PRICE_USD,DFUND_CLOSE_PRICE_USD,DFUND_VOLUME_USD,DFUND_DIVIDENDS_USD,DFUND_STOCK_SPLITS_USD
2025-02-19 00:00:00+00:00,0.005501000210642815,0.005733000114560127,0.005501000210642815,0.0056570000015199184,216,0.0,0.0
2025-02-20 00:00:00+00:00,0.0056570000015199184,0.0056570000015199184,0.0042929998598992825,0.004408999811857939,2812,0.0,0.0
2025-02-21 00:00:00+00:00,0.004408999811857939,0.00445799995213747,0.0035409999545663595,0.003611000021919608,2494,0.0,0.0
2025-02-22 00:00:00+00:00,0.003611000021919608,0.003865000093355775,0.003611000021919608,0.003865000093355775,649,0.0,0.0
2025-02-23 00:00:00+00:00,0.003865000093355775,0.0038689998909831047,0.00303900009021163,0.00304599991068244,2248,0.0,0.0
2025-02-24 00:00:00+00:00,0.00304599991068244,0.003203999949619174,0.002216000109910965,0.0023849999997764826,3538,0.0,0.0
2025-02-25 00:00:00+00:00,0.0023849999997764826,0.0023849999997764826,0.0012280000373721123,0.0014140000566840172,4965,0.0,0.0
2025-02-26 00:00:00+00:00,0.0014140000566840172,0.0016700000269338489,0.00060299999313429,0.0007670000195503235,6097,0.0,0.0
2025-02-27 00:00:00+00:00,0.0007670000195503235,0.0008800000068731606,0.0007670000195503235,0.0008619999862276018,1015,0.0,0.0
2025-02-28 00:00:00+00:00,0.0008619999862276018,0.0008619999862276018,0.00036800000816583633,0.0005419999943114817,3254,0.0,0.0
2025-03-01 00:00:00+00:00,0.0005419999943114817,0.000742000003810972,0.0005419999943114817,0.000742000003810972,903,0.0,0.0
2025-03-02 00:00:00+00:00,0.000742000003810972,0.000859999970998615,0.0004079999926034361,0.0004309999931138009,3048,0.0,0.0
2025-03-03 00:00:00+00:00,0.0004309999931138009,0.0005409999866969883,0.0004309999931138009,0.0005409999866969883,957,0.0,0.0
2025-03-04 00:00:00+00:00,0.0005409999866969883,0.0005409999866969883,0.0004579999949783087,0.0005150000215508044,0,0.0,0.0
2025-03-05 00:00:00+00:00,0.0005150000215508044,0.0006140000186860561,0.0005150000215508044,0.0006140000186860561,0,0.0,0.0
2025-03-06 00:00:00+00:00,0.0006140000186860561,0.0007479999912902713,0.0004220000118948519,0.0004299999854993075,2629,0.0,0.0
2025-03-07 00:00:00+00:00,0.0004299999854993075,0.0005039999959990382,0.00041700000292621553,0.00041700000292621553,408,0.0,0.0
2025-03-08 00:00:00+00:00,0.00041700000292621553,0.00044299999717622995,0.00041700000292621553,0.00044299999717622995,0,0.0,0.0
