TIMESTAMP,LION31772_OPEN_PRICE_USD,LION31772_HIGH_PRICE_USD,LION31772_LOW_PRICE_USD,LION31772_CLOSE_PRICE_USD,LION31772_VOLUME_USD,LION31772_DIVIDENDS_USD,LION31772_STOCK_SPLITS_USD
2024-06-11 00:00:00+00:00,,,,0.0,374386,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,581353,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,271445,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,492837,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,124817,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,95003,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,469425,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,176895,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,97340,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,119264,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,77529,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,58186,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,82135,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,71328,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,63251,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,46427,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,19637,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,50458,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,29319,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,297977,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,112687,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,110755,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,64373,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,123988,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,64606,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,159440,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,36241,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,26124,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,15612,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,33759,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,38273,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,44167,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,16567,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,53470,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,28818,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,704986,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,183817,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,207485,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,151489,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,387045,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,93053,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,198996,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,139513,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,22524,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,76106,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,24581,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,38749,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,22881,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,13964,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,19008,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,18663,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,13244,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,17372,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,14157,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,77531,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,30924,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,27432,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,72390,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,51955,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,7972,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,5724,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,28870,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,29560,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,16808,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,11122,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,9152,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,6882,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,8180,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,6840,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,2724,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,6544,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,6662,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,5508,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,6319,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,20478,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,8965,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,4422,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,23245,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,6818,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,9390,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,17083,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,6673,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,9113,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,2099,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,2916,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,4588,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,1150,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,7499,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,5691,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,5508,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,2267,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,5862,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,4489,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,2636,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,11198,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,3137,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,12315,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,4294,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,2903,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,3884,0.0,0.0
