TIMESTAMP,DOGEVERSE_OPEN_PRICE_USD,DOGEVERSE_HIGH_PRICE_USD,DOGEVERSE_LOW_PRICE_USD,DOGEVERSE_CLOSE_PRICE_USD,DOGEVERSE_VOLUME_USD,DOGEVERSE_DIVIDENDS_USD,DOGEVERSE_STOCK_SPLITS_USD
2024-06-07 00:00:00+00:00,0.00021699999342672527,0.00023299999884329736,0.00018400000408291817,0.00020799999765586108,1686060,0.0,0.0
2024-06-08 00:00:00+00:00,0.00020799999765586108,0.00037799999699927866,0.00020799999765586108,0.0003589999978430569,2899207,0.0,0.0
2024-06-09 00:00:00+00:00,0.0003589999978430569,0.00042299999040551484,0.0002899999963119626,0.0003169999981764704,3518631,0.0,0.0
2024-06-10 00:00:00+00:00,0.0003169999981764704,0.0003239999932702631,0.0002099999983329326,0.0002229999954579398,2298805,0.0,0.0
2024-06-11 00:00:00+00:00,0.0002229999954579398,0.0002610000083222985,0.0001880000054370612,0.00019999999494757503,1280642,0.0,0.0
2024-06-12 00:00:00+00:00,0.00019999999494757503,0.0002099999983329326,0.0001539999939268455,0.00019700000120792538,1783918,0.0,0.0
2024-06-13 00:00:00+00:00,0.00019700000120792538,0.00019700000120792538,0.00010299999848939478,0.00013299999409355223,2110289,0.0,0.0
2024-06-14 00:00:00+00:00,0.00013299999409355223,0.00013499999477062374,0.00011300000187475234,0.00012199999764561653,735589,0.0,0.0
2024-06-15 00:00:00+00:00,0.00012199999764561653,0.0001539999939268455,0.00012099999730708078,0.0001250000059371814,688968,0.0,0.0
2024-06-16 00:00:00+00:00,0.0001250000059371814,0.0001250000059371814,0.0001049999991664663,0.00010699999984353781,592738,0.0,0.0
2024-06-17 00:00:00+00:00,0.00010699999984353781,0.00010699999984353781,8.399999933317304e-05,0.00010299999848939478,771297,0.0,0.0
2024-06-18 00:00:00+00:00,0.00010299999848939478,0.00011899999663000926,8.399999933317304e-05,0.00011899999663000926,636071,0.0,0.0
2024-06-19 00:00:00+00:00,0.00011899999663000926,0.00015700000221841037,0.00011899999663000926,0.00014400000509340316,949477,0.0,0.0
2024-06-20 00:00:00+00:00,0.00014400000509340316,0.00016799999866634607,0.00012599999899975955,0.00013299999409355223,826505,0.0,0.0
2024-06-21 00:00:00+00:00,0.00013299999409355223,0.00013299999409355223,0.00010299999848939478,0.00011200000153621659,467653,0.0,0.0
2024-06-22 00:00:00+00:00,0.00011200000153621659,0.0001230000052601099,0.00011000000085914508,0.00011200000153621659,226543,0.0,0.0
2024-06-23 00:00:00+00:00,0.00011200000153621659,0.00011500000255182385,0.00010399999882793054,0.0001049999991664663,191557,0.0,0.0
2024-06-24 00:00:00+00:00,0.0001049999991664663,0.0001049999991664663,9.200000204145908e-05,9.300000237999484e-05,199626,0.0,0.0
2024-06-25 00:00:00+00:00,9.300000237999484e-05,0.00010299999848939478,9.200000204145908e-05,9.699999645818025e-05,278967,0.0,0.0
2024-06-26 00:00:00+00:00,9.699999645818025e-05,9.699999645818025e-05,7.999999797903001e-05,8.399999933317304e-05,318939,0.0,0.0
2024-06-27 00:00:00+00:00,8.399999933317304e-05,9.7999996796716e-05,7.699999696342275e-05,8.199999865610152e-05,444543,0.0,0.0
2024-06-28 00:00:00+00:00,8.199999865610152e-05,0.0001230000052601099,7.999999797903001e-05,9.7999996796716e-05,731818,0.0,0.0
