,MSE,RMSE,MAE,MAPE,R2
0,3155451.2836094885,1776.3589962644062,1395.9672281063674,0.03936281603139592,0.4252861378872522
1,1089057.0773032221,1043.5789751155503,850.8410688361608,0.024536479837127586,0.8861559309496905
2,2094743.7726220875,1447.3229676275048,1185.9772390247092,0.026111168633056948,0.7963864213369983
3,3219459.1016819743,1794.2851227388512,1341.7801740690995,0.029565487998426742,0.6623508194821892
4,3769952.7587739113,1941.6366186220096,1551.7469797084518,0.026900901655291486,0.8474855580865542
5,3790701.1433392023,1946.9723016363644,1517.2644730768673,0.02535894720500774,0.7062728450427707
6,2534918.600501194,1592.1427701375258,1188.3248010105483,0.024302346384862825,0.643258358427053
7,1230735.7545783566,1109.385304832526,756.4859600241612,0.01873504093457311,0.8944636463782738
8,2962922.1632015756,1721.3140803472143,1194.6039561277137,0.02931038360888501,0.5254151583194644
9,1742450.7751916177,1320.0192328870128,999.6767983278384,0.024095614625598703,0.791820551465496
10,1085662.8758170367,1041.9514747899907,853.5257179827337,0.020864624488232328,0.8263763281615969
11,2019462.151671158,1421.0778133765787,1058.4966503166534,0.033369538934165374,0.8400808253283863
Mean,2391293.1215242352,1513.0038048646277,1157.890920550942,0.026876112528051985,0.7371127150721436
