TIMESTAMP,ATM35905_OPEN_PRICE_USD,ATM35905_HIGH_PRICE_USD,ATM35905_LOW_PRICE_USD,ATM35905_CLOSE_PRICE_USD,ATM35905_VOLUME_USD,ATM35905_DIVIDENDS_USD,ATM35905_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.0001939999929163605,0.000195999993593432,0.0001939999929163605,0.000195999993593432,408663,0.0,0.0
2025-04-02 00:00:00+00:00,0.000195999993593432,0.000195999993593432,0.00019299999985378236,0.00019299999985378236,410018,0.0,0.0
2025-04-03 00:00:00+00:00,0.00019299999985378236,0.0001939999929163605,0.00019299999985378236,0.0001939999929163605,409133,0.0,0.0
2025-04-04 00:00:00+00:00,0.0001939999929163605,0.00019500000053085387,0.00019299999985378236,0.00019299999985378236,410084,0.0,0.0
2025-04-05 00:00:00+00:00,0.00019299999985378236,0.00019500000053085387,0.00019200000679120421,0.00019500000053085387,408856,0.0,0.0
2025-04-06 00:00:00+00:00,0.00019500000053085387,0.00019700000120792538,0.0001939999929163605,0.0001939999929163605,408474,0.0,0.0
2025-04-07 00:00:00+00:00,0.0001939999929163605,0.0001939999929163605,0.00019099999917671084,0.0001939999929163605,407358,0.0,0.0
2025-04-08 00:00:00+00:00,0.0001939999929163605,0.000195999993593432,0.00019299999985378236,0.000195999993593432,407871,0.0,0.0
2025-04-09 00:00:00+00:00,0.000195999993593432,0.000195999993593432,0.00019299999985378236,0.00019299999985378236,409108,0.0,0.0
2025-04-10 00:00:00+00:00,0.00019299999985378236,0.00019299999985378236,2.8000000384054147e-05,3.099999958067201e-05,1846,0.0,0.0
2025-04-11 00:00:00+00:00,3.099999958067201e-05,3.7000001611886546e-05,3.099999958067201e-05,3.300000025774352e-05,3542,0.0,0.0
2025-04-12 00:00:00+00:00,3.300000025774352e-05,3.600000127335079e-05,2.9999999242136255e-05,3.600000127335079e-05,969,0.0,0.0
2025-04-13 00:00:00+00:00,3.600000127335079e-05,3.9999998989515007e-05,3.300000025774352e-05,3.300000025774352e-05,1475,0.0,0.0
2025-04-14 00:00:00+00:00,3.300000025774352e-05,3.7000001611886546e-05,3.099999958067201e-05,3.099999958067201e-05,1080,0.0,0.0
