TIMESTAMP,MAXETH_OPEN_PRICE_USD,MAXETH_HIGH_PRICE_USD,MAXETH_LOW_PRICE_USD,MAXETH_CLOSE_PRICE_USD,MAXETH_VOLUME_USD,MAXETH_DIVIDENDS_USD,MAXETH_STOCK_SPLITS_USD
2024-07-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,166476,0.0,0.0
2024-07-06 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,140190,0.0,0.0
2024-07-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,43854,0.0,0.0
2024-07-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,50693,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,118692,0.0,0.0
2024-07-10 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,35528,0.0,0.0
2024-07-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,56984,0.0,0.0
2024-07-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,84828,0.0,0.0
2024-07-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,31268,0.0,0.0
2024-07-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,20234,0.0,0.0
2024-07-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,20980,0.0,0.0
2024-07-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,17612,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,41021,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,11909,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,4031,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,47793,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,28570,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,13936,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,14602,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,2195,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,2691,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,2870,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,9377,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,3056,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,1092,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,726,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,3822,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,1706,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,2747,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,2286,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,1934,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,1092,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,428,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,571,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,4662,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,288,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,525,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,1429,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,40,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,405,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,65,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,1355,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,1047,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,1014,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,592,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,132,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,91,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,134,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,90,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,134,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,237,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,187,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,260,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,239,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,44,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,76,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,110,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,100,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,100,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,214,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,306,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,43,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,284,0.0,0.0
