TIMESTAMP,FRAX6953_OPEN_PRICE_USD,FRAX6953_HIGH_PRICE_USD,FRAX6953_LOW_PRICE_USD,FRAX6953_CLOSE_PRICE_USD,FRAX6953_VOLUME_USD,FRAX6953_DIVIDENDS_USD,FRAX6953_STOCK_SPLITS_USD
2025-05-03 00:00:00+00:00,2.4527430534362793,2.455256938934326,2.1945860385894775,2.2160089015960693,14949605,0.0,0.0
2025-05-04 00:00:00+00:00,2.2160089015960693,2.2399260997772217,2.15385103225708,2.224031925201416,11357006,0.0,0.0
2025-05-05 00:00:00+00:00,2.224031925201416,2.385425090789795,2.1386420726776123,2.1483750343322754,19477906,0.0,0.0
2025-05-06 00:00:00+00:00,2.1483750343322754,2.2225749492645264,2.0150840282440186,2.081403970718384,13828426,0.0,0.0
2025-05-07 00:00:00+00:00,2.081403970718384,2.1006059646606445,1.9778310060501099,2.021543025970459,14100121,0.0,0.0
2025-05-08 00:00:00+00:00,2.021543025970459,2.3720650672912598,2.013045072555542,2.3483150005340576,18479214,0.0,0.0
2025-05-09 00:00:00+00:00,2.3483150005340576,2.4941530227661133,2.334562063217163,2.4561870098114014,18552682,0.0,0.0
2025-05-10 00:00:00+00:00,2.4561870098114014,2.7804338932037354,2.427238941192627,2.770190954208374,20954732,0.0,0.0
2025-05-11 00:00:00+00:00,2.770190954208374,2.8181118965148926,2.614927053451538,2.6965041160583496,16577221,0.0,0.0
2025-05-12 00:00:00+00:00,2.6965200901031494,2.810652017593384,2.625883102416992,2.716407060623169,17766065,0.0,0.0
2025-05-13 00:00:00+00:00,2.716407060623169,2.9667859077453613,2.601538896560669,2.946150064468384,17716455,0.0,0.0
2025-05-14 00:00:00+00:00,2.946150064468384,3.2929670810699463,2.91996693611145,3.1796228885650635,37650091,0.0,0.0
2025-05-15 00:00:00+00:00,3.1796228885650635,3.3002729415893555,2.83064603805542,2.879504919052124,31952870,0.0,0.0
2025-05-16 00:00:00+00:00,2.879518985748291,3.0708329677581787,2.8264260292053223,2.991070032119751,16201592,0.0,0.0
2025-05-17 00:00:00+00:00,2.991070032119751,3.2932939529418945,2.924626111984253,3.267443895339966,27037682,0.0,0.0
2025-05-18 00:00:00+00:00,3.267443895339966,3.982287883758545,3.267414093017578,3.8124020099639893,59835830,0.0,0.0
2025-05-19 00:00:00+00:00,3.8124020099639893,3.9645841121673584,3.490144968032837,3.9281771183013916,40347826,0.0,0.0
2025-05-20 00:00:00+00:00,3.9281771183013916,4.426632881164551,3.7386789321899414,3.855452060699463,73626521,0.0,0.0
2025-05-21 00:00:00+00:00,3.855452060699463,3.948375940322876,3.614327907562256,3.799839973449707,37679671,0.0,0.0
2025-05-22 00:00:00+00:00,3.799839973449707,3.8000590801239014,3.4393370151519775,3.605380058288574,33582597,0.0,0.0
2025-05-23 00:00:00+00:00,3.605380058288574,3.6182360649108887,2.9758400917053223,2.99959397315979,41391405,0.0,0.0
2025-05-24 00:00:00+00:00,2.99959397315979,3.2678749561309814,2.992945909500122,3.195223093032837,22094207,0.0,0.0
2025-05-25 00:00:00+00:00,3.195223093032837,3.2111570835113525,2.9868950843811035,3.1038119792938232,18398306,0.0,0.0
2025-05-26 00:00:00+00:00,3.1038119792938232,3.452815055847168,3.080059051513672,3.4525458812713623,29347077,0.0,0.0
2025-05-27 00:00:00+00:00,3.4525458812713623,3.6033999919891357,3.330004930496216,3.3404910564422607,30708261,0.0,0.0
2025-05-28 00:00:00+00:00,3.3404910564422607,3.374433994293213,3.1596150398254395,3.2091751098632812,17134595,0.0,0.0
2025-05-29 00:00:00+00:00,3.2091751098632812,3.265610933303833,3.0926740169525146,3.100393056869507,13216346,0.0,0.0
2025-05-30 00:00:00+00:00,3.1003808975219727,3.1270549297332764,2.8154850006103516,2.8169310092926025,16953844,0.0,0.0
2025-05-31 00:00:00+00:00,2.816930055618286,2.85391902923584,2.7243740558624268,2.846613883972168,13042823,0.0,0.0
2025-06-01 00:00:00+00:00,2.846503734588623,2.8859517574310303,2.782898187637329,2.8662586212158203,11381273,0.0,0.0
