TIMESTAMP,POLY35148_OPEN_PRICE_USD,POLY35148_HIGH_PRICE_USD,POLY35148_LOW_PRICE_USD,POLY35148_CLOSE_PRICE_USD,POLY35148_VOLUME_USD,POLY35148_DIVIDENDS_USD,POLY35148_STOCK_SPLITS_USD
2025-03-03 00:00:00+00:00,0.0013859999598935246,0.0013859999598935246,0.0011840000515803695,0.0011919999960809946,125181,0.0,0.0
2025-03-04 00:00:00+00:00,0.0011919999960809946,0.0012919999426230788,0.0010770000517368317,0.0012000000569969416,121209,0.0,0.0
2025-03-05 00:00:00+00:00,0.0012000000569969416,0.001259000040590763,0.0010760000441223383,0.0011259999591857195,104475,0.0,0.0
2025-03-06 00:00:00+00:00,0.0011259999591857195,0.0012639999622479081,0.0009280000231228769,0.0010560000082477927,151356,0.0,0.0
2025-03-07 00:00:00+00:00,0.0010560000082477927,0.00107999995816499,0.0008449999731965363,0.0009549999958835542,107194,0.0,0.0
2025-03-08 00:00:00+00:00,0.0009549999958835542,0.0011409999569877982,0.0009549999958835542,0.001041000010445714,106084,0.0,0.0
2025-03-09 00:00:00+00:00,0.001041000010445714,0.0010939999483525753,0.0008280000183731318,0.0009970000246539712,108581,0.0,0.0
2025-03-10 00:00:00+00:00,0.0009970000246539712,0.001006999984383583,0.0008219999726861715,0.00088900001719594,88908,0.0,0.0
2025-03-11 00:00:00+00:00,0.00088900001719594,0.0012000000569969416,0.0007769999792799354,0.0011759999906644225,66699,0.0,0.0
2025-03-12 00:00:00+00:00,0.0011759999906644225,0.0012489999644458294,0.0009350000182166696,0.0009749999735504389,92819,0.0,0.0
2025-03-13 00:00:00+00:00,0.0009749999735504389,0.0010710000060498714,0.0008900000248104334,0.0009340000106021762,78173,0.0,0.0
2025-03-14 00:00:00+00:00,0.0009340000106021762,0.0012080000014975667,0.0009289999725297093,0.0011390000581741333,82987,0.0,0.0
2025-03-15 00:00:00+00:00,0.0011390000581741333,0.0012359999818727374,0.001120000029914081,0.0011490000179037452,72521,0.0,0.0
2025-03-16 00:00:00+00:00,0.0011490000179037452,0.0012939999578520656,0.0011239999439567327,0.0011419999646022916,90711,0.0,0.0
2025-03-17 00:00:00+00:00,0.0011419999646022916,0.0013170000165700912,0.0011360000353306532,0.0012209999840706587,94321,0.0,0.0
2025-03-18 00:00:00+00:00,0.0012209999840706587,0.001246000058017671,0.0010809999657794833,0.001193000003695488,87118,0.0,0.0
2025-03-19 00:00:00+00:00,0.001193000003695488,0.0013249999610707164,0.0010600000387057662,0.001322000054642558,75273,0.0,0.0
