TIMESTAMP,POPPY35128_OPEN_PRICE_USD,POPPY35128_HIGH_PRICE_USD,POPPY35128_LOW_PRICE_USD,POPPY35128_CLOSE_PRICE_USD,POPPY35128_VOLUME_USD,POPPY35128_DIVIDENDS_USD,POPPY35128_STOCK_SPLITS_USD
2025-03-03 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,7.000000186963007e-05,7.000000186963007e-05,3393,0.0,0.0
2025-03-04 00:00:00+00:00,7.000000186963007e-05,7.200000254670158e-05,6.399999983841553e-05,7.200000254670158e-05,0,0.0,0.0
2025-03-05 00:00:00+00:00,7.200000254670158e-05,7.599999662488699e-05,7.100000220816582e-05,7.500000356230885e-05,0,0.0,0.0
2025-03-06 00:00:00+00:00,7.500000356230885e-05,9.40000027185306e-05,7.500000356230885e-05,8.199999865610152e-05,0,0.0,0.0
2025-03-07 00:00:00+00:00,8.199999865610152e-05,8.199999865610152e-05,7.79999973019585e-05,7.79999973019585e-05,1143,0.0,0.0
2025-03-08 00:00:00+00:00,7.79999973019585e-05,7.999999797903001e-05,7.699999696342275e-05,7.79999973019585e-05,0,0.0,0.0
2025-03-09 00:00:00+00:00,7.79999973019585e-05,7.79999973019585e-05,6.0999998822808266e-05,6.0999998822808266e-05,0,0.0,0.0
2025-03-10 00:00:00+00:00,6.0999998822808266e-05,6.70000008540228e-05,5.8000001445179805e-05,5.8000001445179805e-05,0,0.0,0.0
2025-03-11 00:00:00+00:00,5.8000001445179805e-05,6.900000153109431e-05,5.700000110664405e-05,6.399999983841553e-05,5732,0.0,0.0
2025-03-12 00:00:00+00:00,6.399999983841553e-05,6.600000051548705e-05,6.199999916134402e-05,6.399999983841553e-05,0,0.0,0.0
2025-03-13 00:00:00+00:00,6.399999983841553e-05,7.699999696342275e-05,5.6000000768108293e-05,7.300000288523734e-05,0,0.0,0.0
2025-03-14 00:00:00+00:00,7.300000288523734e-05,9.7999996796716e-05,7.000000186963007e-05,9.600000339560211e-05,5336,0.0,0.0
2025-03-15 00:00:00+00:00,9.600000339560211e-05,0.00010099999781232327,9.40000027185306e-05,9.7999996796716e-05,1412,0.0,0.0
2025-03-16 00:00:00+00:00,9.7999996796716e-05,9.7999996796716e-05,8.499999967170879e-05,8.600000001024455e-05,537,0.0,0.0
2025-03-17 00:00:00+00:00,8.600000001024455e-05,9.000000136438757e-05,8.399999933317304e-05,8.800000068731606e-05,1645,0.0,0.0
2025-03-18 00:00:00+00:00,8.800000068731606e-05,8.800000068731606e-05,8.299999899463728e-05,8.399999933317304e-05,0,0.0,0.0
2025-03-19 00:00:00+00:00,8.399999933317304e-05,9.300000237999484e-05,8.299999899463728e-05,9.300000237999484e-05,0,0.0,0.0
2025-03-20 00:00:00+00:00,9.300000237999484e-05,9.300000237999484e-05,8.299999899463728e-05,8.399999933317304e-05,1059,0.0,0.0
2025-03-21 00:00:00+00:00,8.399999933317304e-05,8.399999933317304e-05,8.199999865610152e-05,8.299999899463728e-05,0,0.0,0.0
2025-03-22 00:00:00+00:00,8.299999899463728e-05,8.399999933317304e-05,8.299999899463728e-05,8.299999899463728e-05,0,0.0,0.0
2025-03-23 00:00:00+00:00,8.299999899463728e-05,8.600000001024455e-05,8.299999899463728e-05,8.499999967170879e-05,464,0.0,0.0
2025-03-24 00:00:00+00:00,8.499999967170879e-05,9.500000305706635e-05,8.499999967170879e-05,9.300000237999484e-05,0,0.0,0.0
2025-03-25 00:00:00+00:00,9.300000237999484e-05,9.899999713525176e-05,9.200000204145908e-05,9.40000027185306e-05,995,0.0,0.0
2025-03-26 00:00:00+00:00,9.40000027185306e-05,9.40000027185306e-05,8.900000102585182e-05,8.900000102585182e-05,0,0.0,0.0
2025-03-27 00:00:00+00:00,8.900000102585182e-05,9.000000136438757e-05,8.70000003487803e-05,8.800000068731606e-05,0,0.0,0.0
2025-03-28 00:00:00+00:00,8.800000068731606e-05,8.800000068731606e-05,7.999999797903001e-05,7.999999797903001e-05,0,0.0,0.0
2025-03-29 00:00:00+00:00,7.999999797903001e-05,7.999999797903001e-05,7.79999973019585e-05,7.79999973019585e-05,487,0.0,0.0
2025-03-30 00:00:00+00:00,7.79999973019585e-05,7.999999797903001e-05,6.500000017695129e-05,6.600000051548705e-05,0,0.0,0.0
