Lag,ANT,ARK,BTS,CON,DCR,DGB,DOGE,ETC,ETH,FIRO,GNO,KMD,LSK,MAID,MONA,QTUM,RLC,SC,STEEM,SYS,USDT,VERI,XEM,XRP,XWC,ZEN
1,0.017105772423446814,0.9848775672356335,0.5210918580209558,0.44870681192869355,0.41238516998558483,0.40964790209695023,0.005234578970184906,0.29494756726075744,0.5627448449240651,0.4588047142290069,0.1493325360651653,0.605281730895666,0.31648882912118903,0.8490792519057553,0.0021645317266415906,0.7585934885185993,0.050961649123807205,0.045995064834010765,0.46241639952231683,0.15991298457280964,2.099168919798571e-20,0.8883992091354145,0.1674809559198244,0.39512903936510824,0.1693791752883139,0.12170620074427776
2,0.05079796880328891,0.9744704279049472,0.5760459431063361,0.77589464285107,0.2333907723318558,0.6608867539104992,0.0010203010689092853,0.3911999153645567,0.6375973786161255,0.4417412999440906,0.017696335473380106,0.4662484379953903,0.5384129871359836,0.7581765143837635,0.0002787969296138937,0.7126430768433336,0.1367116598690306,0.1570237380668982,0.7183216294022453,0.23612183059152378,1.4379945225800151e-24,0.9362393886647622,0.5665783710585919,0.5452964228371655,0.26367047023925616,0.10481862655547079
3,0.12027345923861103,0.9617622211678833,0.7940813666994144,0.9178433881446943,0.14438081702964095,0.7917753966789189,0.003222735250969167,0.42502049415512066,0.43211033091466,0.6202481444472647,0.04712906437848631,0.1729569541328451,0.34479592234550227,0.6562412290272781,0.000887011484479183,0.3072631760617772,0.26053273639307445,0.26733303709381573,0.882557302071539,0.2159133860828856,8.617445512347631e-25,0.9223848673145414,0.40586005010108084,0.745134738768284,0.3943176395594049,0.20293411483967463
4,0.17303371178944973,0.9889270244083198,0.732869457964498,0.9865958055720881,0.20631524264316983,0.8912209500209771,0.011481303855101764,0.0645942272140537,0.5008231236788253,0.6334818832777341,0.03423226640896064,0.27599697966206743,0.38699766706166283,0.7720410704614957,0.0018358713973435374,0.23864126690571422,0.4654324281512562,0.14189050704909814,0.580891373168615,0.31111268106898554,1.4850732381177325e-27,0.8053589938345173,0.7174697520205426,0.7492643079921255,0.5709721938843912,0.25869890305839766
5,0.26380453553689515,0.809718366298744,0.4956699140657854,0.9932064886769003,0.1961265326451677,0.7152259868777803,0.009210564536750804,0.12018409255936204,0.6307460726245248,0.7437086414066875,0.06434404777884552,0.21810035549183412,0.47583828891229507,0.6968790517799486,0.002685106068615655,0.3206611435553747,0.22327988974558718,0.12055217685720182,0.7006377850826047,0.3743181692959731,2.027362724434694e-27,0.8822285840956124,0.7779159201602521,0.7348924400692325,0.7102444018011569,0.3575635915062135
6,0.13519522079385576,0.8861217946690716,0.5660048387809098,0.995045107389594,0.3158039308675,0.807808938451313,0.01879257879825381,0.20259606653901224,0.5969048635239373,0.8855160408697326,0.058493988726000944,0.08046043684178672,0.6050094280166332,0.7443970919160046,0.004642818953107908,0.33004427159802124,0.2071207698093482,0.14713211744878282,0.6618006865759751,0.44756300978986474,1.0217393981372963e-27,0.9274424973557319,0.26500994469978256,0.35552569660281486,0.7651738814933958,0.48512293309186416
7,0.12809113027989502,0.781050487015037,0.716035671819144,0.9984251735557192,0.23244729014026072,0.8827503336330536,0.03233487152903894,0.02572817081203513,0.6047209035869712,0.8926597177502331,0.024747321106693868,0.06011919062151852,0.6778812663798365,0.24202297785976676,0.007460007644710495,0.4150671387217144,0.1881302089434895,0.20206161913501508,0.49310005430252635,0.3105013891549753,7.188122764050838e-27,0.9385412259501901,0.32030533946811124,0.28654787600347037,0.8072019194798863,0.528422324549415
8,0.13825925316703966,0.8556026521764353,0.7941976846649196,0.9993098532774906,0.3120460504641735,0.6219003455843884,0.029509415540858886,0.0371221994861308,0.07289774818973149,0.9390606448168172,0.04003133427736998,0.08151235793540994,0.7374367241507247,0.25656246345090616,0.00975425447715601,0.2630118135445393,0.27370933997284214,0.23018060726161654,0.5795568998286851,0.3851278260523837,1.37993385671502e-26,0.9411321029822418,0.15842296789148383,0.2538400931869809,0.7921053087173219,0.6195073558257871
9,0.1299451506683292,0.8682049493283246,0.859844761389,0.9967160268381614,0.4043358415574665,0.6198157903566903,0.040191576564387856,0.05928991791811755,0.06099921944248502,0.9168582689336602,0.05246271389987052,0.11978207049458736,0.7904237484815235,0.01875210110715212,0.00605681968297771,0.24716443219293938,0.03125318094653935,0.20194728031548287,0.6232790606915466,0.4804895449455624,6.18767232206217e-26,0.9209285486557448,0.0717494664417913,0.21814054792930768,0.48464525271535086,0.7042509798490468
10,0.05487458734454111,0.8650973755887144,0.7898084100368777,0.9989532035423833,0.4467170440559809,0.5755877152066577,0.08229553506084208,0.045770050462931894,0.01828880008543916,0.9449887052807343,0.09828894358879466,0.12064297227215413,0.7944991958198869,0.018404167059002316,0.009494464364711965,0.15960958952189547,0.018867124438136495,0.25091714278442967,0.5291702634873332,0.4339059200151292,5.216059594110883e-25,0.9491443330784904,0.10125764133393898,0.1608527565789127,0.5331162777411609,0.6962908405098421
11,0.07925970299374031,0.8476108110170678,0.8434545576335628,0.6943657370092957,0.4649507192892198,0.6542514373594417,0.005379495589508208,0.056970928860295866,0.01702560090719629,0.9673184500092422,0.103982739151788,0.16824056284262742,0.8173474246449546,0.01825793054989406,0.013699216624386114,0.09717085891733937,0.010100486608985009,0.23009124426881714,0.6089136620399911,0.40433108808222457,1.1065790114995627e-24,0.8683088192813022,0.12608303064228382,0.03956723578031575,0.5409645275756836,0.7621832484460834
