Lag,ANT,ARK,BTS,CON,DCR,DGB,DOGE,ETC,ETH,FIRO,GNO,KMD,LSK,MAID,MONA,QTUM,RLC,SC,STEEM,SYS,USDT,VERI,XEM,XRP,XWC,ZEN
1,0.08991022766883296,0.0005109097699350244,0.7989549175546201,0.9969390997209313,0.08585576597130613,0.06221588033225643,0.3343708717150488,0.00314038312334888,0.000242008220610067,0.25823142911625563,0.6668836716074209,0.00037239880929942475,0.0387473368243634,0.016567384969424007,0.40877500196830086,0.008026918351837584,0.19252327704567324,0.00041626285871029567,0.11599771899589088,0.0800871608726743,0.5470575025479207,0.8415833289302787,2.676150846427813e-05,0.0013424213283645932,0.40962206626931164,0.04391978880728386
2,0.05193673439779383,0.0004640036095015845,0.9529711198819651,0.9948762599580243,0.18210969243752348,0.07457976557951039,0.5592423031076994,0.013385089837830474,0.00021802162502550343,0.3652909930882343,0.17360060374629882,0.0017563746366326854,0.13250818505788056,0.004257483483744074,0.21160529904058933,0.010302691750006436,0.04790639767331467,0.0016322476831999557,0.2447653763087708,0.01790439346013688,0.004633769444731801,0.742834402060458,6.0427958836440336e-05,0.0005613052480583773,0.20003397174834545,0.0840449636412713
3,0.10205553826186888,0.001705177512573835,0.9629989144417548,0.9789122610028554,0.2232830898315142,0.1751176676876277,0.5081692492611452,0.04954557685810954,0.0009839466872415097,0.5796977687192963,0.08509283149293438,0.004174836662067187,0.2681843189843181,0.010023582344921025,0.29525220821877174,0.01933446187619626,0.009909906885489334,0.0004813676909682851,0.4513382778343241,0.04946043829131808,0.012698401272542795,0.08313955345722383,0.0001236538046564393,0.001734489982615232,0.07394132590192282,0.15172973382222238
4,0.17026780354547774,0.005423467863968355,0.4645529785266419,0.8587982275006625,0.34364450689766485,0.3203084281408166,0.6157887424404728,0.03534284011838259,0.0006861480207385931,0.73053806527969,0.10820240208403466,0.011083156996326303,0.3805951582824563,0.018053714739148404,0.46022221265840313,0.028150356406338183,0.036126395983791394,0.001008891363065825,0.5296687100998045,0.09855880381965698,0.024231936170133535,0.09747755448624167,0.0001419521828401601,0.0032665222819978235,0.09824823569367803,0.1665899420665747
5,0.054047400485326094,0.001985180321423766,0.4571868032883222,0.6340956572493952,0.4902183052137664,0.033974901859099335,0.6313017233308761,0.03254507028601179,6.584654118811669e-05,0.6184307935349082,0.01701143754715424,0.015485948931841065,0.0714742695737245,0.03456708224870307,0.3876436793643711,0.006477780892297763,0.01841578988839133,0.0005780660265862348,0.6043378766392551,0.021420568196448022,0.04789482554482577,0.1302884758791248,6.451457871827573e-06,0.0023399346770153185,0.12850108000254262,0.005129275900311565
6,0.03402013054501074,0.00014435321827573817,0.6131625992701901,0.6829520939708642,0.46901794516994155,0.048266040723068046,0.7150520673717804,0.018227820879001003,3.440537322911668e-05,0.5214723586788703,0.026482506102784735,0.0003562423092760219,0.0054119340082541415,0.037096594802652524,0.04791351367921015,0.009970008879393408,0.0288624480839051,0.001022002659538584,0.743520845980753,0.0036621548175295206,0.06811341000315838,0.17898238236380645,1.5646571847687447e-05,0.0020157963445248577,0.18303859580332066,0.0019046349297525635
7,0.003940791569268601,0.0002119639342577917,0.6683554838014565,0.7871312440352067,0.4449723393783457,0.10013075357206448,0.7071495726496356,0.005903440875089119,5.47708791512232e-05,0.6553343480493207,0.023407211506962025,4.289192473736258e-05,0.009418055505794623,0.0029982009322407324,0.057359499395696914,0.020678582559458064,0.040579385227031355,0.001462401414808665,0.6049601175676094,0.005883454142369074,0.14571562570045676,0.1742575457891279,1.543501401905234e-05,0.006090704467311372,0.24314306640963157,0.0033573631539053285
8,0.004303156353302571,0.0003839282017702884,0.7635405143231601,0.5724744143425979,0.5104740198452675,0.08964047158868249,0.7857926419588014,0.003843045068225636,6.188563312114749e-06,0.4724124213367249,0.026340198836644235,6.766985004116652e-05,0.011694775943924414,0.004698300917534659,0.018077775445197668,0.030684394566992422,0.016880097833969453,0.0015571590772690883,0.5426277301894328,0.00956874595690731,0.20829182364402588,0.14618011043794363,3.8811718357554246e-05,0.0002712093016193504,0.11989684685104764,0.0032618918052463135
9,0.007566352248672835,0.0007877296669397287,0.7035532233855418,0.6708536583472531,0.4422167427831951,0.13382950412776035,0.8446407419553028,0.006203106980504755,1.5591624580828326e-06,0.40983572583974603,0.03891593703699925,0.00011321473890620435,0.02277603144393643,0.0021274146025241298,0.03208837919370964,0.04096465754686201,0.0012115197222493193,0.001188715968363954,0.6179635817344205,0.016505741471860135,0.20485834666530314,0.19305906591478736,7.071261299087198e-05,2.4436645146004496e-06,0.019709883031250545,0.004787527190976963
10,0.001784544223152566,0.0006524929243374157,0.7747925472460235,0.7467809334072657,0.36970256440642535,0.0916662226313239,0.8965378845587826,0.004275351762255591,1.499397827708242e-06,0.24992959189976202,0.05422497863753396,0.0002465979894365472,0.002762203541167573,0.002085229254877899,0.026033748283761697,0.000313546358619275,0.0007006129110090362,0.00039329995899217506,0.5321207685670928,0.00830887308978413,0.09404368099379967,0.2596373570119989,0.00017066562919698512,2.0818182113328456e-08,0.03940711248434792,0.011697114999180785
11,0.003291638255593817,0.0009910450355757677,0.7543568036731297,0.6605285560904319,0.3890356906086179,0.10373837314264871,0.008025035509424825,0.008054593415901855,3.266315216729854e-06,0.26953384669872366,0.08144654543851855,0.00044466847879768705,0.004276825485831304,0.0014679376134830613,0.0345809003791193,0.0006535549281793593,0.001471688296890454,0.0008044889782373634,0.6229492339873077,0.014266947721618625,0.01618201602158762,0.26019342181942473,0.00028443762107956946,3.441673781367626e-09,0.019833271001171646,0.018106697210991847
12,0.0037657429786214394,0.0007894554400251998,0.5664234967675146,0.4145854849558582,0.4496854400570798,0.1189737819683419,0.014228628776081434,0.011879114933476398,6.6983281130324775e-06,0.3097699787357923,0.10603161936971242,0.0003717927437851419,0.005275238316320461,0.002435812218343808,0.05002380814661806,9.041762516673275e-05,0.0017568937200082408,0.001443301129479279,0.5499534664927879,0.01545638549279004,0.016934838683212765,0.30032140416225195,0.0005381116468985818,1.9162520116118515e-09,0.03061839043220021,0.025577146315175197
13,0.006330298645433072,0.0013876288336425904,0.392993868833161,0.4337733517433746,0.5137389751314941,0.08261346112116491,0.013746376164120387,0.016229214255218387,1.6485379632710238e-06,0.0914232245963546,0.10286244367586872,0.0006674737843233357,0.006099518173185813,0.002593520595576467,0.005145205807462437,4.267124528094293e-05,0.003036324519882546,0.0008817159734260742,0.6092103206484174,0.02096065157448271,0.022420218007018,0.2653536188025398,0.0009265474790177278,3.304575543259644e-09,0.0442100595996933,0.020236993144639007
14,0.006688480789854252,0.002422205679639337,0.433526269777723,0.5036371706467674,0.39747647800248853,0.06058446641623118,0.01929735987636807,0.022691872940133907,3.165784082262496e-06,0.11466171896245253,0.1423869541865874,0.0007411518637232683,0.009959550769831009,0.0006060596043059619,0.008185837296542684,2.6474899466854637e-05,0.0037768156038108713,0.0002141102962526473,0.6516939387620417,0.029884395516321573,0.0009230611458482568,0.3297850874218698,0.00036090307333545754,6.370998723719008e-09,0.05485066252276292,0.030391152269589747
15,0.009528476366145603,0.0010721121266914983,0.42804761983824824,0.5519625501447274,0.34335097086895006,0.04123766353465276,0.029222661715446747,0.017426772091988497,6.2080791676686066e-06,0.14640144291097487,0.1859553841219671,0.0012055867315505081,0.015542832372624315,0.0009180747119175784,0.013117352792655447,2.482534746957551e-05,0.005046152953257716,0.00031718588772267233,0.6701231402644066,0.03026985709831803,0.001251586284944716,0.3877239539643001,0.0005111659080515483,1.2963671507578226e-08,0.0755877118006049,0.04448470619936987
16,0.015528715226424234,0.0016894185097966214,0.5020528068295439,0.5800286803595147,0.20920287574119759,0.026258358084416924,0.023410855284630085,0.0175176690093866,8.163980549158428e-06,0.08462792564992132,0.11226581094985386,0.001923869217595045,0.006251702074000544,0.0015681056779874812,0.01811416993626771,5.210562797975013e-05,0.009358681780163148,0.00032533608105360964,0.6859931550800038,0.027277179506692166,0.0015770304134376956,0.4051385060209394,0.0007470356928694795,2.7047633999140143e-08,0.09513281631648741,0.057895258131887874
17,0.02344299004802119,0.0021399054850023474,0.5207417994941848,0.47819225402006105,0.26266003018109,0.03688562899597345,0.035268582768490625,0.01992172878169837,1.6689191408094536e-05,0.04651727892095218,0.15521272496402727,0.0023598609074242027,0.007790250012616531,0.0006480096284596916,0.025886608707881502,3.033630179672381e-05,0.004102324961059155,0.0006391525195567204,0.7536359723409423,0.017955958888331527,0.0014825739307366807,0.46659946461646695,0.0011504477591007113,8.09262247237041e-08,0.060932830067209044,0.023082045903253166
18,0.031692211702824054,0.00353348518269521,0.6010259630181888,0.5404197139980815,0.2802002370008065,0.04975008601071724,0.018745957014785444,0.014737629297834232,3.385267528993543e-05,0.0633947400933113,0.2189747386083496,0.0032638800769523094,0.00927212032883805,0.0008606019708312145,0.02991324866074591,4.565566931509477e-05,0.00513279841268986,0.0005448160632938914,0.8187136320333748,0.03557099250935944,7.558028503055297e-05,0.5432150487850755,0.0002667280821936181,2.986530077490154e-08,0.07307495568691062,0.024129644491368275
19,0.03116007895046363,0.00511841616754412,0.6531085099547556,0.5960756571331998,0.3357172219023831,0.0616380501577549,0.026906472315487474,0.01963592676791824,3.71736896434751e-05,0.038494175974057056,0.15651339912932843,0.004881295738584626,0.009404515912479754,0.001082453776350577,0.04095412034137178,3.438934149888217e-05,0.007462858673433985,0.0006749160602003096,0.8394813791542994,0.03659307788655853,0.0001309468902050305,0.6066013492167546,0.00018058548639541798,5.2450472317476255e-08,0.0817356702779449,0.03351467273578195
20,0.04506123968300864,0.004702997126233654,0.7678324050575936,0.6410422870425924,0.4118269613384339,0.09202281556326261,0.010563219547510189,0.028441161043255704,1.4489275175387244e-05,0.05253065099196445,0.09658813294747187,0.004404166054030562,0.00852336917219541,0.00017757254871833572,0.056245434294569394,3.984666991505401e-05,0.013990255672769538,0.0007915363411306688,0.6822665030760475,0.03871739344668753,0.00017459209061508997,0.5939153179407757,0.00029516767417168483,1.5404690734491058e-07,0.0006532847455436787,0.035729232866737355
21,0.03820618488642252,0.006746190110906246,0.7506703549934228,0.4466012832558444,0.4520254297956385,0.04384768612871002,0.012197169048766044,0.04097570178735893,2.219155185240415e-05,0.06258317224335758,0.10901276354927554,0.006321398195715894,0.012248301138371291,0.00023723281682431452,0.003939363417829749,6.258497521036772e-05,0.017736881310627152,0.0013485786769315102,0.6483531541547365,0.023639469310607206,0.00037991897073867106,0.6398198315147409,0.00033355254011451527,6.890421730121211e-08,0.0010319396053542994,0.04154126364768502
22,0.04273238755920299,0.005015346561612011,0.8510199696878069,0.11782446253152601,0.3004149884147918,0.058273994363047185,0.005737954910572544,0.017769623639998317,1.0239126799248874e-05,0.07711880175182462,0.06988418763931657,0.00650256545671959,0.021879981834702047,7.624176812719715e-05,0.006732178353805184,0.00011586933175479255,0.01632303303302704,0.0016601200955103455,0.6809490295447442,0.03278481076422654,0.0005743794544869969,0.6930125112087141,0.0003560959014980938,3.433996401021024e-08,0.0012104184745710899,0.05732129590471211
23,0.056951782348830776,0.004781706898098797,0.8820289389461654,0.09480571076033756,0.32937065591253845,0.07557374571988135,0.007983762299402486,0.02306350882652678,1.771934254075248e-05,0.033790843539559294,0.09417699777245062,0.010414556859145016,0.029759676401818286,0.00012467801851778106,0.007959544397778382,0.00022902701206363072,0.015625697123086632,0.0029073015272039642,0.7340525056694498,0.03984917495035407,0.0009953202312560428,0.7525480279656063,0.0007561356213726647,8.860316332981472e-08,0.002219714428133301,0.06638594867140539
24,0.06797524130125747,0.007146507854849971,0.8795177892730318,0.10986920194566037,0.3680575135994569,0.02994457962400995,0.010791626527544503,0.017754109967450808,2.7781245951422068e-05,0.03601459036472954,0.07864239403237237,0.008358328687835448,0.03889079018651326,0.00011712694847995772,0.004686224628723719,0.00017713583079354868,0.018502773746696167,0.003059785893582316,0.7263625153688642,0.04708746441457787,0.0005679499084224087,0.765634598545349,0.0009322444897812289,1.563548462208392e-07,0.002952101098025974,0.025364092488181885
