Lag,ANT,ARK,BTS,CON,DCR,DGB,DOGE,ETC,ETH,FIRO,GNO,KMD,LSK,MAID,MONA,QTUM,RLC,SC,STEEM,SYS,USDT,VERI,XEM,XRP,XWC,ZEN
1,0.052039120937102806,0.00039101983407494907,0.6254590878361035,0.9249082747219209,0.09749501373989132,0.058487538420721824,0.7845898053275098,0.003576466185464072,9.942035880730038e-05,0.3267250831173276,0.8485146805274524,0.000325011992432064,0.03237908077626965,0.015380019754717278,0.5650995310136582,0.009223091065145387,0.1473949871004075,0.00011476961839884283,0.12899462725532737,0.15572414044854754,0.529018150581342,0.8867306396759728,2.434703535513666e-05,0.0013868426113436254,0.1613971582910006,0.0569187220752858
2,0.056114374825888914,0.0009142930862962706,0.9432907307130495,0.9957755222180464,0.25269247300556247,0.14199050169604785,0.8768673032306284,0.014942183992877963,0.00012902307176539232,0.552027473347839,0.19334805043573414,0.0015792526389853455,0.14723396458494212,0.005949726677280169,0.168547749223437,0.013070100977924638,0.046017722934345556,0.0011726382155084554,0.3174432278594269,0.05605342429962822,0.0002060177810639081,0.6945969356405544,0.00010605518935453905,0.000663867272313302,0.09861983454499597,0.17848854882604787
3,0.0694396961708487,0.0023437499349662208,0.8753589808961348,0.9872483644004934,0.25245178164989623,0.22407561118632133,0.6799343697922453,0.039796792262315486,0.0003851386308636775,0.709156142970282,0.07081332652939357,0.00368495636474844,0.25813728927088836,0.01178587473759982,0.18319741299713904,0.018740794899437113,0.008304465301833302,0.001278437568991968,0.50783231196013,0.11418255544969909,0.000621636574794807,0.06560104714799757,0.00015908164850413921,0.0017601026341048332,0.03313324365750197,0.24545316993701036
4,0.12379810495617027,0.005923111834681639,0.2885107623589423,0.8518073480704779,0.3886390986458168,0.3616787552562945,0.7570967146706651,0.01575905550484933,0.00027497180632220946,0.846115306277141,0.09452426223455229,0.0074532942528288005,0.39586473248199905,0.024502198071161458,0.27346177955980505,0.03491878892715365,0.02729723231423752,0.0021099785183351814,0.47008896143785917,0.18270603374941483,0.0016252863230445498,0.0801119534712209,0.00016136429292314925,0.0032510293431238413,0.04635679386777002,0.1940604432662393
5,0.0348515738292583,0.0022441808756381108,0.3768682347515985,0.6162535938086449,0.5276777508541857,0.04985729829365189,0.7844528971180826,0.02409082461641179,2.4704216757149718e-05,0.7792173033024377,0.01650324135294718,0.011660172436320561,0.10311513190291743,0.03998987688584792,0.29332415230386005,0.0052708797854569,0.020164117081902237,0.0013237012344525672,0.5441556464653086,0.04449477225200874,0.003970588488485399,0.07926219047852381,8.203004693044368e-06,0.002249392825406923,0.05663582989533706,0.004317151810119693
6,0.011430851769634957,8.72230723586563e-05,0.37884684036870286,0.6669674065765634,0.5341967375469348,0.03954984781051348,0.7906831543584465,0.008171210330750496,1.3237335721548547e-05,0.6479556111398568,0.023122635259037648,0.00027185890653230006,0.00712931557362392,0.04991218059837386,0.035603883482819884,0.007030864116293753,0.015762047730953768,0.0016315105186102926,0.6523206149832599,0.005090313877489398,0.007423074878469854,0.11500375755178624,1.750530161549988e-05,0.0017240903825145367,0.09355807187210126,0.0004587218702608763
7,0.0025027855881982895,0.00014521291864976125,0.5437745760312107,0.7648657885535826,0.4150386311676718,0.1068262531389874,0.8545745445988855,0.003842885809592687,8.127412136387692e-06,0.7562159959503634,0.02831766309183585,4.171139403810516e-05,0.022268267250513025,0.002548927738387913,0.04547592616146396,0.013729441154981547,0.02994629661827145,0.003101734854864398,0.6241512181429817,0.011789910966005544,0.021233038522376672,0.10595757729383962,1.7040363603854558e-05,0.0037245303968025446,0.12330885651897033,0.0018318358903078055
8,0.001966523825516876,0.0002912069926381509,0.6428710458742672,0.6116898428983826,0.5010062605346461,0.09668049189471484,0.8967929845623005,0.003019816138456937,1.7211784594513705e-06,0.5892468315341055,0.026036991535635268,5.452303459367211e-05,0.02045837649584396,0.003940419772758404,0.015687125333613182,0.02510890650800886,0.012119779453551464,0.0032699320945707663,0.551081949931863,0.018101736426373118,0.030192956656044538,0.08955175219009352,5.491857732376171e-05,0.0002660077176927619,0.062618526557599,0.001482834235316423
9,0.0035864937639425542,0.0005293141475962483,0.5766328120950013,0.6814411496197602,0.49897721294057185,0.1455637765700486,0.9313121863845993,0.004105950790205862,3.9124676079192955e-07,0.5484990514204726,0.03307018800418334,7.512073184691543e-05,0.03439106471075332,0.0021496388676944295,0.029395296460912334,0.03378001883428891,0.0004931131305111251,0.0021751298966096663,0.616579399868435,0.02812697904810232,0.05132801952439456,0.12138626866397254,9.855512279624425e-05,3.7139012697546415e-06,0.017251069807741097,0.002274743617549338
10,0.0014924057876523273,0.0005635415279485133,0.6567504383399269,0.7502767984075047,0.4169583122757636,0.12193202435168803,0.9420408008626227,0.0038785212209217204,7.81608141668239e-07,0.41374392404227534,0.04751727427423076,0.00016634709981879265,0.004893994061602054,0.002399352479892861,0.023777957854966673,0.00018017805046020797,0.0005049495739484979,0.0006438669917348658,0.48929263038066784,0.01501697281761029,0.01141947573794818,0.1724763685038999,0.00027460226989010515,3.120441701412629e-08,0.04022749373558394,0.005693200030303306
