TIMESTAMP,AIUS_OPEN_PRICE_USD,AIUS_HIGH_PRICE_USD,AIUS_LOW_PRICE_USD,AIUS_CLOSE_PRICE_USD,AIUS_VOLUME_USD,AIUS_DIVIDENDS_USD,AIUS_STOCK_SPLITS_USD
2024-02-16 00:00:00+00:00,609.4070434570312,736.1880493164062,420.9141845703125,551.9593505859375,7107639,0.0,0.0
2024-02-17 00:00:00+00:00,557.330078125,692.475341796875,418.0976867675781,625.6637573242188,5007621,0.0,0.0
2024-02-18 00:00:00+00:00,625.6637573242188,693.62744140625,472.750732421875,582.5120239257812,3195958,0.0,0.0
2024-02-19 00:00:00+00:00,579.44580078125,1086.6796875,505.70941162109375,737.9818725585938,8990501,0.0,0.0
2024-02-20 00:00:00+00:00,737.9818725585938,741.7918090820312,277.7604064941406,494.2428894042969,4924715,0.0,0.0
2024-02-21 00:00:00+00:00,494.2428894042969,535.067626953125,301.011962890625,344.3612060546875,3491281,0.0,0.0
2024-02-22 00:00:00+00:00,344.3612060546875,444.4140930175781,282.5320129394531,344.6751708984375,2726483,0.0,0.0
2024-02-23 00:00:00+00:00,344.6751708984375,382.30718994140625,303.2308654785156,328.60101318359375,908952,0.0,0.0
2024-02-24 00:00:00+00:00,328.60101318359375,377.31201171875,290.3157653808594,319.6107482910156,1090370,0.0,0.0
2024-02-25 00:00:00+00:00,319.6107482910156,323.0621643066406,211.17433166503906,221.04527282714844,1633273,0.0,0.0
2024-02-26 00:00:00+00:00,214.4473114013672,214.4473114013672,161.72381591796875,172.75608825683594,1235523,0.0,0.0
2024-02-27 00:00:00+00:00,172.75608825683594,184.58766174316406,127.03336334228516,159.41110229492188,733389,0.0,0.0
2024-02-28 00:00:00+00:00,159.41110229492188,193.46812438964844,136.2371063232422,143.69859313964844,531341,0.0,0.0
2024-02-29 00:00:00+00:00,143.69859313964844,243.01878356933594,143.69859313964844,220.07049560546875,1008059,0.0,0.0
2024-03-01 00:00:00+00:00,220.53709411621094,223.51712036132812,159.3697509765625,181.14964294433594,671388,0.0,0.0
2024-03-02 00:00:00+00:00,181.14964294433594,207.15272521972656,150.5175323486328,161.59161376953125,682083,0.0,0.0
2024-03-03 00:00:00+00:00,161.59161376953125,162.9862518310547,141.68377685546875,154.1754150390625,355099,0.0,0.0
2024-03-04 00:00:00+00:00,154.1754150390625,171.42286682128906,135.36805725097656,140.3655242919922,443960,0.0,0.0
2024-03-05 00:00:00+00:00,140.3655242919922,142.97335815429688,124.11143493652344,127.34880065917969,203798,0.0,0.0
2024-03-06 00:00:00+00:00,127.34880065917969,127.34880828857422,95.48332977294922,98.88780212402344,307712,0.0,0.0
2024-03-07 00:00:00+00:00,95.99958038330078,102.2338638305664,73.82178497314453,75.00543975830078,323686,0.0,0.0
2024-03-08 00:00:00+00:00,75.00543975830078,78.09126281738281,47.38002395629883,55.86557388305664,371522,0.0,0.0
2024-03-09 00:00:00+00:00,55.86557388305664,68.59928131103516,47.938758850097656,47.938758850097656,205075,0.0,0.0
2024-03-10 00:00:00+00:00,47.938758850097656,49.12741470336914,41.49681854248047,49.03827667236328,123056,0.0,0.0
2024-03-11 00:00:00+00:00,49.03827667236328,59.695838928222656,43.64714431762695,52.44232940673828,211689,0.0,0.0
2024-03-12 00:00:00+00:00,52.44232940673828,85.08267974853516,52.2374267578125,68.4615478515625,738879,0.0,0.0
2024-03-13 00:00:00+00:00,68.4615478515625,70.19413757324219,49.83650207519531,59.48135757446289,242197,0.0,0.0
2024-03-14 00:00:00+00:00,59.48135757446289,72.45846557617188,55.94224548339844,61.10240936279297,280261,0.0,0.0
2024-03-15 00:00:00+00:00,61.10240936279297,61.10301208496094,44.17003631591797,44.17003631591797,203153,0.0,0.0
2024-03-16 00:00:00+00:00,44.17003631591797,52.891075134277344,38.39122009277344,40.55231857299805,179323,0.0,0.0
2024-03-17 00:00:00+00:00,40.55231857299805,48.25044631958008,40.55231857299805,42.834007263183594,187799,0.0,0.0
2024-03-18 00:00:00+00:00,41.84477233886719,51.128562927246094,39.692684173583984,47.981727600097656,243687,0.0,0.0
2024-03-19 00:00:00+00:00,49.15426254272461,58.22522735595703,40.35359191894531,42.9459114074707,272380,0.0,0.0
2024-03-20 00:00:00+00:00,42.9459114074707,57.408931732177734,40.902915954589844,51.301082611083984,277251,0.0,0.0
2024-03-21 00:00:00+00:00,51.301082611083984,63.48910903930664,48.19907760620117,51.11113739013672,237538,0.0,0.0
2024-03-22 00:00:00+00:00,51.11113739013672,52.579742431640625,38.29874038696289,46.6849365234375,294895,0.0,0.0
2024-03-23 00:00:00+00:00,46.6849365234375,46.70709991455078,38.984127044677734,44.58367919921875,156169,0.0,0.0
2024-03-24 00:00:00+00:00,44.58367919921875,46.52815246582031,40.540523529052734,45.347713470458984,173352,0.0,0.0
2024-03-25 00:00:00+00:00,45.347713470458984,50.88622283935547,38.51087188720703,43.4073600769043,153952,0.0,0.0
2024-03-26 00:00:00+00:00,43.4073600769043,62.83112335205078,43.39836502075195,50.68989562988281,219126,0.0,0.0
2024-03-27 00:00:00+00:00,50.68989562988281,50.87289047241211,41.88095474243164,44.24662780761719,224332,0.0,0.0
2024-03-28 00:00:00+00:00,44.24662780761719,48.14914321899414,42.379032135009766,44.24073028564453,219250,0.0,0.0
2024-03-29 00:00:00+00:00,44.24073028564453,165.311279296875,39.59283447265625,114.7885971069336,3519535,0.0,0.0
2024-03-30 00:00:00+00:00,114.7885971069336,281.2142639160156,104.38367462158203,181.1151885986328,7854025,0.0,0.0
2024-03-31 00:00:00+00:00,181.1151885986328,300.74053955078125,176.384033203125,236.4210205078125,5670178,0.0,0.0
