TIMESTAMP,CATS33323_OPEN_PRICE_USD,CATS33323_HIGH_PRICE_USD,CATS33323_LOW_PRICE_USD,CATS33323_CLOSE_PRICE_USD,CATS33323_VOLUME_USD,CATS33323_DIVIDENDS_USD,CATS33323_STOCK_SPLITS_USD
2024-10-08 00:00:00+00:00,6.70000008540228e-05,0.0002300000051036477,5.8000001445179805e-05,0.00014600000577047467,104264767,0.0,0.0
2024-10-09 00:00:00+00:00,0.00014600000577047467,0.00015500000154133886,9.300000237999484e-05,9.40000027185306e-05,31455524,0.0,0.0
2024-10-10 00:00:00+00:00,9.40000027185306e-05,9.600000339560211e-05,6.600000051548705e-05,8.099999831756577e-05,24979851,0.0,0.0
2024-10-11 00:00:00+00:00,7.999999797903001e-05,9.500000305706635e-05,7.300000288523734e-05,8.70000003487803e-05,26647458,0.0,0.0
2024-10-12 00:00:00+00:00,8.70000003487803e-05,0.0001230000052601099,8.600000001024455e-05,0.00012199999764561653,37681788,0.0,0.0
2024-10-13 00:00:00+00:00,0.00012199999764561653,0.0001230000052601099,9.600000339560211e-05,0.00011700000322889537,25075087,0.0,0.0
2024-10-14 00:00:00+00:00,0.00011800000356743112,0.00011800000356743112,8.399999933317304e-05,9.300000237999484e-05,38184668,0.0,0.0
2024-10-15 00:00:00+00:00,9.300000237999484e-05,9.40000027185306e-05,7.300000288523734e-05,7.599999662488699e-05,22410932,0.0,0.0
2024-10-16 00:00:00+00:00,7.599999662488699e-05,7.599999662488699e-05,6.70000008540228e-05,6.70000008540228e-05,12872088,0.0,0.0
2024-10-17 00:00:00+00:00,6.70000008540228e-05,6.70000008540228e-05,5.199999941396527e-05,5.400000009103678e-05,19244075,0.0,0.0
2024-10-18 00:00:00+00:00,5.400000009103678e-05,6.800000119255856e-05,5.400000009103678e-05,6.70000008540228e-05,23940653,0.0,0.0
2024-10-19 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,5.8000001445179805e-05,5.900000178371556e-05,15386787,0.0,0.0
2024-10-20 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,5.500000042957254e-05,5.6000000768108293e-05,11451484,0.0,0.0
2024-10-21 00:00:00+00:00,5.6000000768108293e-05,6.299999949987978e-05,5.500000042957254e-05,5.999999848427251e-05,19208601,0.0,0.0
2024-10-22 00:00:00+00:00,5.999999848427251e-05,6.600000051548705e-05,5.6000000768108293e-05,5.700000110664405e-05,16944435,0.0,0.0
2024-10-23 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,4.400000034365803e-05,4.70000013592653e-05,12065431,0.0,0.0
2024-10-24 00:00:00+00:00,4.70000013592653e-05,4.8999998398358e-05,4.400000034365803e-05,4.5000000682193786e-05,9331913,0.0,0.0
2024-10-25 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,3.199999991920777e-05,3.5000000934815034e-05,11469715,0.0,0.0
