TIMESTAMP,SDOGE28949_OPEN_PRICE_USD,SDOGE28949_HIGH_PRICE_USD,SDOGE28949_LOW_PRICE_USD,SDOGE28949_CLOSE_PRICE_USD,SDOGE28949_VOLUME_USD,SDOGE28949_DIVIDENDS_USD,SDOGE28949_STOCK_SPLITS_USD
2024-01-04 00:00:00+00:00,1.4999999621068127e-05,1.9999999494757503e-05,1.4000000192027073e-05,1.4000000192027073e-05,310583,0.0,0.0
2024-01-05 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,3.999999989900971e-06,4.999999873689376e-06,346368,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,335259,0.0,0.0
2024-01-07 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,115059,0.0,0.0
2024-01-08 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,292491,0.0,0.0
2024-01-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,71337,0.0,0.0
2024-01-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,20831,0.0,0.0
2024-01-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,25948,0.0,0.0
2024-01-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,26236,0.0,0.0
2024-01-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,37525,0.0,0.0
2024-01-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,82906,0.0,0.0
2024-01-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,51144,0.0,0.0
2024-01-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,37653,0.0,0.0
2024-01-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,20830,0.0,0.0
2024-01-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,25639,0.0,0.0
2024-01-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12640,0.0,0.0
2024-01-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8567,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,5082,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,17909,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,9753,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,5982,0.0,0.0
2024-01-25 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,31507,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,14936,0.0,0.0
2024-01-27 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,8128,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,13031,0.0,0.0
2024-01-29 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,5078,0.0,0.0
2024-01-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,3182,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,1640,0.0,0.0
