TIMESTAMP,DEXT_OPEN_PRICE_USD,DEXT_HIGH_PRICE_USD,DEXT_LOW_PRICE_USD,DEXT_CLOSE_PRICE_USD,DEXT_VOLUME_USD,DEXT_DIVIDENDS_USD,DEXT_STOCK_SPLITS_USD
2020-07-19 00:00:00+00:00,0.008453999646008015,0.00964600034058094,0.0083600003272295,0.009428000077605247,1057381,0.0,0.0
2020-07-20 00:00:00+00:00,0.00941499974578619,0.00987400021404028,0.007627000100910664,0.008497999981045723,822847,0.0,0.0
2020-07-21 00:00:00+00:00,0.00849399995058775,0.012378999963402748,0.0070779998786747456,0.009503000415861607,871468,0.0,0.0
2020-07-22 00:00:00+00:00,0.009503000415861607,0.010208000428974628,0.008701999671757221,0.00930699985474348,861751,0.0,0.0
2020-07-23 00:00:00+00:00,0.00930699985474348,0.011110999621450901,0.008476999588310719,0.010944000445306301,926758,0.0,0.0
2020-07-24 00:00:00+00:00,0.010944000445306301,0.022199999541044235,0.010840999893844128,0.019363999366760254,1959819,0.0,0.0
2020-07-25 00:00:00+00:00,0.01936900056898594,0.022583000361919403,0.014398000203073025,0.017489999532699585,1710985,0.0,0.0
2020-07-26 00:00:00+00:00,0.01747100055217743,0.02435299940407276,0.012830999679863453,0.02159699983894825,1422822,0.0,0.0
2020-07-27 00:00:00+00:00,0.02159699983894825,0.02180599980056286,0.01734899915754795,0.02013400010764599,1625818,0.0,0.0
2020-07-28 00:00:00+00:00,0.020114999264478683,0.022881999611854553,0.016037000343203545,0.017537999898195267,199619,0.0,0.0
2020-07-29 00:00:00+00:00,0.01754000037908554,0.025438999757170677,0.012776000425219536,0.01576700061559677,407363,0.0,0.0
2020-07-30 00:00:00+00:00,0.016388000920414925,0.023773999884724617,0.01309600006788969,0.016580000519752502,360864,0.0,0.0
2020-07-31 00:00:00+00:00,0.016580000519752502,0.023245999589562416,0.01635099947452545,0.02106500044465065,772462,0.0,0.0
2020-08-01 00:00:00+00:00,0.020930999889969826,0.02758900076150894,0.01843699999153614,0.02419999986886978,749101,0.0,0.0
2020-08-02 00:00:00+00:00,0.024230999872088432,0.030671000480651855,0.02285199984908104,0.022867999970912933,541990,0.0,0.0
2020-08-03 00:00:00+00:00,0.023135999217629433,0.029503000900149345,0.022753000259399414,0.028449000790715218,465869,0.0,0.0
2020-08-04 00:00:00+00:00,0.0284620001912117,0.05039500072598457,0.02651599980890751,0.04884599894285202,1128384,0.0,0.0
2020-08-05 00:00:00+00:00,0.046080999076366425,0.07088200002908707,0.03939199820160866,0.06886500120162964,2755623,0.0,0.0
2020-08-06 00:00:00+00:00,0.06886500120162964,0.07514400035142899,0.04825099930167198,0.053672999143600464,4322559,0.0,0.0
2020-08-07 00:00:00+00:00,0.05358299985527992,0.08851800113916397,0.04596700146794319,0.08372899889945984,6757044,0.0,0.0
2020-08-08 00:00:00+00:00,0.0824500024318695,0.10816700011491776,0.08035500347614288,0.09257599711418152,7332622,0.0,0.0
