TIMESTAMP,CDCETH_OPEN_PRICE_USD,CDCETH_HIGH_PRICE_USD,CDCETH_LOW_PRICE_USD,CDCETH_CLOSE_PRICE_USD,CDCETH_VOLUME_USD,CDCETH_DIVIDENDS_USD,CDCETH_STOCK_SPLITS_USD
2024-04-25 00:00:00+00:00,3179.790283203125,3238.5361328125,3131.671630859375,3208.823486328125,198421,0.0,0.0
2024-04-26 00:00:00+00:00,3208.823486328125,3216.324462890625,3155.551513671875,3180.785400390625,135233,0.0,0.0
2024-04-27 00:00:00+00:00,3181.912109375,3332.1025390625,3123.9072265625,3307.0283203125,135747,0.0,0.0
2024-04-28 00:00:00+00:00,3307.0283203125,3400.195556640625,3303.623291015625,3318.017578125,69541,0.0,0.0
2024-04-29 00:00:00+00:00,3318.017578125,3339.102783203125,3172.340576171875,3269.748291015625,137875,0.0,0.0
2024-04-30 00:00:00+00:00,3269.748291015625,3303.661376953125,2980.414306640625,3069.419677734375,240456,0.0,0.0
2024-05-01 00:00:00+00:00,3069.419677734375,3072.837158203125,2876.771484375,3022.430419921875,320802,0.0,0.0
2024-05-02 00:00:00+00:00,3022.430419921875,3063.269287109375,2945.22705078125,3046.8701171875,112268,0.0,0.0
2024-05-03 00:00:00+00:00,3037.195556640625,3176.162353515625,3012.203125,3162.064453125,39240,0.0,0.0
2024-05-04 00:00:00+00:00,3153.993896484375,3217.929443359375,3149.537353515625,3159.73193359375,30677,0.0,0.0
2024-05-05 00:00:00+00:00,3169.961181640625,3220.44384765625,3128.29931640625,3183.610107421875,50305,0.0,0.0
2024-05-06 00:00:00+00:00,3190.167724609375,3273.40234375,3109.52001953125,3116.98876953125,68501,0.0,0.0
2024-05-07 00:00:00+00:00,3116.98876953125,3181.5048828125,3089.126953125,3136.8544921875,87602,0.0,0.0
2024-05-08 00:00:00+00:00,3082.494140625,3087.59619140625,2995.310791015625,3025.249267578125,63420,0.0,0.0
2024-05-09 00:00:00+00:00,3025.249267578125,3109.008544921875,3006.77099609375,3092.635986328125,189393,0.0,0.0
2024-05-10 00:00:00+00:00,3092.635986328125,3103.758056640625,2935.79443359375,2954.603271484375,55409,0.0,0.0
2024-05-11 00:00:00+00:00,2960.95263671875,2987.6591796875,2939.74853515625,2967.068359375,35996,0.0,0.0
2024-05-12 00:00:00+00:00,2961.669921875,3002.70654296875,2954.30615234375,2983.14990234375,47655,0.0,0.0
2024-05-13 00:00:00+00:00,2982.2900390625,3041.5908203125,2918.165771484375,2993.771484375,113141,0.0,0.0
2024-05-14 00:00:00+00:00,3000.84375,3010.876708984375,2915.738037109375,2931.987548828125,137956,0.0,0.0
2024-05-15 00:00:00+00:00,2931.987548828125,3080.28125,2916.630859375,3068.640380859375,145321,0.0,0.0
2024-05-16 00:00:00+00:00,3092.93115234375,3093.712646484375,2979.1787109375,2992.69970703125,199912,0.0,0.0
2024-05-17 00:00:00+00:00,2995.682373046875,3170.048095703125,2986.5087890625,3147.41552734375,26154,0.0,0.0
2024-05-18 00:00:00+00:00,3148.044189453125,3204.53955078125,3141.606201171875,3173.51904296875,990646,0.0,0.0
2024-05-19 00:00:00+00:00,3177.82568359375,3191.109130859375,3113.806884765625,3131.3662109375,31299,0.0,0.0
2024-05-20 00:00:00+00:00,3128.74951171875,3750.368408203125,3108.450927734375,3723.2666015625,399475,0.0,0.0
2024-05-21 00:00:00+00:00,3723.2666015625,3896.892822265625,3700.429931640625,3857.333984375,327399,0.0,0.0
2024-05-22 00:00:00+00:00,3857.333984375,3879.444091796875,3729.163330078125,3809.782958984375,123568,0.0,0.0
2024-05-23 00:00:00+00:00,3809.782958984375,4012.237060546875,3740.31982421875,3879.85791015625,1034609,0.0,0.0
2024-05-24 00:00:00+00:00,3844.467529296875,3894.62890625,3706.998291015625,3797.772216796875,167596,0.0,0.0
2024-05-25 00:00:00+00:00,3797.772216796875,3848.73876953125,3780.88330078125,3806.7275390625,90593,0.0,0.0
2024-05-26 00:00:00+00:00,3820.197021484375,3949.37548828125,3806.428955078125,3912.1982421875,76757,0.0,0.0
2024-05-27 00:00:00+00:00,3896.61865234375,4045.4140625,3896.61865234375,3959.29150390625,189304,0.0,0.0
2024-05-28 00:00:00+00:00,3970.31591796875,4002.006591796875,3847.06982421875,3934.439453125,141780,0.0,0.0
2024-05-29 00:00:00+00:00,3914.2412109375,3953.62353515625,3819.710693359375,3849.540283203125,122272,0.0,0.0
2024-05-30 00:00:00+00:00,3840.33349609375,3894.68310546875,3774.994140625,3818.917236328125,121968,0.0,0.0
2024-05-31 00:00:00+00:00,3820.9736328125,3914.985107421875,3796.870361328125,3846.53173828125,111729,0.0,0.0
2024-06-01 00:00:00+00:00,3837.21533203125,3905.611572265625,3825.1044921875,3896.292236328125,36502,0.0,0.0
2024-06-02 00:00:00+00:00,3888.825927734375,3911.200439453125,3825.475830078125,3852.185302734375,116701,0.0,0.0
2024-06-03 00:00:00+00:00,3857.35791015625,3918.805908203125,3833.6015625,3846.945556640625,70756,0.0,0.0
2024-06-04 00:00:00+00:00,3840.3515625,3906.17626953125,3818.4912109375,3891.74462890625,70047,0.0,0.0
2024-06-05 00:00:00+00:00,3888.17626953125,3960.918212890625,3851.809814453125,3924.425048828125,135079,0.0,0.0
2024-06-06 00:00:00+00:00,3940.266357421875,3953.274169921875,3843.264404296875,3884.870361328125,159230,0.0,0.0
2024-06-07 00:00:00+00:00,3890.6357421875,3918.25048828125,3693.842041015625,3752.17529296875,229561,0.0,0.0
2024-06-08 00:00:00+00:00,3752.17529296875,3782.162841796875,3745.312255859375,3757.564697265625,186469,0.0,0.0
2024-06-09 00:00:00+00:00,3757.564697265625,3793.469970703125,3742.759765625,3781.426513671875,22657,0.0,0.0
