TIMESTAMP,SKR_OPEN_PRICE_USD,SKR_HIGH_PRICE_USD,SKR_LOW_PRICE_USD,SKR_CLOSE_PRICE_USD,SKR_VOLUME_USD,SKR_DIVIDENDS_USD,SKR_STOCK_SPLITS_USD
2024-05-30 00:00:00+00:00,0.041689999401569366,0.051573000848293304,0.040265001356601715,0.0497249998152256,1184616,0.0,0.0
2024-05-31 00:00:00+00:00,0.049570001661777496,0.07626999914646149,0.048489999026060104,0.0736130028963089,3441730,0.0,0.0
2024-06-01 00:00:00+00:00,0.07368499785661697,0.0737060010433197,0.05726100131869316,0.06077200174331665,2436381,0.0,0.0
2024-06-02 00:00:00+00:00,0.06054700165987015,0.06166300177574158,0.05581999942660332,0.05631000176072121,963206,0.0,0.0
2024-06-03 00:00:00+00:00,0.056533001363277435,0.057840000838041306,0.05588100105524063,0.05675800144672394,899972,0.0,0.0
2024-06-04 00:00:00+00:00,0.05685099959373474,0.05720999836921692,0.05222399905323982,0.05284399911761284,1073127,0.0,0.0
2024-06-05 00:00:00+00:00,0.052264999598264694,0.05514800176024437,0.05013500154018402,0.051674000918865204,4144133,0.0,0.0
2024-06-06 00:00:00+00:00,0.05106800049543381,0.05254099890589714,0.04009399935603142,0.0467509999871254,6353378,0.0,0.0
2024-06-07 00:00:00+00:00,0.04642099887132645,0.04676700010895729,0.042146001011133194,0.042146001011133194,521852,0.0,0.0
2024-06-08 00:00:00+00:00,0.042146001011133194,0.04439200088381767,0.042114000767469406,0.04382599890232086,440964,0.0,0.0
2024-06-09 00:00:00+00:00,0.04382599890232086,0.04486899822950363,0.043637000024318695,0.044739000499248505,479989,0.0,0.0
2024-06-10 00:00:00+00:00,0.044739000499248505,0.04477600008249283,0.04294800013303757,0.04403800144791603,266789,0.0,0.0
2024-06-11 00:00:00+00:00,0.04403800144791603,0.044047001749277115,0.04130300134420395,0.0432559996843338,149859,0.0,0.0
2024-06-12 00:00:00+00:00,0.0432559996843338,0.04389199987053871,0.042546000331640244,0.04331099987030029,203533,0.0,0.0
2024-06-13 00:00:00+00:00,0.04331199824810028,0.045837998390197754,0.04326599836349487,0.04569099843502045,368050,0.0,0.0
2024-06-14 00:00:00+00:00,0.045694999396800995,0.04590100049972534,0.04452100023627281,0.04472599923610687,192726,0.0,0.0
2024-06-15 00:00:00+00:00,0.04472599923610687,0.045162998139858246,0.04310699924826622,0.04458500072360039,176656,0.0,0.0
2024-06-16 00:00:00+00:00,0.04458500072360039,0.04458799958229065,0.04272500053048134,0.04296899959445,137567,0.0,0.0
2024-06-17 00:00:00+00:00,0.04296899959445,0.04296899959445,0.04165700078010559,0.04210999980568886,132589,0.0,0.0
2024-06-18 00:00:00+00:00,0.04210999980568886,0.042121998965740204,0.03876600041985512,0.03932400047779083,183812,0.0,0.0
2024-06-19 00:00:00+00:00,0.03932400047779083,0.04007299989461899,0.03918199986219406,0.03982499986886978,86230,0.0,0.0
2024-06-20 00:00:00+00:00,0.03982499986886978,0.03986100107431412,0.038676999509334564,0.03874899819493294,273204,0.0,0.0
2024-06-21 00:00:00+00:00,0.03874899819493294,0.03889799863100052,0.03826599940657616,0.038378000259399414,192923,0.0,0.0
2024-06-22 00:00:00+00:00,0.038378000259399414,0.03875499963760376,0.03394100069999695,0.03733399882912636,229415,0.0,0.0
2024-06-23 00:00:00+00:00,0.03733399882912636,0.03751400113105774,0.03704100102186203,0.03704399988055229,83310,0.0,0.0
2024-06-24 00:00:00+00:00,0.03704399988055229,0.03705500066280365,0.03418799862265587,0.03543899953365326,201462,0.0,0.0
2024-06-25 00:00:00+00:00,0.03543899953365326,0.03658699989318848,0.03451700136065483,0.036396998912096024,195382,0.0,0.0
2024-06-26 00:00:00+00:00,0.036396998912096024,0.0369190014898777,0.036393001675605774,0.03654399886727333,469827,0.0,0.0
2024-06-27 00:00:00+00:00,0.03654399886727333,0.037898000329732895,0.03617899864912033,0.037303000688552856,953425,0.0,0.0
2024-06-28 00:00:00+00:00,0.037303000688552856,0.037769000977277756,0.036598000675439835,0.03689499944448471,1024116,0.0,0.0
2024-06-29 00:00:00+00:00,0.036779001355171204,0.03715499863028526,0.03670499846339226,0.03696500137448311,753473,0.0,0.0
2024-06-30 00:00:00+00:00,0.0369580015540123,0.03759999945759773,0.03682899847626686,0.03754400089383125,1366528,0.0,0.0
2024-07-01 00:00:00+00:00,0.037608999758958817,0.038065001368522644,0.03746100142598152,0.03777899965643883,2162997,0.0,0.0
2024-07-02 00:00:00+00:00,0.03777899965643883,0.03798900172114372,0.0366239994764328,0.03687300160527229,1417629,0.0,0.0
2024-07-03 00:00:00+00:00,0.03687300160527229,0.03697599843144417,0.03541899845004082,0.03565699979662895,1125335,0.0,0.0
2024-07-04 00:00:00+00:00,0.03565699979662895,0.03581500053405762,0.03409299999475479,0.034170001745224,1370646,0.0,0.0
2024-07-05 00:00:00+00:00,0.034170001745224,0.034170001745224,0.03094400092959404,0.03175000101327896,1507959,0.0,0.0
2024-07-06 00:00:00+00:00,0.03175000101327896,0.03291499987244606,0.03172999992966652,0.03280499950051308,1723012,0.0,0.0
2024-07-07 00:00:00+00:00,0.03280499950051308,0.03297499939799309,0.032003000378608704,0.03209099918603897,1764289,0.0,0.0
2024-07-08 00:00:00+00:00,0.03209099918603897,0.0322440005838871,0.03102399967610836,0.03205899894237518,1549808,0.0,0.0
2024-07-09 00:00:00+00:00,0.03205899894237518,0.0326090008020401,0.03204499930143356,0.032526999711990356,1794903,0.0,0.0
2024-07-10 00:00:00+00:00,0.032526999711990356,0.03298399969935417,0.032423000782728195,0.0327799990773201,1528217,0.0,0.0
2024-07-11 00:00:00+00:00,0.0327799990773201,0.03370999917387962,0.03275600075721741,0.033070001751184464,1577987,0.0,0.0
2024-07-12 00:00:00+00:00,0.033070001751184464,0.03319200128316879,0.032586999237537384,0.03307700157165527,1540007,0.0,0.0
2024-07-13 00:00:00+00:00,0.03307700157165527,0.03338199853897095,0.033031001687049866,0.033330000936985016,1319148,0.0,0.0
2024-07-14 00:00:00+00:00,0.033330000936985016,0.03388899937272072,0.03328400105237961,0.033886998891830444,1523164,0.0,0.0
2024-07-15 00:00:00+00:00,0.033886998891830444,0.036003999412059784,0.03375300019979477,0.035978998988866806,1691608,0.0,0.0
2024-07-16 00:00:00+00:00,0.035978998988866806,0.03604400157928467,0.03500699996948242,0.03560800105333328,1580974,0.0,0.0
2024-07-17 00:00:00+00:00,0.03560800105333328,0.03591899946331978,0.03403099998831749,0.03440599888563156,1567987,0.0,0.0
2024-07-18 00:00:00+00:00,0.03440599888563156,0.0347599983215332,0.031814999878406525,0.031814999878406525,1391480,0.0,0.0
2024-07-19 00:00:00+00:00,0.031814999878406525,0.03192399814724922,0.031311001628637314,0.031654998660087585,1693627,0.0,0.0
2024-07-20 00:00:00+00:00,0.031654998660087585,0.03189200162887573,0.031466998159885406,0.0318089984357357,1423593,0.0,0.0
2024-07-21 00:00:00+00:00,0.0318089984357357,0.031991999596357346,0.031585000455379486,0.03165699914097786,1693106,0.0,0.0
2024-07-22 00:00:00+00:00,0.03165699914097786,0.03189200162887573,0.03121200017631054,0.031523000448942184,1626624,0.0,0.0
2024-07-23 00:00:00+00:00,0.031523000448942184,0.03158799931406975,0.031332001090049744,0.0313589982688427,1465835,0.0,0.0
2024-07-24 00:00:00+00:00,0.0313589982688427,0.03148699924349785,0.030818000435829163,0.030818000435829163,1446161,0.0,0.0
2024-07-25 00:00:00+00:00,0.030818000435829163,0.030820000916719437,0.028186999261379242,0.02835799939930439,1895448,0.0,0.0
2024-07-26 00:00:00+00:00,0.02835799939930439,0.028673000633716583,0.028217999264597893,0.02841700054705143,1296210,0.0,0.0
2024-07-27 00:00:00+00:00,0.02841700054705143,0.02887899987399578,0.02827800065279007,0.028780000284314156,991165,0.0,0.0
2024-07-28 00:00:00+00:00,0.028780000284314156,0.029517000541090965,0.02841700054705143,0.0284620001912117,869255,0.0,0.0
2024-07-29 00:00:00+00:00,0.0284620001912117,0.028627999126911163,0.027594000101089478,0.027612000703811646,985741,0.0,0.0
2024-07-30 00:00:00+00:00,0.027612000703811646,0.027661999687552452,0.026195000857114792,0.026491999626159668,1057622,0.0,0.0
2024-07-31 00:00:00+00:00,0.026491999626159668,0.026662999764084816,0.026030000299215317,0.026226000860333443,846843,0.0,0.0
2024-08-01 00:00:00+00:00,0.026226000860333443,0.026266999542713165,0.024356000125408173,0.024380000308156013,1079970,0.0,0.0
2024-08-02 00:00:00+00:00,0.024380000308156013,0.02442600019276142,0.02297399938106537,0.02300499938428402,884261,0.0,0.0
2024-08-03 00:00:00+00:00,0.02300499938428402,0.023531999439001083,0.021206999197602272,0.021510999649763107,1035881,0.0,0.0
2024-08-04 00:00:00+00:00,0.021510999649763107,0.021575000137090683,0.020239999517798424,0.02062400057911873,862069,0.0,0.0
2024-08-05 00:00:00+00:00,0.02062400057911873,0.02062400057911873,0.017059000208973885,0.01738799922168255,971548,0.0,0.0
2024-08-06 00:00:00+00:00,0.01738799922168255,0.017550000920891762,0.017111999914050102,0.017271999269723892,984684,0.0,0.0
2024-08-07 00:00:00+00:00,0.017271999269723892,0.01733200065791607,0.016032999381422997,0.016032999381422997,895997,0.0,0.0
2024-08-08 00:00:00+00:00,0.016032999381422997,0.016087999567389488,0.014840999618172646,0.014852999709546566,969252,0.0,0.0
2024-08-09 00:00:00+00:00,0.014852999709546566,0.014914000406861305,0.014674999751150608,0.014756999909877777,1026302,0.0,0.0
