TIMESTAMP,S36653_OPEN_PRICE_USD,S36653_HIGH_PRICE_USD,S36653_LOW_PRICE_USD,S36653_CLOSE_PRICE_USD,Adj Close,S36653_VOLUME_USD,S36653_DIVIDENDS_USD,S36653_STOCK_SPLITS_USD
,0.00010964620014419779,0.00018189099500887096,9.229225543094799e-05,0.00011875004565808922,,181281.0,0.0,0.0
