TIMESTAMP,BRLN_OPEN_PRICE_USD,BRLN_HIGH_PRICE_USD,BRLN_LOW_PRICE_USD,BRLN_CLOSE_PRICE_USD,BRLN_VOLUME_USD,BRLN_DIVIDENDS_USD,BRLN_STOCK_SPLITS_USD
2025-02-25 00:00:00+00:00,0.006045000161975622,0.03217900171875954,0.006045000161975622,0.030950000509619713,12951,0.0,0.0
2025-02-26 00:00:00+00:00,0.030950000509619713,0.03536900132894516,0.02996000088751316,0.03049200028181076,10485,0.0,0.0
2025-02-27 00:00:00+00:00,0.03049200028181076,0.03243099898099899,0.02663400024175644,0.027053000405430794,10057,0.0,0.0
2025-02-28 00:00:00+00:00,0.027053000405430794,0.028380999341607094,0.007828000001609325,0.013561000116169453,16633,0.0,0.0
2025-03-01 00:00:00+00:00,0.013561000116169453,0.022593000903725624,0.012497000396251678,0.019061999395489693,14064,0.0,0.0
2025-03-02 00:00:00+00:00,0.019061999395489693,0.019363999366760254,0.015869000926613808,0.016434000805020332,12826,0.0,0.0
2025-03-03 00:00:00+00:00,0.016434000805020332,0.01705400086939335,0.013464000076055527,0.015495999716222286,13949,0.0,0.0
2025-03-04 00:00:00+00:00,0.015495999716222286,0.01549999974668026,0.012496000155806541,0.012562000192701817,4659,0.0,0.0
2025-03-05 00:00:00+00:00,0.012562000192701817,0.013094999827444553,0.012505000457167625,0.013074999675154686,9338,0.0,0.0
2025-03-06 00:00:00+00:00,0.013074999675154686,0.01309799961745739,0.012501999735832214,0.012639000080525875,8725,0.0,0.0
2025-03-07 00:00:00+00:00,0.012639000080525875,0.013151000253856182,0.011997000314295292,0.012008000165224075,6643,0.0,0.0
2025-03-08 00:00:00+00:00,0.012008000165224075,0.012288999743759632,0.009316000156104565,0.011137999594211578,5477,0.0,0.0
2025-03-09 00:00:00+00:00,0.011137999594211578,0.011796999722719193,0.009998000226914883,0.010122000239789486,4670,0.0,0.0
2025-03-10 00:00:00+00:00,0.010122000239789486,0.020183999091386795,0.009178999811410904,0.012202000245451927,7441,0.0,0.0
2025-03-11 00:00:00+00:00,0.012202000245451927,0.017889000475406647,0.007949000224471092,0.011768000200390816,6237,0.0,0.0
2025-03-12 00:00:00+00:00,0.011768000200390816,0.011773999780416489,0.010598000138998032,0.011369000189006329,6965,0.0,0.0
2025-03-13 00:00:00+00:00,0.011369000189006329,0.011378999799489975,0.010639999993145466,0.01065099984407425,7044,0.0,0.0
2025-03-14 00:00:00+00:00,0.01065099984407425,0.010680999606847763,0.009526999667286873,0.00967200007289648,8282,0.0,0.0
2025-03-15 00:00:00+00:00,0.00967200007289648,0.009701999835669994,0.009352000430226326,0.009668000042438507,6489,0.0,0.0
2025-03-16 00:00:00+00:00,0.009668000042438507,0.009668000042438507,0.009499999694526196,0.00950899999588728,5023,0.0,0.0
2025-03-17 00:00:00+00:00,0.00950899999588728,0.009699000045657158,0.009498000144958496,0.009530000388622284,5514,0.0,0.0
2025-03-18 00:00:00+00:00,0.009530000388622284,0.009711000137031078,0.009507999755442142,0.009708000347018242,4378,0.0,0.0
2025-03-19 00:00:00+00:00,0.009708000347018242,0.009712999686598778,0.009700999595224857,0.009708999656140804,4358,0.0,0.0
2025-03-20 00:00:00+00:00,0.009708999656140804,0.009708999656140804,0.009708999656140804,0.009708999656140804,4355,0.0,0.0
2025-03-21 00:00:00+00:00,0.009708999656140804,0.009708999656140804,0.007728000171482563,0.007728999946266413,4361,0.0,0.0
