TIMESTAMP,WINK_OPEN_PRICE_USD,WINK_HIGH_PRICE_USD,WINK_LOW_PRICE_USD,WINK_CLOSE_PRICE_USD,WINK_VOLUME_USD,WINK_DIVIDENDS_USD,WINK_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.00800899975001812,0.008848999626934528,0.007860999554395676,0.008283000439405441,4591085,0.0,0.0
2025-04-02 00:00:00+00:00,0.008283000439405441,0.0084610003978014,0.007249000016599894,0.007249999791383743,8700504,0.0,0.0
2025-04-03 00:00:00+00:00,0.007249999791383743,0.007710000034421682,0.007155000232160091,0.007261000107973814,5248552,0.0,0.0
2025-04-04 00:00:00+00:00,0.007261000107973814,0.007836000062525272,0.00723899994045496,0.007555999793112278,6855890,0.0,0.0
2025-04-05 00:00:00+00:00,0.007555999793112278,0.00773700000718236,0.007230999879539013,0.007234000135213137,1857030,0.0,0.0
2025-04-06 00:00:00+00:00,0.007234000135213137,0.007259999867528677,0.005106000229716301,0.005266999825835228,5494287,0.0,0.0
2025-04-07 00:00:00+00:00,0.005266999825835228,0.005727999843657017,0.004834999796003103,0.005648000165820122,15952595,0.0,0.0
2025-04-08 00:00:00+00:00,0.005648000165820122,0.006008999887853861,0.005274999886751175,0.005324999801814556,5337858,0.0,0.0
2025-04-09 00:00:00+00:00,0.005324999801814556,0.0061980001628398895,0.004995000082999468,0.00595800019800663,10102370,0.0,0.0
2025-04-10 00:00:00+00:00,0.00595800019800663,0.00595899997279048,0.004898000042885542,0.005038000177592039,4636502,0.0,0.0
2025-04-11 00:00:00+00:00,0.005038000177592039,0.005104999989271164,0.0046270000748336315,0.0048779998905956745,3754333,0.0,0.0
2025-04-12 00:00:00+00:00,0.0048779998905956745,0.005369000136852264,0.004648000001907349,0.005090000107884407,3426205,0.0,0.0
2025-04-13 00:00:00+00:00,0.005090000107884407,0.005090000107884407,0.0045090001076459885,0.004668000154197216,3836084,0.0,0.0
2025-04-14 00:00:00+00:00,0.004668000154197216,0.004858999978750944,0.00459699984639883,0.004699000157415867,4319543,0.0,0.0
2025-04-15 00:00:00+00:00,0.004699000157415867,0.004699000157415867,0.0037789999041706324,0.003788999980315566,2895279,0.0,0.0
2025-04-16 00:00:00+00:00,0.003788999980315566,0.003788999980315566,0.0035089999437332153,0.0035089999437332153,3298563,0.0,0.0
2025-04-17 00:00:00+00:00,0.0035089999437332153,0.003639000002294779,0.003409000113606453,0.0035500000230968,2477785,0.0,0.0
2025-04-18 00:00:00+00:00,0.0035500000230968,0.003579000011086464,0.0034489999525249004,0.0034489999525249004,2615401,0.0,0.0
2025-04-19 00:00:00+00:00,0.0034489999525249004,0.003579000011086464,0.0034290000330656767,0.0035069999285042286,1920488,0.0,0.0
2025-04-20 00:00:00+00:00,0.0035069999285042286,0.0035180000122636557,0.00303900009021163,0.0030879999976605177,2700376,0.0,0.0
2025-04-21 00:00:00+00:00,0.0030879999976605177,0.003369000041857362,0.0030879999976605177,0.003229999914765358,3852056,0.0,0.0
2025-04-22 00:00:00+00:00,0.003229999914765358,0.0035810000263154507,0.0031580000650137663,0.0035409999545663595,6441541,0.0,0.0
2025-04-23 00:00:00+00:00,0.0035409999545663595,0.003731000004336238,0.0031620000954717398,0.003169999923557043,6350354,0.0,0.0
2025-04-24 00:00:00+00:00,0.003169999923557043,0.003341000061482191,0.002859999891370535,0.0029299999587237835,4455424,0.0,0.0
2025-04-25 00:00:00+00:00,0.002930999966338277,0.0029700000304728746,0.0026310000102967024,0.0026320000179111958,6124764,0.0,0.0
2025-04-26 00:00:00+00:00,0.0026320000179111958,0.002730000065639615,0.002196999965235591,0.0023250000085681677,6245719,0.0,0.0
2025-04-27 00:00:00+00:00,0.0023240000009536743,0.0024629998952150345,0.0019990000873804092,0.0022529999259859324,151097,0.0,0.0
2025-04-28 00:00:00+00:00,0.0022529999259859324,0.0022529999259859324,0.0016479999758303165,0.0017800000496208668,389160,0.0,0.0
2025-04-29 00:00:00+00:00,0.0017800000496208668,0.0018599999602884054,0.0016280000563710928,0.0017369999550282955,116053,0.0,0.0
2025-04-30 00:00:00+00:00,0.0017369999550282955,0.0017480000387877226,0.0015360000543296337,0.0016039999900385737,54146,0.0,0.0
2025-05-01 00:00:00+00:00,0.0016039999900385737,0.0016589999431744218,0.001560000004246831,0.0016049999976530671,40830,0.0,0.0
2025-05-02 00:00:00+00:00,0.0016080000204965472,0.0017269999952986836,0.001500000013038516,0.0015409999759867787,160357,0.0,0.0
2025-05-03 00:00:00+00:00,0.0015409999759867787,0.0015510000521317124,0.0013569999719038606,0.00145800004247576,128078,0.0,0.0
2025-05-04 00:00:00+00:00,0.00145800004247576,0.0014690000098198652,0.0011919999960809946,0.001193000003695488,118491,0.0,0.0
2025-05-05 00:00:00+00:00,0.001193000003695488,0.001193000003695488,0.0009120000177063048,0.0009389999904669821,241729,0.0,0.0
2025-05-06 00:00:00+00:00,0.0009389999904669821,0.0010029999539256096,0.0008779999916441739,0.0009889999637380242,156940,0.0,0.0
2025-05-07 00:00:00+00:00,0.0009889999637380242,0.0010000000474974513,0.0009270000155083835,0.0009490000084042549,106376,0.0,0.0
2025-05-08 00:00:00+00:00,0.0009490000084042549,0.0017460000235587358,0.0009330000029876828,0.0015689999563619494,328050,0.0,0.0
2025-05-09 00:00:00+00:00,0.0015689999563619494,0.0016090000281110406,0.0011239999439567327,0.0011239999439567327,144741,0.0,0.0
2025-05-10 00:00:00+00:00,0.0011729999678209424,0.0012570000253617764,0.0011119999689981341,0.0012000000569969416,71472,0.0,0.0
2025-05-11 00:00:00+00:00,0.0012000000569969416,0.001446999958716333,0.0011239999439567327,0.0012629999546334147,104181,0.0,0.0
2025-05-12 00:00:00+00:00,0.0012629999546334147,0.001521000056527555,0.0011879999656230211,0.0012669999850913882,141081,0.0,0.0
2025-05-13 00:00:00+00:00,0.0012669999850913882,0.00661499984562397,0.0011449999874457717,0.005332000087946653,637054,0.0,0.0
