TIMESTAMP,QU3_OPEN_PRICE_USD,QU3_HIGH_PRICE_USD,QU3_LOW_PRICE_USD,QU3_CLOSE_PRICE_USD,QU3_VOLUME_USD,QU3_DIVIDENDS_USD,QU3_STOCK_SPLITS_USD
2025-05-15 00:00:00+00:00,0.12189900130033493,0.16683700680732727,0.11410699784755707,0.13650399446487427,1144666,0.0,0.0
2025-05-16 00:00:00+00:00,0.13650399446487427,0.17400799691677094,0.10326900333166122,0.12219099700450897,930203,0.0,0.0
2025-05-17 00:00:00+00:00,0.12219099700450897,0.13203899562358856,0.08033400028944016,0.0962269976735115,847593,0.0,0.0
2025-05-18 00:00:00+00:00,0.0962269976735115,0.12883499264717102,0.0017989999614655972,0.0024900001008063555,1458076,0.0,0.0
2025-05-19 00:00:00+00:00,0.0024900001008063555,0.0034209999721497297,0.0006510000093840063,0.0006559999892488122,472118,0.0,0.0
2025-05-20 00:00:00+00:00,0.0006559999892488122,0.0006619999767281115,0.0006329999887384474,0.0006569999968633056,3908,0.0,0.0
2025-05-21 00:00:00+00:00,0.0006569999968633056,0.000661000027321279,0.0006230000290088356,0.0006300000241026282,0,0.0,0.0
2025-05-22 00:00:00+00:00,0.0006300000241026282,0.14434100687503815,0.0006300000241026282,0.1361510008573532,1031745,0.0,0.0
2025-05-23 00:00:00+00:00,0.1361510008573532,0.13712400197982788,0.08438099920749664,0.11268399655818939,658862,0.0,0.0
2025-05-24 00:00:00+00:00,0.11315999925136566,0.16400499641895294,0.11240600049495697,0.12153899669647217,1297450,0.0,0.0
2025-05-25 00:00:00+00:00,0.12153899669647217,0.12254100292921066,0.09333399683237076,0.09933300316333771,503667,0.0,0.0
2025-05-26 00:00:00+00:00,0.09933300316333771,0.10906799882650375,0.08035500347614288,0.10714100301265717,453405,0.0,0.0
2025-05-27 00:00:00+00:00,0.10714100301265717,0.10831999778747559,0.07013200223445892,0.07927799969911575,503330,0.0,0.0
2025-05-28 00:00:00+00:00,0.07927799969911575,0.08070699870586395,0.05045799911022186,0.06899099797010422,571919,0.0,0.0
2025-05-29 00:00:00+00:00,0.06899099797010422,0.08029100298881531,0.05064700171351433,0.05225899815559387,383833,0.0,0.0
2025-05-30 00:00:00+00:00,0.05225899815559387,0.06051800027489662,0.03596600145101547,0.04577400162816048,281276,0.0,0.0
2025-05-31 00:00:00+00:00,0.04577400162816048,0.06130300089716911,0.04221799969673157,0.05040999874472618,160645,0.0,0.0
2025-06-01 00:00:00+00:00,0.05040973797440529,0.06265773624181747,0.050187643617391586,0.05639388784766197,83761,0.0,0.0
