TIMESTAMP,CRX15069_OPEN_PRICE_USD,CRX15069_HIGH_PRICE_USD,CRX15069_LOW_PRICE_USD,CRX15069_CLOSE_PRICE_USD,CRX15069_VOLUME_USD,CRX15069_DIVIDENDS_USD,CRX15069_STOCK_SPLITS_USD
2021-11-24 00:00:00+00:00,580.1962890625,606.5589599609375,570.313232421875,578.49267578125,342899,0.0,0.0
2021-11-25 00:00:00+00:00,571.63232421875,576.00244140625,469.0691223144531,539.4270629882812,234185,0.0,0.0
2021-11-26 00:00:00+00:00,482.5368957519531,484.22637939453125,383.72857666015625,387.7412109375,301118,0.0,0.0
2021-11-27 00:00:00+00:00,387.6809387207031,427.5753173828125,385.2254638671875,409.1024169921875,191024,0.0,0.0
2021-11-28 00:00:00+00:00,409.0837707519531,410.1151428222656,358.040283203125,362.7236633300781,194110,0.0,0.0
2021-11-29 00:00:00+00:00,362.8418273925781,379.3876953125,321.0543212890625,321.18853759765625,218993,0.0,0.0
2021-11-30 00:00:00+00:00,321.16400146484375,321.22784423828125,287.64996337890625,287.8348388671875,207153,0.0,0.0
2021-12-01 00:00:00+00:00,287.6866760253906,296.7111511230469,280.26873779296875,283.79132080078125,257976,0.0,0.0
2021-12-02 00:00:00+00:00,283.79132080078125,283.9200439453125,260.51318359375,260.5713806152344,135542,0.0,0.0
2021-12-03 00:00:00+00:00,260.6119689941406,263.60382080078125,221.23565673828125,225.05880737304688,146312,0.0,0.0
2021-12-04 00:00:00+00:00,225.02830505371094,227.1597442626953,193.73086547851562,212.4180450439453,156807,0.0,0.0
2021-12-05 00:00:00+00:00,212.41912841796875,213.9955596923828,196.15184020996094,196.33091735839844,108323,0.0,0.0
2021-12-06 00:00:00+00:00,196.4203338623047,199.08555603027344,180.01165771484375,198.670166015625,226131,0.0,0.0
2021-12-07 00:00:00+00:00,198.69358825683594,213.63912963867188,192.94923400878906,193.56765747070312,238692,0.0,0.0
2021-12-08 00:00:00+00:00,193.5957794189453,194.38592529296875,176.49005126953125,180.08163452148438,193667,0.0,0.0
2021-12-09 00:00:00+00:00,180.1211395263672,180.31024169921875,159.59169006347656,159.59169006347656,116442,0.0,0.0
