TIMESTAMP,SENTAI35169_OPEN_PRICE_USD,SENTAI35169_HIGH_PRICE_USD,SENTAI35169_LOW_PRICE_USD,SENTAI35169_CLOSE_PRICE_USD,SENTAI35169_VOLUME_USD,SENTAI35169_DIVIDENDS_USD,SENTAI35169_STOCK_SPLITS_USD
2025-03-04 00:00:00+00:00,0.00216599996201694,0.002202000003308058,0.0018289999570697546,0.001964000053703785,532075,0.0,0.0
2025-03-05 00:00:00+00:00,0.001964000053703785,0.0021180000621825457,0.0019160000374540687,0.0020729999523609877,519714,0.0,0.0
2025-03-06 00:00:00+00:00,0.0020729999523609877,0.0021750000305473804,0.0020439999643713236,0.002094999887049198,526131,0.0,0.0
2025-03-07 00:00:00+00:00,0.002094999887049198,0.002237000036984682,0.0020379999186843634,0.002067999914288521,519031,0.0,0.0
2025-03-08 00:00:00+00:00,0.002067999914288521,0.0021059999708086252,0.0020280000753700733,0.00203999993391335,517954,0.0,0.0
2025-03-09 00:00:00+00:00,0.00203999993391335,0.002082000020891428,0.0019000000320374966,0.0019330000504851341,524895,0.0,0.0
2025-03-10 00:00:00+00:00,0.0019330000504851341,0.0020129999611526728,0.001841000048443675,0.0018860000418499112,525321,0.0,0.0
2025-03-11 00:00:00+00:00,0.0018860000418499112,0.0020240000449121,0.0018179999897256494,0.0019729998894035816,525605,0.0,0.0
2025-03-12 00:00:00+00:00,0.0019729998894035816,0.002193999942392111,0.0019519999623298645,0.002096999902278185,531681,0.0,0.0
2025-03-13 00:00:00+00:00,0.002096999902278185,0.0021250001154839993,0.0019180000526830554,0.0019950000569224358,543846,0.0,0.0
2025-03-14 00:00:00+00:00,0.0019950000569224358,0.002203000010922551,0.0019940000493079424,0.0021869998890906572,529081,0.0,0.0
2025-03-15 00:00:00+00:00,0.0021869998890906572,0.0022909999825060368,0.0021699999924749136,0.0022909999825060368,517523,0.0,0.0
2025-03-16 00:00:00+00:00,0.0022909999825060368,0.0023900000378489494,0.0022120000794529915,0.002219999907538295,521915,0.0,0.0
2025-03-17 00:00:00+00:00,0.002219999907538295,0.002259999979287386,0.0021979999728500843,0.002217999892309308,525160,0.0,0.0
2025-03-18 00:00:00+00:00,0.002217999892309308,0.0023759999312460423,0.0021009999327361584,0.0021349999587982893,544337,0.0,0.0
2025-03-19 00:00:00+00:00,0.0021349999587982893,0.0021750000305473804,0.0020459999796003103,0.0021059999708086252,532461,0.0,0.0
2025-03-20 00:00:00+00:00,0.0021059999708086252,0.0021490000654011965,0.0019280000124126673,0.0021329999435693026,544224,0.0,0.0
2025-03-21 00:00:00+00:00,0.0021329999435693026,0.0022960000205785036,0.002131999935954809,0.002240000059828162,532605,0.0,0.0
