TIMESTAMP,AI14838_OPEN_PRICE_USD,AI14838_HIGH_PRICE_USD,AI14838_LOW_PRICE_USD,AI14838_CLOSE_PRICE_USD,AI14838_VOLUME_USD,AI14838_DIVIDENDS_USD,AI14838_STOCK_SPLITS_USD
2021-11-20 00:00:00+00:00,1.8999999156221747e-05,8.099999831756577e-05,1.8000000636675395e-05,4.70000013592653e-05,7980123,0.0,0.0
2021-11-21 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,1.8999999156221747e-05,2.2000000171829015e-05,7643643,0.0,0.0
2021-11-22 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.2000000424450263e-05,1.5999999959603883e-05,1585320,0.0,0.0
2021-11-23 00:00:00+00:00,1.5999999959603883e-05,1.8999999156221747e-05,1.4000000192027073e-05,1.8000000636675395e-05,689319,0.0,0.0
2021-11-24 00:00:00+00:00,1.8000000636675395e-05,1.9999999494757503e-05,1.700000029813964e-05,1.8000000636675395e-05,272272,0.0,0.0
2021-11-25 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.4999999621068127e-05,1.8999999156221747e-05,181390,0.0,0.0
2021-11-26 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.2999999853491317e-05,142575,0.0,0.0
2021-11-27 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,61340,0.0,0.0
2021-11-28 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.2000000424450263e-05,61232,0.0,0.0
2021-11-29 00:00:00+00:00,1.2000000424450263e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.4999999621068127e-05,86690,0.0,0.0
2021-11-30 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,95470,0.0,0.0
2021-12-01 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4999999621068127e-05,99374,0.0,0.0
2021-12-02 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.700000029813964e-05,151100,0.0,0.0
2021-12-03 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.4999999621068127e-05,1.5999999959603883e-05,93303,0.0,0.0
2021-12-04 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.700000029813964e-05,81922,0.0,0.0
2021-12-05 00:00:00+00:00,1.700000029813964e-05,1.9999999494757503e-05,1.700000029813964e-05,1.9999999494757503e-05,124468,0.0,0.0
2021-12-06 00:00:00+00:00,1.9999999494757503e-05,2.4000000848900527e-05,1.8999999156221747e-05,2.4000000848900527e-05,160234,0.0,0.0
2021-12-07 00:00:00+00:00,2.4000000848900527e-05,2.8000000384054147e-05,2.2000000171829015e-05,2.700000004551839e-05,144375,0.0,0.0
2021-12-08 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,4.999999873689376e-06,9.000000318337698e-06,672248,0.0,0.0
2021-12-09 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,595966,0.0,0.0
2021-12-10 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,48871,0.0,0.0
2021-12-11 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,28593,0.0,0.0
2021-12-12 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,27120,0.0,0.0
2021-12-13 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,27974,0.0,0.0
2021-12-14 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,3.000000106112566e-06,3.999999989900971e-06,241256,0.0,0.0
