TIMESTAMP,SAVM_OPEN_PRICE_USD,SAVM_HIGH_PRICE_USD,SAVM_LOW_PRICE_USD,SAVM_CLOSE_PRICE_USD,SAVM_VOLUME_USD,SAVM_DIVIDENDS_USD,SAVM_STOCK_SPLITS_USD
2024-01-19 00:00:00+00:00,9.115727424621582,14.88282585144043,7.525279998779297,10.209162712097168,157543379,0.0,0.0
2024-01-20 00:00:00+00:00,10.316641807556152,12.297656059265137,7.261250019073486,11.105374336242676,50037033,0.0,0.0
2024-01-21 00:00:00+00:00,11.101885795593262,14.100170135498047,9.407843589782715,11.460318565368652,32920929,0.0,0.0
2024-01-22 00:00:00+00:00,11.46422290802002,12.15473747253418,8.434709548950195,8.43761920928955,32807645,0.0,0.0
2024-01-23 00:00:00+00:00,8.376282691955566,11.546401023864746,8.13217544555664,11.3237886428833,26513200,0.0,0.0
2024-01-24 00:00:00+00:00,11.308119773864746,12.005119323730469,7.659979820251465,8.404006004333496,22613081,0.0,0.0
2024-01-25 00:00:00+00:00,8.144888877868652,9.26097583770752,3.2190659046173096,3.391547918319702,86040239,0.0,0.0
2024-01-26 00:00:00+00:00,3.445051908493042,5.064632892608643,3.2876899242401123,4.231791973114014,27444778,0.0,0.0
2024-01-27 00:00:00+00:00,4.241107940673828,5.902181148529053,3.483031988143921,4.658349990844727,21657726,0.0,0.0
2024-01-28 00:00:00+00:00,4.658100128173828,5.414292812347412,4.051998138427734,4.35047721862793,8670588,0.0,0.0
2024-01-29 00:00:00+00:00,4.350554943084717,4.744283199310303,3.806605100631714,3.8737430572509766,7709109,0.0,0.0
2024-01-30 00:00:00+00:00,3.8737430572509766,4.044744968414307,2.340775966644287,2.4902329444885254,11494332,0.0,0.0
2024-01-31 00:00:00+00:00,2.4901089668273926,3.162170886993408,2.0974950790405273,2.88725209236145,10500389,0.0,0.0
2024-02-01 00:00:00+00:00,2.88725209236145,3.7390429973602295,2.454896926879883,3.5076589584350586,8989697,0.0,0.0
2024-02-02 00:00:00+00:00,3.5076589584350586,3.5249669551849365,2.7504329681396484,3.0246798992156982,4093148,0.0,0.0
2024-02-03 00:00:00+00:00,3.0246798992156982,3.033111095428467,2.5798749923706055,2.609752893447876,2641961,0.0,0.0
2024-02-04 00:00:00+00:00,2.609757900238037,3.2777910232543945,2.564344882965088,3.0504870414733887,3227394,0.0,0.0
2024-02-05 00:00:00+00:00,3.0504889488220215,3.814974069595337,2.8658790588378906,3.4485230445861816,5070108,0.0,0.0
2024-02-06 00:00:00+00:00,3.4485249519348145,3.7641100883483887,3.171466112136841,3.439042091369629,3420740,0.0,0.0
2024-02-07 00:00:00+00:00,3.439042091369629,3.440891981124878,3.0724329948425293,3.0798420906066895,3185793,0.0,0.0
