TIMESTAMP,NCAT31929_OPEN_PRICE_USD,NCAT31929_HIGH_PRICE_USD,NCAT31929_LOW_PRICE_USD,NCAT31929_CLOSE_PRICE_USD,NCAT31929_VOLUME_USD,NCAT31929_DIVIDENDS_USD,NCAT31929_STOCK_SPLITS_USD
2024-06-23 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,3.999999989900971e-06,6.000000212225132e-06,3118102,0.0,0.0
2024-06-24 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,3.999999989900971e-06,3.999999989900971e-06,3115724,0.0,0.0
2024-06-25 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,1.9999999949504854e-06,1.9999999949504854e-06,2387503,0.0,0.0
2024-06-26 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,1658191,0.0,0.0
2024-06-27 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,959985,0.0,0.0
2024-06-28 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,1260432,0.0,0.0
2024-06-29 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,833311,0.0,0.0
2024-06-30 00:00:00+00:00,1.9999999949504854e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,1153858,0.0,0.0
2024-07-01 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,1048784,0.0,0.0
2024-07-02 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1093005,0.0,0.0
2024-07-03 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,869139,0.0,0.0
2024-07-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,982778,0.0,0.0
2024-07-05 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,774786,0.0,0.0
2024-07-06 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,302339,0.0,0.0
2024-07-07 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,397207,0.0,0.0
2024-07-08 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,582571,0.0,0.0
2024-07-09 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,827000,0.0,0.0
2024-07-10 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,1073379,0.0,0.0
2024-07-11 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,548875,0.0,0.0
2024-07-12 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,1039336,0.0,0.0
2024-07-13 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,669554,0.0,0.0
2024-07-14 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,925023,0.0,0.0
2024-07-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,182135,0.0,0.0
2024-07-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,48664,0.0,0.0
2024-07-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,88842,0.0,0.0
2024-07-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,38427,0.0,0.0
2024-07-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,53475,0.0,0.0
2024-07-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,24076,0.0,0.0
2024-07-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8143,0.0,0.0
2024-07-22 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,29275,0.0,0.0
2024-07-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5151,0.0,0.0
2024-07-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12179,0.0,0.0
2024-07-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12863,0.0,0.0
2024-07-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,32294,0.0,0.0
2024-07-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9758,0.0,0.0
2024-07-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,18045,0.0,0.0
2024-07-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,10577,0.0,0.0
2024-07-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,6727,0.0,0.0
2024-07-31 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,28062,0.0,0.0
2024-08-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,11932,0.0,0.0
2024-08-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,13173,0.0,0.0
2024-08-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,10495,0.0,0.0
2024-08-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1423,0.0,0.0
2024-08-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1767,0.0,0.0
2024-08-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,2558,0.0,0.0
2024-08-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1425,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,3281,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,5148,0.0,0.0
2024-08-10 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,396,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,694,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,1724,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,1694,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,425,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,25752,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,42679,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,5488,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,13218,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,9962,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,2655,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,242,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,1855,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,1015,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,2151,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,2950,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,2471,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,2583,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,2279,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,119,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,252,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,633,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,531,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,2694,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,414,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,2108,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,1263,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,1718,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,2801,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,5182,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,2615,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,238,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,53,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,2894,0.0,0.0
