TIMESTAMP,SD_OPEN_PRICE_USD,SD_HIGH_PRICE_USD,SD_LOW_PRICE_USD,SD_CLOSE_PRICE_USD,SD_VOLUME_USD,SD_DIVIDENDS_USD,SD_STOCK_SPLITS_USD
2021-11-03 00:00:00+00:00,0.02561499923467636,0.02961299940943718,0.020325999706983566,0.02940800040960312,2847450,0.0,0.0
2021-11-04 00:00:00+00:00,0.029443999752402306,0.029732000082731247,0.017305999994277954,0.018696999177336693,1716374,0.0,0.0
2021-11-05 00:00:00+00:00,0.01865999959409237,0.021299000829458237,0.014197000302374363,0.014666000381112099,786463,0.0,0.0
2021-11-06 00:00:00+00:00,0.014677000232040882,0.015170999802649021,0.010456999763846397,0.012962999753654003,510108,0.0,0.0
2021-11-07 00:00:00+00:00,0.01296399999409914,0.014631999656558037,0.01295700017362833,0.014359000138938427,313626,0.0,0.0
2021-11-08 00:00:00+00:00,0.01435100007802248,0.014608999714255333,0.012125999666750431,0.01231400016695261,137388,0.0,0.0
2021-11-09 00:00:00+00:00,0.012315000407397747,0.012512999586760998,0.010432999581098557,0.010714000090956688,132010,0.0,0.0
2021-11-10 00:00:00+00:00,0.010695000179111958,0.010700000450015068,0.008798000402748585,0.009132999926805496,123025,0.0,0.0
2021-11-11 00:00:00+00:00,0.009142999537289143,0.00976600032299757,0.008953999727964401,0.0092550003901124,102329,0.0,0.0
2021-11-12 00:00:00+00:00,0.009258000180125237,0.009297000244259834,0.008457000367343426,0.008888999931514263,69303,0.0,0.0
2021-11-13 00:00:00+00:00,0.00889899954199791,0.01115300040692091,0.00885900016874075,0.011113000102341175,73244,0.0,0.0
2021-11-14 00:00:00+00:00,0.011114000342786312,0.019224999472498894,0.011095000430941582,0.017806999385356903,201546,0.0,0.0
2021-11-15 00:00:00+00:00,0.017805000767111778,0.018428999930620193,0.015336000360548496,0.015405000187456608,287244,0.0,0.0
2021-11-16 00:00:00+00:00,0.01538500003516674,0.01541099976748228,0.011064000427722931,0.011257999576628208,179621,0.0,0.0
2021-11-17 00:00:00+00:00,0.011257999576628208,0.01142599992454052,0.010747999884188175,0.011301999911665916,82569,0.0,0.0
