TIMESTAMP,DARA_OPEN_PRICE_USD,DARA_HIGH_PRICE_USD,DARA_LOW_PRICE_USD,DARA_CLOSE_PRICE_USD,DARA_VOLUME_USD,DARA_DIVIDENDS_USD,DARA_STOCK_SPLITS_USD
2021-08-20 00:00:00+00:00,0.21677100658416748,0.23075999319553375,0.1675799936056137,0.18813000619411469,4141621,0.0,0.0
2021-08-21 00:00:00+00:00,0.1883230060338974,0.18991699814796448,0.1492840051651001,0.15328499674797058,3918804,0.0,0.0
2021-08-22 00:00:00+00:00,0.15325500071048737,0.16550299525260925,0.13204500079154968,0.14784100651741028,737478,0.0,0.0
2021-08-23 00:00:00+00:00,0.1478929966688156,0.1509310007095337,0.10625699907541275,0.12471800297498703,1078925,0.0,0.0
2021-08-24 00:00:00+00:00,0.12469000369310379,0.12716799974441528,0.09288299828767776,0.09737099707126617,982806,0.0,0.0
2021-08-25 00:00:00+00:00,0.09676100313663483,0.0995979979634285,0.07949300110340118,0.08621300011873245,908158,0.0,0.0
2021-08-26 00:00:00+00:00,0.0861700028181076,0.09596599638462067,0.08277300000190735,0.08744999766349792,615889,0.0,0.0
2021-08-27 00:00:00+00:00,0.08735299855470657,0.15338200330734253,0.08315499871969223,0.12947499752044678,768941,0.0,0.0
2021-08-28 00:00:00+00:00,0.12953299283981323,0.15151000022888184,0.12287499755620956,0.12800100445747375,1031789,0.0,0.0
2021-08-29 00:00:00+00:00,0.12807899713516235,0.13468599319458008,0.0985649973154068,0.11005199700593948,575284,0.0,0.0
2021-08-30 00:00:00+00:00,0.10981699824333191,0.10981699824333191,0.09796799719333649,0.10324300080537796,504154,0.0,0.0
2021-08-31 00:00:00+00:00,0.10318399965763092,0.1101209968328476,0.09376099705696106,0.09598899632692337,265901,0.0,0.0
2021-09-01 00:00:00+00:00,0.09597499668598175,0.09694299846887589,0.08421999961137772,0.0885230004787445,213584,0.0,0.0
2021-09-02 00:00:00+00:00,0.08854400366544724,0.08940300345420837,0.0636729970574379,0.06718199700117111,270461,0.0,0.0
2021-09-03 00:00:00+00:00,0.0671669989824295,0.07242699712514877,0.038895998150110245,0.057413000613451004,622151,0.0,0.0
2021-09-04 00:00:00+00:00,0.057590000331401825,0.09644000232219696,0.05172400176525116,0.08246999979019165,794825,0.0,0.0
2021-09-05 00:00:00+00:00,0.08246300369501114,0.0880810022354126,0.06409599632024765,0.07393199950456619,487193,0.0,0.0
2021-09-06 00:00:00+00:00,0.07395000010728836,0.07575999945402145,0.06557899713516235,0.06610800325870514,319365,0.0,0.0
2021-09-07 00:00:00+00:00,0.0661349967122078,0.06859999895095825,0.04455700144171715,0.051867999136447906,301420,0.0,0.0
2021-09-08 00:00:00+00:00,0.05189000070095062,0.05378299951553345,0.04063799977302551,0.05018800124526024,412090,0.0,0.0
2021-09-09 00:00:00+00:00,0.052740998566150665,0.06258700042963028,0.04524900019168854,0.056366998702287674,357195,0.0,0.0
2021-09-10 00:00:00+00:00,0.05636199936270714,0.059160999953746796,0.04635800048708916,0.05492899939417839,222469,0.0,0.0
2021-09-11 00:00:00+00:00,0.05494600161910057,0.06465599685907364,0.05448000133037567,0.060054998844861984,248085,0.0,0.0
2021-09-12 00:00:00+00:00,0.06007299944758415,0.06309299916028976,0.04761200025677681,0.049977999180555344,359004,0.0,0.0
