TIMESTAMP,BTS_CLOSE_PRICE_USD,BTS_OPEN_PRICE_USD,BTS_HIGH_PRICE_USD,BTS_LOW_PRICE_USD
2018-03-26,0.145699,0.160737,0.161183,0.139964
2018-03-27,0.141023,0.145699,0.150686,0.136831
2018-03-28,0.144486,0.141023,0.150139,0.140631
2018-03-29,0.128916,0.144486,0.145662,0.1267
2018-03-30,0.126207,0.128905,0.133397,0.12224
2018-03-31,0.126888,0.126092,0.131785,0.125311
2018-04-01,0.127394,0.126888,0.128073,0.12
2018-04-02,0.147097,0.127394,0.149544,0.126724
2018-04-03,0.151248,0.147097,0.163004,0.147097
2018-04-04,0.137756,0.151248,0.151743,0.134685
2018-04-05,0.143725,0.137762,0.147194,0.133765
2018-04-06,0.138595,0.143725,0.147987,0.137673
2018-04-07,0.140874,0.138597,0.145477,0.138417
2018-04-08,0.144157,0.140874,0.144636,0.140874
2018-04-09,0.138485,0.144157,0.146647,0.137952
2018-04-10,0.141566,0.139132,0.1429,0.137583
2018-04-11,0.156144,0.141566,0.158049,0.141201
2018-04-12,0.178921,0.156144,0.179841,0.148613
2018-04-13,0.186128,0.178921,0.208243,0.178921
2018-04-14,0.185687,0.186128,0.193842,0.176286
2018-04-15,0.227755,0.185687,0.231236,0.185683
2018-04-16,0.211454,0.227755,0.229067,0.200521
2018-04-17,0.211068,0.211743,0.219966,0.209723
2018-04-18,0.227268,0.211068,0.229131,0.210168
2018-04-19,0.2446,0.227268,0.245361,0.221836
2018-04-20,0.278639,0.2446,0.279308,0.237826
2018-04-21,0.266313,0.278639,0.285346,0.243045
2018-04-22,0.262533,0.266313,0.27623,0.254223
2018-04-23,0.268973,0.262533,0.273685,0.260657
2018-04-24,0.295406,0.268973,0.305434,0.268973
2018-04-25,0.24853,0.293285,0.295659,0.242575
2018-04-26,0.275829,0.247687,0.275829,0.240495
2018-04-27,0.260469,0.275424,0.2829,0.260067
2018-04-28,0.282355,0.260469,0.285228,0.259388
2018-04-29,0.345628,0.282355,0.359842,0.272933
2018-04-30,0.36151,0.345021,0.412597,0.327069
2018-05-01,0.366368,0.36151,0.384389,0.323954
2018-05-02,0.37624,0.366159,0.378301,0.357358
2018-05-03,0.359664,0.375853,0.386593,0.357347
2018-05-04,0.351418,0.359664,0.366578,0.344867
2018-05-05,0.353301,0.351418,0.368939,0.349362
2018-05-06,0.331792,0.351925,0.35368,0.305177
2018-05-07,0.316599,0.331792,0.334152,0.29427
2018-05-08,0.312979,0.320266,0.323121,0.303303
2018-05-09,0.307219,0.312427,0.313216,0.288562
2018-05-10,0.270309,0.307219,0.323024,0.269093
2018-05-11,0.238991,0.270235,0.275446,0.230463
2018-05-12,0.243579,0.238991,0.253152,0.212237
2018-05-13,0.255173,0.249065,0.257713,0.232856
2018-05-14,0.249861,0.255173,0.25773,0.235084
2018-05-15,0.250451,0.250131,0.269792,0.244456
2018-05-16,0.248653,0.250451,0.252176,0.237702
2018-05-17,0.245084,0.248664,0.266988,0.240229
2018-05-18,0.253534,0.245085,0.256494,0.236601
2018-05-19,0.257103,0.253616,0.270373,0.246827
2018-05-20,0.266502,0.257103,0.270556,0.253497
2018-05-21,0.252698,0.266502,0.266675,0.248148
2018-05-22,0.226792,0.252698,0.252968,0.225069
2018-05-23,0.193578,0.226685,0.232232,0.18605
2018-05-24,0.205521,0.194289,0.207907,0.180222
2018-05-25,0.193942,0.205521,0.207581,0.190086
2018-05-26,0.200315,0.193942,0.204229,0.191355
2018-05-27,0.2027,0.200912,0.205913,0.190581
2018-05-28,0.185557,0.2027,0.207374,0.18473
2018-05-29,0.198869,0.185471,0.202171,0.183474
2018-05-30,0.196809,0.198869,0.206839,0.188626
2018-05-31,0.199051,0.196719,0.204587,0.193528
2018-06-01,0.207577,0.198633,0.209912,0.197342
2018-06-02,0.225219,0.20731,0.2268,0.205687
2018-06-03,0.232407,0.225048,0.246733,0.224704
2018-06-04,0.217456,0.232495,0.236928,0.2133
2018-06-05,0.227484,0.21648,0.229843,0.205
2018-06-06,0.219009,0.227484,0.230775,0.212743
2018-06-07,0.219944,0.218965,0.226016,0.215208
2018-06-08,0.212335,0.219945,0.221115,0.210257
2018-06-09,0.206796,0.212332,0.216408,0.206796
2018-06-10,0.171638,0.206796,0.206796,0.163971
2018-06-11,0.175217,0.171631,0.180063,0.152447
2018-06-12,0.155937,0.175215,0.1773,0.151506
2018-06-13,0.156492,0.156123,0.159482,0.148578
2018-06-14,0.165709,0.156216,0.168893,0.15312
2018-06-15,0.156371,0.165709,0.165709,0.155631
2018-06-16,0.160494,0.156362,0.162498,0.156182
2018-06-17,0.159262,0.160494,0.163749,0.158591
2018-06-18,0.16236,0.159626,0.167615,0.155384
2018-06-19,0.162124,0.163055,0.16529,0.158674
2018-06-20,0.163457,0.162476,0.163486,0.155967
2018-06-21,0.159681,0.163458,0.165114,0.158794
2018-06-22,0.138652,0.159681,0.15983,0.133839
2018-06-23,0.137779,0.138928,0.140776,0.130499
2018-06-24,0.134968,0.137779,0.138498,0.120004
2018-06-25,0.139466,0.134968,0.144222,0.132721
2018-06-26,0.130776,0.139466,0.141909,0.130156
2018-06-27,0.13612,0.130776,0.136743,0.1292
2018-06-28,0.127047,0.136116,0.136345,0.125938
2018-06-29,0.133782,0.127046,0.135463,0.125284
2018-06-30,0.138515,0.133782,0.140988,0.133456
2018-07-01,0.139786,0.138515,0.14,0.135272
2018-07-02,0.160724,0.139786,0.161932,0.136788
2018-07-03,0.157921,0.160724,0.170353,0.155693
2018-07-04,0.169046,0.157921,0.1757,0.149322
2018-07-05,0.171168,0.169046,0.177921,0.164826
2018-07-06,0.170028,0.171168,0.171372,0.160504
2018-07-07,0.177276,0.170028,0.177276,0.165166
2018-07-08,0.181178,0.177276,0.184764,0.176028
2018-07-09,0.179857,0.181178,0.190954,0.177331
2018-07-10,0.160292,0.179857,0.180929,0.157579
2018-07-11,0.158819,0.160108,0.166597,0.152353
2018-07-12,0.154214,0.15882,0.160356,0.148158
2018-07-13,0.157869,0.154214,0.1627,0.153585
2018-07-14,0.16522,0.157869,0.165733,0.155475
2018-07-15,0.175945,0.165223,0.179719,0.161756
2018-07-16,0.206678,0.175945,0.207139,0.174535
2018-07-17,0.221187,0.206678,0.227478,0.190399
2018-07-18,0.216267,0.221275,0.237433,0.211387
2018-07-19,0.221763,0.216269,0.228583,0.203653
2018-07-20,0.200415,0.221763,0.222572,0.195057
2018-07-21,0.203918,0.200415,0.208254,0.191099
2018-07-22,0.200356,0.203918,0.207911,0.198459
2018-07-23,0.203806,0.200356,0.21238,0.199445
2018-07-24,0.211948,0.203806,0.217444,0.200088
2018-07-25,0.208331,0.211948,0.214101,0.202797
2018-07-26,0.199455,0.208331,0.212111,0.197244
2018-07-27,0.198036,0.199455,0.201018,0.182354
2018-07-28,0.192704,0.198036,0.199532,0.190087
2018-07-29,0.195517,0.192896,0.197789,0.189356
2018-07-30,0.182861,0.195517,0.195517,0.173847
2018-07-31,0.16455,0.182861,0.182861,0.160976
2018-08-01,0.165835,0.16455,0.166735,0.158134
2018-08-02,0.161711,0.165835,0.170969,0.160146
2018-08-03,0.162123,0.161712,0.164476,0.155709
2018-08-04,0.157363,0.162123,0.167707,0.155156
2018-08-05,0.161011,0.157363,0.161996,0.156141
2018-08-06,0.158705,0.161012,0.163374,0.156575
2018-08-07,0.1544,0.158704,0.166811,0.152648
2018-08-08,0.1279,0.154367,0.155061,0.123549
2018-08-09,0.1301,0.1279,0.134568,0.1184
2018-08-10,0.121039,0.1301,0.130938,0.12
2018-08-11,0.114991,0.121039,0.1218,0.1123
2018-08-12,0.115869,0.114991,0.119578,0.112623
2018-08-13,0.110741,0.11587,0.122864,0.11
2018-08-14,0.098372,0.110741,0.110741,0.09104
2018-08-15,0.0977,0.098183,0.104884,0.095834
2018-08-16,0.098622,0.0977,0.102846,0.095305
2018-08-17,0.119285,0.098622,0.119749,0.098288
2018-08-18,0.108235,0.119285,0.123644,0.10426
2018-08-19,0.112605,0.108235,0.115492,0.105982
2018-08-20,0.101857,0.112605,0.114263,0.101232
2018-08-21,0.105193,0.1015,0.107534,0.099022
2018-08-22,0.104075,0.105193,0.112942,0.101
2018-08-23,0.105147,0.104075,0.106061,0.101163
2018-08-24,0.106772,0.105147,0.107381,0.10302
2018-08-25,0.107613,0.106772,0.109564,0.10477
2018-08-26,0.106081,0.107613,0.107613,0.103031
2018-08-27,0.112857,0.106082,0.112957,0.105068
2018-08-28,0.12031,0.112857,0.121638,0.110312
2018-08-29,0.118078,0.12031,0.121856,0.114847
2018-08-30,0.114085,0.118078,0.118932,0.109383
2018-08-31,0.117525,0.114085,0.1189,0.112109
2018-09-01,0.125735,0.117525,0.128305,0.117525
2018-09-02,0.123252,0.125735,0.126444,0.119484
2018-09-03,0.121665,0.123252,0.124561,0.11824
2018-09-04,0.122587,0.121665,0.126014,0.120549
2018-09-05,0.099429,0.122587,0.124824,0.098915
2018-09-06,0.10364,0.099429,0.104879,0.094342
2018-09-07,0.1013,0.10364,0.105283,0.099214
2018-09-08,0.095375,0.101298,0.10261,0.092963
2018-09-09,0.096578,0.095375,0.100108,0.09461
2018-09-10,0.096442,0.096578,0.099418,0.093743
2018-09-11,0.093777,0.096442,0.097891,0.091433
2018-09-12,0.094544,0.093777,0.095008,0.089906
2018-09-13,0.102618,0.094545,0.103863,0.094545
2018-09-14,0.112009,0.102618,0.114751,0.101168
2018-09-15,0.117942,0.112019,0.122554,0.110039
2018-09-16,0.118018,0.117621,0.119319,0.112378
2018-09-17,0.108976,0.118018,0.120346,0.106632
2018-09-18,0.115191,0.108976,0.117697,0.108297
2018-09-19,0.115312,0.115191,0.121728,0.110111
2018-09-20,0.122289,0.115312,0.124686,0.114323
2018-09-21,0.12826,0.122289,0.128741,0.120412
2018-09-22,0.123511,0.12826,0.131714,0.11965
2018-09-23,0.125153,0.12351,0.128539,0.122081
2018-09-24,0.116752,0.125153,0.125235,0.115353
2018-09-25,0.113345,0.116753,0.116932,0.108236
2018-09-26,0.113124,0.113345,0.117232,0.110724
2018-09-27,0.118275,0.113124,0.119782,0.111438
2018-09-28,0.114307,0.118274,0.119924,0.113369
2018-09-29,0.114248,0.114307,0.116024,0.111019
2018-09-30,0.113961,0.114248,0.116658,0.112666
2018-10-01,0.112452,0.113961,0.115133,0.109857
2018-10-02,0.112145,0.112454,0.11334,0.110671
2018-10-03,0.108935,0.112144,0.112144,0.107624
2018-10-04,0.111756,0.108935,0.1129,0.108935
2018-10-05,0.111953,0.111755,0.11303,0.110695
2018-10-06,0.110149,0.111953,0.112541,0.109529
2018-10-07,0.1116,0.110149,0.111959,0.10928
2018-10-08,0.112109,0.1116,0.114407,0.110474
2018-10-09,0.110661,0.112109,0.112927,0.109788
2018-10-10,0.11093,0.110661,0.111783,0.108618
2018-10-11,0.096884,0.11093,0.111129,0.095576
2018-10-12,0.098961,0.096884,0.100157,0.093512
2018-10-13,0.099566,0.098961,0.100477,0.098652
2018-10-14,0.097791,0.099753,0.101352,0.0977
2018-10-15,0.10644,0.097791,0.118423,0.097271
2018-10-16,0.105576,0.10644,0.107859,0.104207
2018-10-17,0.104557,0.105576,0.106541,0.103877
2018-10-18,0.099647,0.104556,0.104986,0.09872
2018-10-19,0.0992,0.099647,0.100322,0.098091
2018-10-20,0.102161,0.0992,0.102259,0.098363
2018-10-21,0.104621,0.102161,0.106895,0.101771
2018-10-22,0.101666,0.10462,0.10462,0.100897
2018-10-23,0.1004,0.101665,0.102504,0.099528
2018-10-24,0.10169,0.1004,0.102534,0.100124
2018-10-25,0.099282,0.10169,0.10169,0.097411
2018-10-26,0.098819,0.099283,0.100191,0.097864
2018-10-27,0.0977,0.098815,0.099357,0.096665
2018-10-28,0.099615,0.0977,0.101035,0.096787
2018-10-29,0.095372,0.099615,0.1003,0.09471
2018-10-30,0.095959,0.095372,0.09654,0.095149
2018-10-31,0.096376,0.095959,0.097395,0.094463
2018-11-01,0.095895,0.096376,0.096779,0.095117
2018-11-02,0.097219,0.095895,0.09866,0.0957
2018-11-03,0.096682,0.097219,0.097275,0.095711
2018-11-04,0.099183,0.096682,0.099458,0.095909
2018-11-05,0.097552,0.099183,0.099183,0.096774
2018-11-06,0.0993,0.097552,0.099841,0.096939
2018-11-07,0.099629,0.0993,0.101325,0.098387
2018-11-08,0.095991,0.099631,0.099727,0.095285
2018-11-09,0.0941,0.095991,0.096955,0.0941
2018-11-10,0.096387,0.0941,0.097971,0.093805
2018-11-11,0.095826,0.096387,0.096489,0.094009
2018-11-12,0.094575,0.095826,0.096568,0.094
2018-11-13,0.093793,0.094575,0.095487,0.092807
2018-11-14,0.079112,0.093793,0.094294,0.073016
2018-11-15,0.076919,0.079116,0.080673,0.071116
2018-11-16,0.0742,0.076919,0.0772,0.071821
2018-11-17,0.072188,0.0742,0.074291,0.070614
2018-11-18,0.072271,0.072188,0.073597,0.071703
2018-11-19,0.061218,0.072271,0.072389,0.060009
2018-11-20,0.053149,0.061218,0.062548,0.05036
2018-11-21,0.055015,0.053149,0.055851,0.050016
2018-11-22,0.052441,0.055015,0.055991,0.052348
2018-11-23,0.052396,0.052441,0.054077,0.050419
2018-11-24,0.046904,0.052396,0.05371,0.044712
2018-11-25,0.049835,0.046904,0.050752,0.0434
2018-11-26,0.046017,0.04974,0.050489,0.04411
2018-11-27,0.046204,0.046017,0.046984,0.0445
2018-11-28,0.050992,0.046204,0.052471,0.046204
2018-11-29,0.049811,0.050992,0.053126,0.048138
2018-11-30,0.048188,0.049811,0.052786,0.046815
2018-12-01,0.049114,0.048187,0.050397,0.046997
2018-12-02,0.049892,0.049114,0.050879,0.048225
2018-12-03,0.0465,0.049892,0.050088,0.045821
2018-12-04,0.047104,0.0465,0.0485,0.045518
2018-12-05,0.0439,0.047104,0.047204,0.043789
2018-12-06,0.034904,0.0439,0.044283,0.034156
2018-12-07,0.035679,0.035,0.036795,0.033008
2018-12-08,0.036404,0.035679,0.03819,0.034714
2018-12-09,0.037808,0.036404,0.039,0.036022
2018-12-10,0.036289,0.037808,0.038359,0.035808
2018-12-11,0.0358,0.036288,0.03659,0.0354
2018-12-12,0.0373,0.0358,0.0376,0.0358
2018-12-13,0.035802,0.0373,0.037997,0.035602
2018-12-14,0.035206,0.035802,0.036501,0.034809
2018-12-15,0.0354,0.035206,0.0356,0.034603
2018-12-16,0.035884,0.035404,0.037103,0.035295
2018-12-17,0.0384,0.035884,0.039398,0.035795
2018-12-18,0.038902,0.0384,0.039199,0.036598
2018-12-19,0.038363,0.038902,0.041277,0.038
2018-12-20,0.0411,0.038363,0.0411,0.03786
2018-12-21,0.0408,0.0411,0.043487,0.040038
2018-12-22,0.041948,0.0408,0.043267,0.03983
2018-12-23,0.043383,0.041948,0.046268,0.041735
2018-12-24,0.045184,0.043289,0.048761,0.043194
2018-12-25,0.0397,0.045184,0.045195,0.0384
2018-12-26,0.039095,0.0397,0.041783,0.037294
2018-12-27,0.035606,0.039095,0.039682,0.035506
2018-12-28,0.038796,0.03552,0.0394,0.034593
2018-12-29,0.038,0.038796,0.039595,0.037925
2018-12-30,0.0389,0.038,0.040575,0.037504
2018-12-31,0.0374,0.038903,0.039194,0.037016
2019-01-01,0.039089,0.0374,0.03909,0.036933
2019-01-02,0.040811,0.039089,0.041094,0.038503
2019-01-03,0.038689,0.040811,0.040897,0.038415
2019-01-04,0.038919,0.038695,0.039776,0.038016
2019-01-05,0.0389,0.038919,0.039684,0.038711
2019-01-06,0.040499,0.0389,0.040964,0.038638
2019-01-07,0.042278,0.040498,0.046243,0.040408
2019-01-08,0.041868,0.042278,0.0432,0.0409
2019-01-09,0.041627,0.04187,0.042681,0.041292
2019-01-10,0.036575,0.041625,0.043424,0.0361
2019-01-11,0.037721,0.036589,0.038355,0.036448
2019-01-12,0.038384,0.037721,0.039432,0.03739
2019-01-13,0.036791,0.038384,0.038824,0.036375
2019-01-14,0.038756,0.036791,0.039117,0.03679
2019-01-15,0.036908,0.038756,0.038756,0.0364
2019-01-16,0.038967,0.036908,0.039498,0.036597
2019-01-17,0.038597,0.038967,0.039711,0.037877
2019-01-18,0.03878,0.038597,0.03878,0.0381
2019-01-19,0.041493,0.03878,0.043236,0.038505
2019-01-20,0.039322,0.041493,0.041775,0.038181
2019-01-21,0.039183,0.039322,0.039616,0.038804
2019-01-22,0.039071,0.039183,0.039716,0.037704
2019-01-23,0.0386,0.039071,0.0397,0.03841
2019-01-24,0.0383,0.0386,0.038984,0.0378
2019-01-25,0.038,0.0383,0.038592,0.03758
2019-01-26,0.038157,0.038,0.039037,0.037709
2019-01-27,0.037206,0.038157,0.038287,0.037206
2019-01-28,0.034714,0.037206,0.037488,0.034436
2019-01-29,0.036803,0.034709,0.038307,0.033889
2019-01-30,0.037098,0.036803,0.037512,0.0361
2019-01-31,0.036798,0.037098,0.037401,0.035701
2019-02-01,0.038247,0.036798,0.038395,0.03634
2019-02-02,0.038598,0.038247,0.038797,0.03731
2019-02-03,0.037497,0.0386,0.038698,0.036903
2019-02-04,0.0373,0.037497,0.0377,0.0369
2019-02-05,0.037102,0.0373,0.037396,0.036802
2019-02-06,0.036298,0.0371,0.037298,0.035993
2019-02-07,0.037401,0.036298,0.038045,0.036136
2019-02-08,0.039913,0.037401,0.041766,0.037103
2019-02-09,0.0401,0.040067,0.041099,0.039232
2019-02-10,0.040091,0.0401,0.040157,0.038523
2019-02-11,0.038946,0.040091,0.040091,0.038946
2019-02-12,0.040595,0.038948,0.043292,0.0385
2019-02-13,0.039935,0.040595,0.042331,0.039409
2019-02-14,0.039784,0.039935,0.040241,0.039286
2019-02-15,0.040085,0.039784,0.040703,0.039771
2019-02-16,0.040944,0.040085,0.042177,0.040082
2019-02-17,0.042186,0.040944,0.042458,0.04084
2019-02-18,0.044129,0.042186,0.044662,0.041638
2019-02-19,0.045533,0.044051,0.04737,0.043458
2019-02-20,0.045908,0.045532,0.047,0.043848
2019-02-21,0.044541,0.045908,0.046297,0.043656
2019-02-22,0.046068,0.044541,0.04636,0.0444
2019-02-23,0.049231,0.046068,0.050398,0.045595
2019-02-24,0.044925,0.049231,0.053896,0.043964
2019-02-25,0.046935,0.044925,0.047656,0.044692
2019-02-26,0.046568,0.046935,0.047497,0.045072
2019-02-27,0.045546,0.046572,0.047226,0.044117
2019-02-28,0.046184,0.045462,0.046237,0.044673
2019-03-01,0.045994,0.046184,0.04674,0.045727
2019-03-02,0.045266,0.045992,0.046482,0.044712
2019-03-03,0.045197,0.045266,0.046,0.045099
2019-03-04,0.042406,0.045199,0.045326,0.041414
2019-03-05,0.046372,0.042406,0.048281,0.042403
2019-03-06,0.046081,0.046372,0.047416,0.045692
2019-03-07,0.047162,0.046082,0.048219,0.04602
2019-03-08,0.045785,0.047162,0.047586,0.0451
2019-03-09,0.047506,0.045785,0.048938,0.045697
2019-03-10,0.046727,0.04751,0.047855,0.04603
2019-03-11,0.046786,0.046727,0.0474,0.045304
2019-03-12,0.049356,0.046786,0.050436,0.045743
2019-03-13,0.048334,0.049356,0.05064,0.047951
2019-03-14,0.050674,0.048334,0.051142,0.048152
2019-03-15,0.050912,0.050674,0.052134,0.049693
2019-03-16,0.050742,0.050912,0.052346,0.050495
2019-03-17,0.050603,0.050742,0.050985,0.049583
2019-03-18,0.050199,0.050598,0.051405,0.049271
2019-03-19,0.049918,0.050199,0.050767,0.049158
2019-03-20,0.050209,0.049918,0.050827,0.048966
2019-03-21,0.049033,0.050207,0.050984,0.047978
2019-03-22,0.051058,0.049033,0.051522,0.048774
2019-03-23,0.053407,0.051065,0.0543,0.050677
2019-03-24,0.052178,0.053414,0.053414,0.051175
2019-03-25,0.058882,0.052178,0.070446,0.051778
2019-03-26,0.059007,0.058882,0.063061,0.055742
2019-03-27,0.061036,0.059128,0.061223,0.058793
2019-03-28,0.058141,0.061027,0.061085,0.057724
2019-03-29,0.060225,0.05822,0.060272,0.058054
2019-03-30,0.059775,0.060225,0.062802,0.059507
2019-03-31,0.059462,0.059775,0.059957,0.058687
2019-04-01,0.061851,0.059462,0.061851,0.059162
2019-04-02,0.068505,0.06186,0.06921,0.060856
2019-04-03,0.0715,0.067656,0.07741,0.067648
2019-04-04,0.070085,0.0715,0.073034,0.068182
2019-04-05,0.073672,0.070085,0.073848,0.06981
2019-04-06,0.072876,0.073672,0.076321,0.071398
2019-04-07,0.073301,0.072876,0.07429,0.072252
2019-04-08,0.072251,0.073312,0.074977,0.068005
2019-04-09,0.068346,0.072112,0.072112,0.067227
2019-04-10,0.07065,0.068413,0.072275,0.068187
2019-04-11,0.063121,0.070649,0.071419,0.058841
2019-04-12,0.063394,0.063121,0.06379,0.059319
2019-04-13,0.062261,0.063394,0.064107,0.061105
2019-04-14,0.063587,0.062259,0.063875,0.060669
2019-04-15,0.061375,0.063504,0.064822,0.060026
2019-04-16,0.061628,0.06137,0.061827,0.059082
2019-04-17,0.061348,0.061631,0.063116,0.060338
2019-04-18,0.06238,0.061348,0.063245,0.061346
2019-04-19,0.063005,0.06238,0.063079,0.060996
2019-04-20,0.062001,0.061992,0.063682,0.061594
2019-04-21,0.060976,0.062001,0.065313,0.059316
2019-04-22,0.06089,0.060976,0.061459,0.058263
2019-04-23,0.060504,0.060887,0.061732,0.059007
2019-04-24,0.054283,0.060503,0.060866,0.052573
2019-04-25,0.052129,0.054283,0.055878,0.05129
2019-04-26,0.053304,0.052131,0.054247,0.050466
2019-04-27,0.053224,0.052694,0.054435,0.052171
2019-04-28,0.052701,0.053413,0.054675,0.052219
2019-04-29,0.049864,0.052701,0.054117,0.048377
2019-04-30,0.052608,0.049864,0.052958,0.049353
2019-05-01,0.052603,0.052611,0.054119,0.050805
2019-05-02,0.05301,0.052603,0.054569,0.05127
2019-05-03,0.056223,0.053009,0.059182,0.051201
2019-05-04,0.054245,0.05622,0.060847,0.052359
2019-05-05,0.053672,0.054245,0.057896,0.052432
2019-05-06,0.053259,0.053672,0.058701,0.051137
2019-05-07,0.051654,0.053167,0.055627,0.051297
2019-05-08,0.052313,0.051654,0.05359,0.051133
2019-05-09,0.051261,0.052874,0.053815,0.049546
2019-05-10,0.050453,0.051258,0.052825,0.048849
2019-05-11,0.056502,0.050453,0.058949,0.049683
2019-05-12,0.053711,0.0565,0.058702,0.048047
2019-05-13,0.056194,0.053711,0.058721,0.052639
2019-05-14,0.060043,0.056194,0.062453,0.055135
2019-05-15,0.068461,0.060045,0.070915,0.059675
2019-05-16,0.070327,0.068466,0.079359,0.065861
2019-05-17,0.06482,0.070327,0.072164,0.060401
2019-05-18,0.06393,0.064851,0.065809,0.061034
2019-05-19,0.069002,0.063928,0.070782,0.062389
2019-05-20,0.066249,0.069546,0.069546,0.061325
2019-05-21,0.064862,0.066251,0.067316,0.060598
2019-05-22,0.063188,0.06486,0.066819,0.061067
2019-05-23,0.064012,0.063188,0.064549,0.059943
2019-05-24,0.063857,0.064012,0.065664,0.060674
2019-05-25,0.065633,0.063857,0.068623,0.063215
2019-05-26,0.068811,0.065633,0.070323,0.061122
2019-05-27,0.071534,0.06872,0.072338,0.066765
2019-05-28,0.070004,0.071527,0.072367,0.06859
2019-05-29,0.068718,0.070004,0.071587,0.065653
2019-05-30,0.06737,0.068721,0.072428,0.063196
2019-05-31,0.069484,0.067368,0.069778,0.064398
2019-06-01,0.06819,0.069484,0.070799,0.0673
2019-06-02,0.068815,0.06819,0.070265,0.067804
2019-06-03,0.064026,0.068815,0.069177,0.061556
2019-06-04,0.058791,0.064026,0.064097,0.056514
2019-06-05,0.059772,0.058791,0.060589,0.057324
2019-06-06,0.06105,0.059772,0.061583,0.058723
2019-06-07,0.063667,0.06105,0.064252,0.060124
2019-06-08,0.062367,0.063666,0.064168,0.061404
2019-06-09,0.059304,0.062367,0.063055,0.058133
2019-06-10,0.061792,0.059298,0.062506,0.058537
2019-06-11,0.061007,0.061792,0.062204,0.058961
2019-06-12,0.062167,0.061102,0.062605,0.059836
2019-06-13,0.062309,0.062171,0.063733,0.060751
