TIMESTAMP,HMX29121_OPEN_PRICE_USD,HMX29121_HIGH_PRICE_USD,HMX29121_LOW_PRICE_USD,HMX29121_CLOSE_PRICE_USD,HMX29121_VOLUME_USD,HMX29121_DIVIDENDS_USD,HMX29121_STOCK_SPLITS_USD
2024-01-22 00:00:00+00:00,5.610785007476807,5.620638847351074,5.6091508865356445,5.610206127166748,65091,0.0,0.0
2024-01-23 00:00:00+00:00,5.601946830749512,5.844608783721924,5.234888076782227,5.838918209075928,107821,0.0,0.0
2024-01-24 00:00:00+00:00,5.838918209075928,6.431526184082031,5.529120922088623,6.431526184082031,179621,0.0,0.0
2024-01-25 00:00:00+00:00,6.431526184082031,6.437203884124756,5.811264991760254,5.984559059143066,83185,0.0,0.0
2024-01-26 00:00:00+00:00,5.984494209289551,6.101657867431641,5.883923053741455,6.035982131958008,63082,0.0,0.0
2024-01-27 00:00:00+00:00,6.035982131958008,6.091460227966309,5.555349826812744,5.555646896362305,78222,0.0,0.0
2024-01-28 00:00:00+00:00,5.555646896362305,5.652595043182373,5.555646896362305,5.576262950897217,24049,0.0,0.0
2024-01-29 00:00:00+00:00,5.576262950897217,5.596546173095703,5.4219489097595215,5.4386420249938965,32220,0.0,0.0
2024-01-30 00:00:00+00:00,5.4386420249938965,5.540702819824219,5.1808271408081055,5.459165096282959,71698,0.0,0.0
2024-01-31 00:00:00+00:00,5.459165096282959,5.471831798553467,5.167545795440674,5.197609901428223,34844,0.0,0.0
2024-02-01 00:00:00+00:00,5.197609901428223,6.270717144012451,4.822780132293701,5.933384895324707,149282,0.0,0.0
2024-02-02 00:00:00+00:00,5.933384895324707,7.9544677734375,5.932894229888916,7.061845779418945,417600,0.0,0.0
2024-02-03 00:00:00+00:00,7.061845779418945,7.221354961395264,6.685504913330078,6.927718162536621,146384,0.0,0.0
2024-02-04 00:00:00+00:00,6.927718162536621,7.551084995269775,6.919906139373779,7.373115062713623,89153,0.0,0.0
2024-02-05 00:00:00+00:00,7.373115062713623,8.258804321289062,7.213303089141846,7.776780128479004,259084,0.0,0.0
2024-02-06 00:00:00+00:00,7.776780128479004,7.978281021118164,7.237145900726318,7.495475769042969,209587,0.0,0.0
2024-02-07 00:00:00+00:00,7.495475769042969,7.577493190765381,6.330514907836914,6.943806171417236,204867,0.0,0.0
2024-02-08 00:00:00+00:00,6.943806171417236,7.358839988708496,6.642706871032715,7.107882022857666,141339,0.0,0.0
2024-02-09 00:00:00+00:00,7.000644207000732,7.624765872955322,6.9176530838012695,7.174239158630371,137976,0.0,0.0
2024-02-10 00:00:00+00:00,7.174239158630371,7.247795104980469,6.875577926635742,7.068305969238281,53258,0.0,0.0
2024-02-11 00:00:00+00:00,7.068305969238281,7.622341156005859,7.061860084533691,7.206450939178467,102236,0.0,0.0
2024-02-12 00:00:00+00:00,7.219128131866455,7.667243003845215,7.067986965179443,7.645565986633301,89496,0.0,0.0
2024-02-13 00:00:00+00:00,7.645565986633301,9.792631149291992,7.470187187194824,7.889172077178955,1548075,0.0,0.0
2024-02-14 00:00:00+00:00,7.892140865325928,9.441025733947754,7.835555076599121,8.277798652648926,436779,0.0,0.0
2024-02-15 00:00:00+00:00,8.266061782836914,8.68515396118164,8.201273918151855,8.234976768493652,228217,0.0,0.0
2024-02-16 00:00:00+00:00,8.234013557434082,8.321317672729492,7.589291095733643,7.667576789855957,104750,0.0,0.0
2024-02-17 00:00:00+00:00,7.66620397567749,7.892032146453857,7.346898078918457,7.881853103637695,149790,0.0,0.0
2024-02-18 00:00:00+00:00,7.872057914733887,7.9112548828125,7.541057109832764,7.716361045837402,69081,0.0,0.0
2024-02-19 00:00:00+00:00,7.719735145568848,8.000755310058594,7.506194114685059,7.557929039001465,95478,0.0,0.0
2024-02-20 00:00:00+00:00,7.558651924133301,7.59342622756958,6.907185077667236,7.190509796142578,115644,0.0,0.0
2024-02-21 00:00:00+00:00,7.190509796142578,7.308512210845947,5.998784065246582,6.398129940032959,213980,0.0,0.0
2024-02-22 00:00:00+00:00,6.3918538093566895,6.537684917449951,6.2465128898620605,6.247134208679199,52994,0.0,0.0
2024-02-23 00:00:00+00:00,6.250347137451172,6.306780815124512,6.037341117858887,6.053684234619141,80357,0.0,0.0
2024-02-24 00:00:00+00:00,6.053684234619141,6.800286769866943,5.964739799499512,6.606163024902344,121995,0.0,0.0
2024-02-25 00:00:00+00:00,6.602685928344727,7.113623142242432,6.597142219543457,7.108055114746094,88081,0.0,0.0
2024-02-26 00:00:00+00:00,7.108055114746094,7.256412029266357,6.786491870880127,7.031166076660156,95494,0.0,0.0
2024-02-27 00:00:00+00:00,7.021009922027588,7.911856174468994,7.017070770263672,7.63775110244751,305188,0.0,0.0
2024-02-28 00:00:00+00:00,7.637948989868164,8.55638599395752,7.633265018463135,8.162261009216309,285212,0.0,0.0
2024-02-29 00:00:00+00:00,8.161977767944336,8.294650077819824,7.4547200202941895,7.611903190612793,191681,0.0,0.0
2024-03-01 00:00:00+00:00,7.631761074066162,7.631761074066162,7.376381874084473,7.440395832061768,155944,0.0,0.0
