TIMESTAMP,ARENA_OPEN_PRICE_USD,ARENA_HIGH_PRICE_USD,ARENA_LOW_PRICE_USD,ARENA_CLOSE_PRICE_USD,ARENA_VOLUME_USD,ARENA_DIVIDENDS_USD,ARENA_STOCK_SPLITS_USD
2021-07-28 00:00:00+00:00,9.963772773742676,10.257320404052734,7.635435104370117,7.829034805297852,10817427,0.0,0.0
2021-07-29 00:00:00+00:00,7.836703777313232,8.441682815551758,5.461574077606201,6.280056953430176,7759606,0.0,0.0
2021-07-30 00:00:00+00:00,6.279967784881592,7.418243885040283,4.937991142272949,7.415544033050537,5617230,0.0,0.0
2021-07-31 00:00:00+00:00,7.420121192932129,8.74634075164795,7.029425144195557,7.178994178771973,5264132,0.0,0.0
2021-08-01 00:00:00+00:00,7.180463790893555,9.832534790039062,4.498546123504639,4.787405014038086,10854643,0.0,0.0
2021-08-02 00:00:00+00:00,4.787332057952881,5.299930095672607,3.1050500869750977,3.5093300342559814,11109325,0.0,0.0
2021-08-03 00:00:00+00:00,3.508272886276245,4.758217811584473,2.6673810482025146,2.8007380962371826,4556712,0.0,0.0
2021-08-04 00:00:00+00:00,2.8003389835357666,2.813546895980835,2.148327112197876,2.287511110305786,2975105,0.0,0.0
2021-08-05 00:00:00+00:00,2.2875759601593018,2.4545629024505615,1.8799320459365845,2.098752975463867,1890670,0.0,0.0
2021-08-06 00:00:00+00:00,2.0978939533233643,2.204745054244995,1.9802119731903076,2.011003017425537,1017690,0.0,0.0
2021-08-07 00:00:00+00:00,2.0106239318847656,2.0424680709838867,1.4299349784851074,1.4667810201644897,615920,0.0,0.0
2021-08-08 00:00:00+00:00,1.4656319618225098,1.8183560371398926,0.9647639989852905,1.538059949874878,1145078,0.0,0.0
2021-08-09 00:00:00+00:00,1.5372439622879028,2.406083106994629,1.4883999824523926,2.21907901763916,1960002,0.0,0.0
2021-08-10 00:00:00+00:00,2.2183589935302734,2.2895050048828125,1.6843489408493042,1.9035730361938477,1825295,0.0,0.0
2021-08-11 00:00:00+00:00,1.9032560586929321,2.418210029602051,1.817708969116211,2.001784086227417,1292126,0.0,0.0
2021-08-12 00:00:00+00:00,2.0019309520721436,2.105078935623169,1.8209179639816284,1.9619649648666382,899167,0.0,0.0
2021-08-13 00:00:00+00:00,1.9626259803771973,2.054068088531494,1.819159984588623,1.8590500354766846,523613,0.0,0.0
