TIMESTAMP,STITCH_OPEN_PRICE_USD,STITCH_HIGH_PRICE_USD,STITCH_LOW_PRICE_USD,STITCH_CLOSE_PRICE_USD,STITCH_VOLUME_USD,STITCH_DIVIDENDS_USD,STITCH_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,,,,0.0,2782,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,3431,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,5550,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,2445,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,1083,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,2507,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,1997,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,1259,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,1836,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,1532,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,749,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,3097,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,1142,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,1344,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,1585,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,358,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,3540,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,702,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,538,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,801,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,125,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,1353,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,548,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,4684,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,2507,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,212,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,4018,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,1179,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,619,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,4951,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,2851,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,5395,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,52356,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,17648,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,5286,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,6438,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,15109,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,11146,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,9387,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,24048,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,16326,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,8566,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,5140,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,3761,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,9159,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,6928,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,5706,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,2528,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,4651,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,1179,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,2746,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,8584,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,5747,0.0,0.0
2025-06-01 00:00:00+00:00,5.297550050541167e-13,5.81406992862521e-13,5.081549872727742e-13,5.332010332391446e-13,1576,0.0,0.0
