TIMESTAMP,XMR_OPEN_PRICE_USDT,XMR_HIGH_PRICE_USDT,XMR_LOW_PRICE_USDT,XMR_CLOSE_PRICE_USDT
2019-03-15 04:00:00,51.99,52.0,50.85,51.68
2019-03-15 12:00:00,51.68,52.22,48.67,52.13
2019-03-15 20:00:00,52.13,53.08,51.65,52.72
2019-03-16 04:00:00,52.72,54.89,52.72,53.9
2019-03-16 12:00:00,53.9,54.13,52.75,53.26
2019-03-16 20:00:00,53.26,53.61,52.14,52.14
2019-03-17 04:00:00,52.14,52.7,51.54,52.42
2019-03-17 12:00:00,52.42,52.73,51.85,52.51
2019-03-17 20:00:00,52.51,53.01,52.27,52.62
2019-03-18 04:00:00,52.62,52.83,51.27,51.77
2019-03-18 12:00:00,51.77,52.25,51.44,51.63
2019-03-18 20:00:00,51.63,52.09,51.44,51.9
2019-03-19 04:00:00,51.9,52.44,51.61,51.97
2019-03-19 12:00:00,51.97,54.0,51.97,52.95
2019-03-19 20:00:00,52.95,53.1,52.49,52.63
2019-03-20 04:00:00,52.63,54.19,52.41,53.5
2019-03-20 12:00:00,53.5,54.34,53.23,54.06
2019-03-20 20:00:00,54.06,54.6,53.49,53.93
2019-03-21 04:00:00,53.93,54.09,53.46,53.78
2019-03-21 12:00:00,53.78,54.07,50.0,52.36
2019-03-21 20:00:00,52.36,52.9,51.91,52.22
2019-03-22 04:00:00,52.22,52.6,51.83,52.21
2019-03-22 12:00:00,52.21,53.25,52.1,52.94
2019-03-22 20:00:00,52.94,53.08,52.29,52.95
2019-03-23 04:00:00,52.95,53.25,52.43,52.53
2019-03-23 12:00:00,52.53,52.95,51.93,52.29
2019-03-23 20:00:00,52.29,52.89,52.27,52.64
2019-03-24 04:00:00,52.64,52.87,52.26,52.34
2019-03-24 12:00:00,52.34,52.86,52.2,52.44
2019-03-24 20:00:00,52.44,52.92,52.2,52.78
2019-03-25 04:00:00,52.78,52.91,52.14,52.21
2019-03-25 12:00:00,52.21,52.44,50.0,50.55
2019-03-25 20:00:00,50.55,51.42,50.28,50.92
2019-03-26 04:00:00,50.92,50.97,50.05,50.3
2019-03-26 12:00:00,50.3,51.71,49.76,50.98
2019-03-26 20:00:00,50.98,52.5,50.73,52.27
2019-03-27 04:00:00,52.27,53.01,52.18,52.96
2019-03-27 12:00:00,52.96,53.33,52.45,53.05
2019-03-27 20:00:00,53.05,53.6,52.83,52.99
2019-03-28 04:00:00,52.99,53.21,52.5,53.11
2019-03-28 12:00:00,53.11,53.35,52.18,52.37
2019-03-28 20:00:00,52.37,52.99,52.18,52.41
2019-03-29 04:00:00,52.41,53.96,52.38,53.54
2019-03-29 12:00:00,53.54,54.15,53.14,53.32
2019-03-29 20:00:00,53.32,53.96,53.02,53.57
2019-03-30 04:00:00,53.57,54.0,53.01,53.98
2019-03-30 12:00:00,53.98,53.98,53.33,53.77
2019-03-30 20:00:00,53.77,53.88,53.0,53.22
2019-03-31 04:00:00,53.22,54.0,50.56,54.0
2019-03-31 12:00:00,54.0,56.83,53.73,55.64
2019-03-31 20:00:00,55.64,57.45,55.45,57.27
2019-04-01 04:00:00,57.27,58.17,57.16,57.57
2019-04-01 12:00:00,57.57,59.49,57.3,58.45
2019-04-01 20:00:00,58.45,61.72,58.45,59.0
2019-04-02 04:00:00,59.0,65.0,58.87,64.65
2019-04-02 12:00:00,64.65,66.98,63.57,66.21
2019-04-02 20:00:00,66.21,72.9,65.7,70.67
2019-04-03 04:00:00,70.67,70.67,66.47,69.4
2019-04-03 12:00:00,69.4,71.35,68.66,70.51
2019-04-03 20:00:00,70.51,72.54,60.01,64.9
2019-04-04 04:00:00,64.9,66.77,64.17,65.73
2019-04-04 12:00:00,65.73,66.0,61.4,61.85
2019-04-04 20:00:00,61.85,65.01,61.15,63.79
2019-04-05 04:00:00,63.79,68.99,63.75,67.77
2019-04-05 12:00:00,67.77,68.49,66.64,67.55
2019-04-05 20:00:00,67.55,69.86,67.55,68.94
2019-04-06 04:00:00,68.94,69.12,66.94,67.12
2019-04-06 12:00:00,67.12,69.97,67.12,68.85
2019-04-06 20:00:00,68.85,68.97,66.32,68.64
2019-04-07 04:00:00,68.64,70.09,68.43,68.82
2019-04-07 12:00:00,68.82,69.98,67.63,68.96
2019-04-07 20:00:00,68.96,71.44,68.06,70.65
2019-04-08 04:00:00,70.65,72.27,67.49,67.79
2019-04-08 12:00:00,67.79,70.4,67.4,69.3
