TIMESTAMP,STRM17464_OPEN_PRICE_USD,STRM17464_HIGH_PRICE_USD,STRM17464_LOW_PRICE_USD,STRM17464_CLOSE_PRICE_USD,STRM17464_VOLUME_USD,STRM17464_DIVIDENDS_USD,STRM17464_STOCK_SPLITS_USD
2022-05-07 00:00:00+00:00,0.1652739942073822,0.16605299711227417,0.1357019990682602,0.1357019990682602,58339178,0.0,0.0
2022-05-08 00:00:00+00:00,0.13572899997234344,0.1619880050420761,0.10990200191736221,0.15479500591754913,56310150,0.0,0.0
2022-05-09 00:00:00+00:00,0.1547500044107437,0.15616199374198914,0.12625500559806824,0.1273680031299591,21780410,0.0,0.0
2022-05-10 00:00:00+00:00,0.12736999988555908,0.1311669945716858,0.11767999827861786,0.12591099739074707,20214048,0.0,0.0
2022-05-11 00:00:00+00:00,0.12591400742530823,0.12619799375534058,0.10847099870443344,0.11220400035381317,23174578,0.0,0.0
2022-05-12 00:00:00+00:00,0.11219500005245209,0.1123410016298294,0.08915200084447861,0.09054800122976303,18802047,0.0,0.0
2022-05-13 00:00:00+00:00,0.09056799858808517,0.10777699947357178,0.08899500221014023,0.10281600058078766,15849093,0.0,0.0
2022-05-14 00:00:00+00:00,0.10282400250434875,0.10548499971628189,0.10053999722003937,0.10370700061321259,17200426,0.0,0.0
2022-05-15 00:00:00+00:00,0.10367300361394882,0.13220900297164917,0.10165300220251083,0.13220900297164917,20618898,0.0,0.0
2022-05-16 00:00:00+00:00,0.13220000267028809,0.14264699816703796,0.13044099509716034,0.14259600639343262,23928695,0.0,0.0
2022-05-17 00:00:00+00:00,0.14258800446987152,0.18128299713134766,0.14256800711154938,0.1784069985151291,29804861,0.0,0.0
2022-05-18 00:00:00+00:00,0.17841200530529022,0.2432129979133606,0.17544199526309967,0.24262399971485138,39968280,0.0,0.0
2022-05-19 00:00:00+00:00,0.24260200560092926,0.24894900619983673,0.21366800367832184,0.23306499421596527,36313628,0.0,0.0
2022-05-20 00:00:00+00:00,0.23306399583816528,0.23306399583816528,0.22237500548362732,0.2291869968175888,36721230,0.0,0.0
2022-05-21 00:00:00+00:00,0.22916699945926666,0.2328300029039383,0.22380299866199493,0.2304919958114624,37129550,0.0,0.0
2022-05-22 00:00:00+00:00,0.23049500584602356,0.23286600410938263,0.21981599926948547,0.22513699531555176,29974344,0.0,0.0
2022-05-23 00:00:00+00:00,0.2251410037279129,0.23994100093841553,0.22341300547122955,0.2293809950351715,30044692,0.0,0.0
2022-05-24 00:00:00+00:00,0.22932499647140503,0.22940599918365479,0.2210170030593872,0.22573399543762207,32659984,0.0,0.0
2022-05-25 00:00:00+00:00,0.22573399543762207,0.22573399543762207,0.21308399736881256,0.21880699694156647,36502160,0.0,0.0
2022-05-26 00:00:00+00:00,0.21881699562072754,0.2189989984035492,0.19496199488639832,0.2077849954366684,35618329,0.0,0.0
2022-05-27 00:00:00+00:00,0.20774899423122406,0.20808400213718414,0.20034299790859222,0.20208199322223663,34957178,0.0,0.0
2022-05-28 00:00:00+00:00,0.20005600154399872,0.2026440054178238,0.19478200376033783,0.19646799564361572,28789664,0.0,0.0
