TIMESTAMP,SHIBA14341_OPEN_PRICE_USD,SHIBA14341_HIGH_PRICE_USD,SHIBA14341_LOW_PRICE_USD,SHIBA14341_CLOSE_PRICE_USD,SHIBA14341_VOLUME_USD,SHIBA14341_DIVIDENDS_USD,SHIBA14341_STOCK_SPLITS_USD
2021-11-12 00:00:00+00:00,,,,0.0,13767855,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,29710401,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,27015807,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,16038803,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,6961480,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,2201599,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,4939624,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,8161818,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,5023846,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,2087486,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,858284,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,840915,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,586791,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,694006,0.0,0.0
2021-11-26 00:00:00+00:00,,,,0.0,593549,0.0,0.0
2021-11-27 00:00:00+00:00,,,,0.0,784721,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,975135,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,667131,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,485722,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,662355,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,353540,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,231229,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,234447,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,371442,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,313045,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,204626,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,205643,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,129967,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,171992,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,142329,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,97736,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,90581,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,60616,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,58875,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,54436,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,121658,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,136440,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,78453,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,112418,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,118075,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,220376,0.0,0.0
