,BTC
ETH,4.4418957523823286e-05
XEM,0.00036339860983300475
XRP,0.0005013939334421252
SC,0.0012469446185707916
ARK,0.002920381723017785
KMD,0.0033456332436482866
QTUM,0.0055001791485253144
MAID,0.006167793941583297
ETC,0.01142262991233847
RLC,0.016326145388806664
USDT,0.022474223870173442
ZEN,0.03729284409024522
ANT,0.04477348441747499
XWC,0.05220707925290958
SYS,0.05735040239426577
LSK,0.05735684012119592
MONA,0.07129052818022111
DGB,0.07929258465015447
GNO,0.1095165793403332
DOGE,0.2845420775589183
FIRO,0.2992214353416614
DCR,0.3448673675910728
VERI,0.37864602571681266
CON,0.4557964809637889
STEEM,0.5319411109519904
BTS,0.5811514110212641
