TIMESTAMP,PANDO_OPEN_PRICE_USD,PANDO_HIGH_PRICE_USD,PANDO_LOW_PRICE_USD,PANDO_CLOSE_PRICE_USD,PANDO_VOLUME_USD,PANDO_DIVIDENDS_USD,PANDO_STOCK_SPLITS_USD
2021-03-08 00:00:00+00:00,1.540492057800293,2.3075790405273438,1.4243179559707642,2.132189989089966,1458631,0.0,0.0
2021-03-09 00:00:00+00:00,2.132111072540283,2.3250839710235596,1.7889829874038696,2.1698689460754395,1470996,0.0,0.0
2021-03-10 00:00:00+00:00,2.169888973236084,2.6097519397735596,1.8967959880828857,2.5617940425872803,1626716,0.0,0.0
2021-03-11 00:00:00+00:00,2.5616989135742188,2.6193509101867676,2.3204920291900635,2.5507969856262207,1593323,0.0,0.0
2021-03-12 00:00:00+00:00,2.550865888595581,2.600037097930908,2.3335061073303223,2.4781110286712646,1518995,0.0,0.0
2021-03-13 00:00:00+00:00,2.4780659675598145,2.5712990760803223,2.3486130237579346,2.52892804145813,1685257,0.0,0.0
2021-03-14 00:00:00+00:00,2.528860092163086,2.600903034210205,2.0168468952178955,2.1900699138641357,1387774,0.0,0.0
2021-03-15 00:00:00+00:00,2.190087080001831,2.31986403465271,2.016287088394165,2.1722331047058105,1335750,0.0,0.0
2021-03-16 00:00:00+00:00,2.1722099781036377,2.333996057510376,2.1494340896606445,2.330573081970215,1473332,0.0,0.0
2021-03-17 00:00:00+00:00,2.330631971359253,2.5019021034240723,2.2298998832702637,2.2305569648742676,1433914,0.0,0.0
2021-03-18 00:00:00+00:00,2.230465888977051,2.4951701164245605,2.230465888977051,2.479351043701172,1544894,0.0,0.0
2021-03-19 00:00:00+00:00,2.4791669845581055,2.569705009460449,2.354011058807373,2.5149741172790527,1597159,0.0,0.0
2021-03-20 00:00:00+00:00,2.5145978927612305,2.520838975906372,2.3839240074157715,2.489798069000244,1586403,0.0,0.0
2021-03-21 00:00:00+00:00,2.4894509315490723,2.489672899246216,2.3734750747680664,2.4270548820495605,1463874,0.0,0.0
2021-03-22 00:00:00+00:00,2.4273340702056885,2.4949450492858887,2.3983330726623535,2.4949450492858887,1532866,0.0,0.0
2021-03-23 00:00:00+00:00,2.4962050914764404,2.496612071990967,2.2279770374298096,2.4517300128936768,1541740,0.0,0.0
2021-03-24 00:00:00+00:00,2.4522500038146973,2.499847888946533,2.2344210147857666,2.3741989135742188,1470289,0.0,0.0
2021-03-25 00:00:00+00:00,2.3721959590911865,2.438952922821045,2.1221659183502197,2.3705151081085205,1490645,0.0,0.0
2021-03-26 00:00:00+00:00,2.3704030513763428,2.9553539752960205,2.1196250915527344,2.7258780002593994,1705431,0.0,0.0
2021-03-27 00:00:00+00:00,2.7255070209503174,3.0027289390563965,2.509748935699463,2.930419921875,1817982,0.0,0.0
2021-03-28 00:00:00+00:00,2.9295830726623535,2.9486100673675537,2.623961925506592,2.8788130283355713,1781893,0.0,0.0
2021-03-29 00:00:00+00:00,2.878506898880005,3.5852270126342773,2.8593430519104004,3.1814169883728027,1966570,0.0,0.0
2021-03-30 00:00:00+00:00,3.181286096572876,3.610856056213379,2.833432912826538,3.495656967163086,2246954,0.0,0.0
2021-03-31 00:00:00+00:00,3.5001540184020996,3.6513140201568604,3.084182024002075,3.5622949600219727,2196190,0.0,0.0
2021-04-01 00:00:00+00:00,3.5643539428710938,3.6887619495391846,3.348397970199585,3.6477560997009277,2245454,0.0,0.0
2021-04-02 00:00:00+00:00,3.6480720043182373,4.969076156616211,3.6339941024780273,4.102420806884766,2543537,0.0,0.0
2021-04-03 00:00:00+00:00,4.103287220001221,4.503983020782471,3.8847930431365967,4.30296516418457,2597680,0.0,0.0
