TIMESTAMP,QUO_OPEN_PRICE_USD,QUO_HIGH_PRICE_USD,QUO_LOW_PRICE_USD,QUO_CLOSE_PRICE_USD,QUO_VOLUME_USD,QUO_DIVIDENDS_USD,QUO_STOCK_SPLITS_USD
2022-11-03 00:00:00+00:00,0.03618200123310089,0.044819001108407974,0.018945999443531036,0.02303599938750267,370977,0.0,0.0
2022-11-04 00:00:00+00:00,0.023013999685645103,0.03954099863767624,0.01910099945962429,0.03374499827623367,174534,0.0,0.0
2022-11-05 00:00:00+00:00,0.033771999180316925,0.05396699905395508,0.03353499993681908,0.04187300056219101,68479,0.0,0.0
2022-11-06 00:00:00+00:00,0.04190399870276451,0.04677199944853783,0.035955000668764114,0.038492001593112946,16022,0.0,0.0
2022-11-07 00:00:00+00:00,0.03849099949002266,0.03859600052237511,0.030393000692129135,0.03559499979019165,37724,0.0,0.0
2022-11-08 00:00:00+00:00,0.03559499979019165,0.03780199959874153,0.0278329998254776,0.03210800141096115,102642,0.0,0.0
2022-11-09 00:00:00+00:00,0.03210800141096115,0.036407001316547394,0.02620300091803074,0.03058600053191185,84029,0.0,0.0
2022-11-10 00:00:00+00:00,0.03060300089418888,0.035679999738931656,0.026714999228715897,0.03163500130176544,40572,0.0,0.0
2022-11-11 00:00:00+00:00,0.03161099925637245,0.03520499914884567,0.03026599995791912,0.031606998294591904,24723,0.0,0.0
2022-11-12 00:00:00+00:00,0.0316459983587265,0.031683001667261124,0.02292099967598915,0.025824999436736107,41239,0.0,0.0
2022-11-13 00:00:00+00:00,0.025822000578045845,0.025916999205946922,0.017771000042557716,0.01782199926674366,45657,0.0,0.0
2022-11-14 00:00:00+00:00,0.01781100034713745,0.021383000537753105,0.01740100048482418,0.020245999097824097,26066,0.0,0.0
2022-11-15 00:00:00+00:00,0.020244000479578972,0.02029000036418438,0.01840599998831749,0.018415000289678574,2980,0.0,0.0
2022-11-16 00:00:00+00:00,0.018432000651955605,0.019185999408364296,0.017524000257253647,0.01797799952328205,8425,0.0,0.0
2022-11-17 00:00:00+00:00,0.017974000424146652,0.02191700041294098,0.016674000769853592,0.021601000800728798,20003,0.0,0.0
2022-11-18 00:00:00+00:00,0.021654000505805016,0.02245200052857399,0.01755099929869175,0.0205329991877079,40104,0.0,0.0
2022-11-19 00:00:00+00:00,0.02053000032901764,0.020759999752044678,0.01948699913918972,0.019974999129772186,3807,0.0,0.0
2022-11-20 00:00:00+00:00,0.019974999129772186,0.0200399998575449,0.018990999087691307,0.019039999693632126,1577,0.0,0.0
2022-11-21 00:00:00+00:00,0.018991999328136444,0.019039999693632126,0.01652899943292141,0.01655299961566925,4981,0.0,0.0
2022-11-22 00:00:00+00:00,0.016553999856114388,0.018919000402092934,0.016209999099373817,0.01880200020968914,7124,0.0,0.0
2022-11-23 00:00:00+00:00,0.01876799948513508,0.019345000386238098,0.017981000244617462,0.019115999341011047,3307,0.0,0.0
2022-11-24 00:00:00+00:00,0.019099999219179153,0.019426999613642693,0.017906999215483665,0.017969999462366104,8154,0.0,0.0
